CHILDID	PLOT	ACRES	LOWN	LUSE	larea
IN190067	2	1	4	6	4050
IN190068	1	4	4	1	16200
IN190068	2	3	4	1	12150
IN190068	3	1	4	1	4050
IN190069	1	1	4	1	4050
IN190069	2	2	4	1	8100
IN190071	1	1	4	7	4050
IN190072	1	10	4	1	40500
IN190072	2	5	4	1	20250
IN190073	1	5	4	1	20250
IN190073	2	5	4	1	20250
IN190073	3	2	4	1	8100
IN190074	1	4	4	1	16200
IN190075	1	1	4	1	4050
IN190075	2	1	4	1	4050
IN190075	3	1	4	1	4050
IN190076	1	3	4	1	12150
IN190076	2	3	4	7	12150
IN190077	1	3	4	1	12150
IN190077	2	3	4	1	12150
IN190078	1	3	4	1	12150
IN190079	1	9	4	1	36450
IN190079	2	11	4	1	44550
IN190080	1	1	4	1	4050
IN190080	2	1	4	1	4050
IN190081	1	4	4	1	16200
IN190082	1	6	4	1	24300
IN190082	2	3	4	1	12150
IN190083	1	2.5	4	1	10125
IN190083	2	2.5	4	2	10125
IN190084	1	7	4	1	28350
IN190086	1	2	4	1	8100
IN190086	2	2	4	1	8100
IN190086	3	1	4	2	4050
IN190087	1	3	4	2	12150
IN190087	2	2	4	1	8100
IN190088	1	2	4	1	8100
IN190088	2	1	4	1	4050
IN190089	1	2	4	1	8100
IN190089	2	1	4	1	4050
IN190090	1	4	4	4	16200
IN190091	1	1.5	4	1	6075
IN190091	2	.5	4	1	2025
IN190092	1	3	4	1	12150
IN190092	2	2	4	1	8100
IN190093	1	3	4	1	12150
IN190093	2	2	4	1	8100
IN190094	1	3	4	1	12150
IN190094	2	2	4	1	8100
IN190096	1	2	4	1	8100
IN190096	2	2	4	1	8100
IN190097	1	4	4	1	16200
IN190097	2	3	4	1	12150
IN190097	3	1.5	4	2	6075
IN190097	4	3	1	1	12150
IN190098	1	1	4	1	4050
IN190098	2	2	4	1	8100
IN190098	3	2	4	1	8100
IN190098	4	2	4	7	8100
IN190098	5	2	4	7	8100
IN190098	6	2	4	1	8100
IN190099	1	2	4	1	8100
IN190100	1	2	4	1	8100
IN190100	2	2	4	1	8100
IN190100	3	1	4	1	4050
IN200017	1	.0199999995529652	4	7	80.9999981895089
IN200021	1	.00999999977648258	4	6	40.4999990947545
IN200023	1	.00999999977648258	4	6	40.4999990947545
IN200039	1	1	4	7	4050
IN200041	1	.00999999977648258	1	4	40.4999990947545
IN200044	1	1	4	7	4050
IN200050	1	1	4	4	4050
IN200078	1	.0199999995529652	4	4	80.9999981895089
