CHILDCODE	ACTIDR5	ECNSCTR5	ACTR5	ACTFORR5	ACTMTHR5	ACTDAYMTR5	ACTWEKR5	ACTDAYHR5	ACTHRSR5	PYMRECR5	ERNCSHR5	ERNKNDR5	HWPAIDR5	PDPCPRR5	PRFACTR5	MTHPRFR5
148014	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148014	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148015	1	7	11	1	7	26	4	6	9	1	1200	 	3	 	1	12
148015	2	7	11	2	3	12	4	3	4	3	25	20	2	 	0	 
148015	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148016	1	10	11	1	12	24	4	6	10	1	1025	 	4	 	1	12
148016	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148016	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148018	1	6	11	3	6	24	4	6	12	3	360	42	3	 	1	3
148018	2	7	11	3	1	12	4	3	12	1	15	 	2	 	0	 
148018	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148019	1	17	11	1	12	2	4	5	10	1	1000	 	4	 	1	7
148019	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148019	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148020	1	8	10	6	6	24	4	6	12	1	70	 	2	 	0	 
148020	2	8	10	6	6	24	4	6	6	1	50	 	2	 	1	6
148020	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148021	1	19	11	1	12	24	4	6	8	1	0	 	8	 	1	0
148021	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148021	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148022	1	17	11	1	2	24	4	6	7	1	900	 	8	 	1	2
148022	2	7	11	1	10	28	4	7	4	1	500	 	4	 	0	 
148022	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148023	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148023	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148023	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148024	1	5	11	1	12	20	4	5	9	1	1400	 	4	 	1	12
148024	2	13	10	2	10	8	4	2	8	1	120	 	3	 	1	12
148024	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148025	1	6	10	3	4	24	4	6	9	1	360	 	3	 	1	2
148025	2	7	10	3	2	24	4	6	9	1	400	 	3	 	0	 
148025	3	14	11	1	6	24	4	6	12	1	1500	 	4	 	0	 
148026	1	19	12	3	5	8	4	2	8	1	50	 	2	 	1	2
148026	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148026	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148027	1	9	11	1	12	26	4	6	8	1	1000	 	4	 	1	12
148027	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148027	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148028	1	11	11	1	12	30	4	6	10	1	1500	 	4	 	1	4
148028	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148028	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148029	1	15	11	4	12	24	4	2	8	1	2300	 	4	 	1	12
148029	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148029	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148030	1	19	11	1	12	20	4	5	10	1	1000	 	4	 	1	12
148030	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148030	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148031	1	10	11	1	4	24	4	6	8	1	800	 	4	 	1	2
148031	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148031	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148033	1	8	11	1	12	26	4	6	10	1	1200	 	4	 	1	6
148033	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148033	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148034	1	9	12	3	2	4	4	1	6	3	35	10	2	 	0	 
148034	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148034	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148035	1	7	11	2	12	24	4	6	10	1	30	 	2	 	1	12
148035	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148035	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148036	1	19	11	3	6	26	4	6	10	1	1300	 	4	 	0	 
148036	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148036	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148038	1	6	11	1	12	26	4	6	8	1	550	 	3	 	1	12
148038	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148038	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148039	1	7	11	1	5	24	4	6	8	1	850	 	4	 	0	 
148039	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148039	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148040	1	6	11	1	12	12	4	3	6	1	300	 	3	 	1	12
148040	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148040	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148041	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148041	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148041	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148042	1	16	11	1	4	20	4	5	8	1	900	 	4	 	1	10
148042	2	16	11	1	6	20	4	5	8	1	850	 	4	 	0	 
148042	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148043	1	15	11	4	8	26	4	6	8	1	1650	 	4	 	1	12
148043	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148043	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148044	1	6	11	1	3	24	4	6	10	3	1800	240	4	 	0	 
148044	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148044	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148046	1	19	11	1	6	26	4	6	9	1	150	 	3	 	0	 
148046	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148046	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148047	1	7	11	1	1	24	4	6	8	1	900	 	4	 	1	4
148047	2	7	14	6	1	30	4	7	5	1	30	 	2	 	0	 
148047	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148048	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148048	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148048	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148049	1	9	10	3	1	16	4	4	8	1	100	 	3	 	1	4
148049	2	19	10	3	5	30	4	6	10	1	180	 	3	 	0	 
148049	3	19	10	3	6	30	4	7	8	1	30	 	2	 	0	 
148051	1	9	11	1	11	4	4	1	8	1	50	 	2	 	0	 
148051	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148051	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158001	1	1	2	3	3	24	4	6	8	1	1300	 	4	 	1	12
158001	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158001	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158002	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158002	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158002	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158003	1	1	2	1	0	18	3	6	8	1	30	 	2	 	0	 
158003	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158003	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158005	1	20	11	3	12	26	4	6	13	3	800	200	4	 	1	12
158005	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158005	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158006	1	3	11	1	6	24	4	6	8	1	1700	 	4	 	1	12
158006	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158006	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158007	1	7	11	1	2	26	4	6	8	1	700	 	4	 	0	 
158007	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158007	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158008	1	1	21	2	12	26	4	6	2	0	 	 	 	 	1	12
158008	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158008	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158009	1	16	11	1	6	30	4	7	10	1	750	 	4	 	0	 
158009	2	15	11	4	1	2	0	2	3	1	100	 	2	 	0	 
158009	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158010	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158010	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158010	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158011	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158011	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158011	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158013	1	15	11	4	8	20	4	5	10	1	1000	 	4	 	1	3
158013	2	19	23	3	5	24	4	6	14	3	400	600	4	 	0	 
158013	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158014	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158014	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158014	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158015	1	11	11	1	1	20	4	5	10	1	1800	 	4	 	1	12
158015	2	11	11	1	12	24	4	6	6	1	1200	 	4	 	0	 
158015	3	7	14	6	6	30	4	5	1	3	100	170	4	 	1	12
158016	1	7	14	6	12	20	4	5	4	1	800	 	2	 	1	12
158016	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158016	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158017	1	19	11	1	5	24	4	6	7	1	350	 	4	 	0	 
158017	2	19	11	1	12	24	4	6	9	1	1200	 	4	 	0	 
158017	3	1	3	3	0	5	1	3	8	1	30	 	2	 	1	0
158018	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158018	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158018	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158019	1	20	11	3	12	20	4	5	9	3	900	220	4	 	1	12
158019	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158019	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158021	1	1	11	3	12	20	4	5	8	1	150	 	3	 	1	5
158021	2	7	11	3	12	4	4	4	4	1	80	 	2	 	1	1
158021	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158022	1	1	11	3	12	12	4	3	11	1	100	 	3	 	1	4
158022	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158022	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158023	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158023	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158023	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158024	1	19	10	6	12	25	4	6	12	1	80	 	2	 	1	12
158024	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158024	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158025	1	1	2	3	6	24	4	6	7	1	150	 	3	 	1	6
158025	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158025	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158026	1	14	12	1	1	4	2	2	6	1	500	 	4	 	0	 
158026	2	1	7	2	12	4	4	1	5	0	 	 	 	 	1	12
158026	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158031	1	1	21	2	12	8	4	2	3	0	 	 	 	 	1	12
158031	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158031	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158032	1	7	11	1	7	24	4	6	9	1	850	 	3	 	0	 
158032	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158032	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158033	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158033	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158033	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158034	1	19	11	3	12	24	4	6	6	3	850	700	4	 	0	 
158034	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158034	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158035	1	9	11	1	0	20	3	5	10	3	900	160	4	 	1	5
158035	2	9	2	1	1	28	4	6	11	3	850	240	4	 	0	 
158035	3	9	11	1	3	24	4	6	11	3	30	9	2	 	0	 
158036	1	15	11	4	8	24	4	6	15	1	968	 	4	 	0	 
158036	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158036	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158037	1	15	11	4	12	24	4	6	8	1	900	 	4	 	1	12
158037	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158037	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158038	1	17	11	1	6	24	4	6	14	1	800	 	4	 	0	 
158038	2	7	11	1	2	24	4	6	12	1	400	 	4	 	0	 
158038	3	1	11	2	4	20	4	5	8	1	50	 	2	 	0	 
158039	1	1	7	2	12	6	4	3	4	0	 	 	 	 	0	 
158039	2	19	11	1	6	24	4	6	12	1	230	 	3	 	0	 
158039	3	19	12	3	1	12	4	3	5	1	50	 	2	 	0	 
158040	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158040	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158040	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158041	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158041	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158041	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158042	1	1	7	2	12	8	4	2	8	0	 	 	 	 	1	12
158042	2	1	7	2	12	12	4	3	1	0	 	 	 	 	1	12
158042	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158043	1	1	21	2	12	24	4	6	7	3	25	5	2	 	1	12
158043	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158043	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158044	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158044	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158044	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158045	1	19	11	1	2	24	4	6	10	1	1200	 	4	 	1	6
158045	2	7	11	1	5	24	4	6	10	1	750	 	4	 	0	 
158045	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158046	1	19	11	4	9	30	4	7	16	1	100	 	4	 	1	12
158046	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158046	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158047	1	19	11	1	3	20	4	5	8	1	1200	 	4	 	0	 
158047	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158047	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158048	1	8	11	1	1	24	4	6	9	1	1500	 	4	 	1	3
158048	2	6	11	1	10	24	4	6	8	1	2000	 	4	 	0	 
158048	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158050	1	1	3	3	12	26	4	6	8	1	30	 	2	 	1	12
158050	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158050	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158051	1	16	11	4	6	20	4	5	8	1	1500	 	4	 	0	 
158051	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158051	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158052	1	1	7	2	7	20	4	6	6	0	 	 	 	 	0	 
158052	2	19	11	1	4	24	4	6	10	1	600	 	8	 	1	12
158052	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158053	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158053	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158053	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158054	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158054	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158054	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158055	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158055	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158055	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158056	1	19	11	1	12	24	4	6	9	1	800	 	4	 	1	12
158056	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158056	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158057	1	3	11	1	12	24	4	6	9	1	1500	 	4	 	1	12
158057	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158057	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168001	1	6	11	1	5	24	4	6	9	1	300	 	3	 	0	 
168001	2	1	7	2	5	24	4	6	7	0	 	 	 	 	1	1
168001	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168002	1	6	11	1	3	24	4	6	8	1	400	 	8	 	0	 
168002	2	13	10	4	1	6	1	6	3	1	100	 	3	 	0	 
168002	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168005	1	8	11	1	11	24	4	6	10	1	1000	 	4	 	1	12
168005	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168005	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168006	1	7	11	3	12	8	4	2	12	3	25	10	2	 	1	1
168006	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168006	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168007	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168007	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168007	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168008	1	1	7	2	12	8	4	2	8	0	 	 	 	 	1	12
168008	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168008	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168009	1	1	7	3	8	12	4	3	8	0	 	 	 	 	1	12
168009	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168009	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168010	1	7	11	1	12	8	4	2	8	1	25	 	2	 	1	12
168010	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168010	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168011	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168011	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168011	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168012	1	19	14	6	12	26	4	5	13	1	250	 	3	 	1	12
168012	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168012	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168013	1	7	7	2	12	30	4	7	1	0	 	 	 	 	1	2
168013	2	1	15	2	4	20	4	3	6	0	 	 	 	 	1	1
168013	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168015	1	7	10	6	12	30	4	4	10	1	20	 	2	 	1	2
168015	2	1	21	2	10	8	4	3	10	0	 	 	 	 	1	12
168015	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168016	1	7	12	3	1	8	4	2	10	3	10	5	2	 	0	 
168016	2	9	10	6	3	4	4	1	8	1	30	 	2	 	1	2
168016	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168017	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168017	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168017	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168018	1	19	11	1	5	30	4	7	5	1	100	 	3	 	1	12
168018	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168018	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168020	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168020	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168020	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168022	1	18	11	1	11	20	4	5	10	1	700	 	4	 	1	12
168022	2	18	12	1	12	4	4	1	9	1	40	 	2	 	1	12
168022	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168024	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168024	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168024	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168025	1	6	11	1	12	24	4	6	9	1	40	 	2	 	1	12
168025	2	1	7	2	12	8	4	2	6	2	 	10	2	 	1	12
168025	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178001	1	7	11	3	12	24	4	6	8	1	750	 	4	 	1	12
178001	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178001	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178002	1	1	2	1	8	24	4	6	8	1	180	 	3	 	0	 
178002	2	20	11	1	4	24	4	6	5	1	450	 	4	 	1	3
178002	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178003	1	8	10	2	12	30	4	7	4	1	35	 	2	 	1	3
178003	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178003	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178004	1	11	11	1	12	24	4	6	8	1	1800	 	4	 	1	12
178004	2	11	11	3	8	24	4	6	8	1	750	 	4	 	0	 
178004	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178006	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178006	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178006	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178007	1	9	11	8	8	24	4	6	8	1	900	 	4	 	1	12
178007	2	19	23	1	4	12	4	3	8	1	40	 	2	 	0	 
178007	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178009	1	1	2	1	8	24	4	6	10	1	205	 	3	 	1	5
178009	2	7	12	3	2	8	4	2	3	1	20	 	2	 	0	 
178009	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178010	1	7	11	3	12	20	4	5	8	3	25	10	2	 	1	12
178010	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178010	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178011	1	7	11	2	12	30	4	7	12	3	300	150	4	 	1	3
178011	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178011	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178015	1	8	11	1	11	24	4	6	9	1	250	 	3	 	0	 
178015	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178015	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178016	1	7	14	6	2	26	4	6	10	1	700	 	4	 	1	6
178016	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178016	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178019	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178019	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178019	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178020	1	19	11	1	12	26	4	6	8	1	1000	 	4	 	1	12
178020	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178020	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178021	1	10	11	1	5	24	4	6	9	1	1000	 	4	 	1	12
178021	2	19	11	1	7	24	4	6	9	1	750	 	4	 	0	 
178021	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178022	1	4	12	1	12	6	4	2	8	1	50	 	2	 	1	3
178022	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178022	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178024	1	1	21	2	9	24	4	6	9	0	 	 	 	 	1	10
178024	2	19	12	1	1	24	4	6	8	1	35	 	2	 	0	 
178024	3	19	11	1	2	24	4	6	7	1	350	 	4	 	1	5
178027	1	6	11	1	9	24	4	6	8	1	1800	 	4	 	1	12
178027	2	13	10	6	3	16	4	4	4	1	50	 	2	 	0	 
178027	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178028	1	7	11	3	4	24	4	5	12	1	1000	 	4	 	0	 
178028	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178028	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178029	1	9	12	1	10	8	4	2	2	1	10	 	2	 	1	6
178029	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178029	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178031	1	9	11	3	12	24	4	6	8	1	750	 	4	 	0	 
178031	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178031	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178033	1	19	11	4	3	30	4	7	13	1	300	 	4	 	0	 
178033	2	6	11	1	4	16	4	4	10	1	350	 	3	 	0	 
178033	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178034	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178034	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178034	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178035	1	9	11	1	6	12	4	3	2	1	10	 	2	 	1	2
178035	2	19	11	1	6	24	4	6	6	1	700	 	4	 	1	2
178035	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178036	1	13	12	3	5	12	4	3	4	1	40	 	2	 	1	4
178036	2	7	14	6	3	8	4	2	3	1	100	 	4	 	1	12
178036	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188001	1	1	21	2	12	16	4	4	8	0	 	 	 	 	1	4
188001	2	1	3	3	12	10	2	5	8	3	35	5	2	 	1	2
188001	3	8	12	3	2	4	4	1	8	1	30	 	2	 	1	1
188002	1	1	21	6	8	20	4	5	8	0	 	 	 	 	1	12
188002	2	1	3	3	4	10	4	3	8	1	35	 	2	 	1	5
188002	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188003	1	8	10	6	12	24	4	6	15	1	150	 	2	 	1	3
188003	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188003	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188004	1	20	11	1	12	26	4	6	8	1	500	 	4	 	1	12
188004	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188004	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188005	1	19	15	2	1	4	1	4	12	0	 	 	 	 	1	1
188005	2	7	11	1	5	20	4	5	10	1	1100	 	4	 	0	 
188005	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188006	1	20	11	3	2	20	4	5	5	3	250	80	4	 	1	3
188006	2	1	15	2	12	16	4	4	6	0	 	 	 	 	1	12
188006	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188007	1	19	23	3	9	24	4	6	9	1	800	 	4	 	1	6
188007	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
