CHILDCODE	GFMRIDR4	OFNTYUR4	VLNTYUR4	OFNTSPR4	VLNTSPR4	OFSPYUR4	VLSPYUR4	OFSPNTR4	VLSPNTR4
151045	2	 	 	 	 	 	 	 	 
151045	3	 	 	 	 	 	 	 	 
151045	4	 	 	 	 	 	 	 	 
151045	5	 	 	 	 	 	 	 	 
151045	6	 	 	 	 	 	 	 	 
151045	7	 	 	 	 	 	 	 	 
151045	8	 	 	 	 	 	 	 	 
151045	9	 	 	 	 	 	 	 	 
151045	10	 	 	 	 	 	 	 	 
151045	11	 	 	 	 	 	 	 	 
151045	12	 	 	 	 	 	 	 	 
151045	13	 	 	 	 	 	 	 	 
151049	1	 	 	 	 	 	 	 	 
151049	2	 	 	 	 	 	 	 	 
151049	3	 	 	 	 	 	 	 	 
151049	4	 	 	 	 	 	 	 	 
151049	5	 	 	 	 	 	 	 	 
151049	6	 	 	 	 	 	 	 	 
151049	7	 	 	 	 	 	 	 	 
151049	8	 	 	 	 	 	 	 	 
151049	9	 	 	 	 	 	 	 	 
151049	10	 	 	 	 	 	 	 	 
151049	11	 	 	 	 	 	 	 	 
151049	12	 	 	 	 	 	 	 	 
151049	13	 	 	 	 	 	 	 	 
151051	1	 	 	 	 	 	 	 	 
151051	2	 	 	 	 	 	 	 	 
151051	3	 	 	 	 	 	 	 	 
151051	4	 	 	 	 	 	 	 	 
151051	5	 	 	 	 	 	 	 	 
151051	6	 	 	 	 	 	 	 	 
151051	7	 	 	 	 	 	 	 	 
151051	8	 	 	 	 	 	 	 	 
151051	9	 	 	 	 	 	 	 	 
151051	10	 	 	 	 	 	 	 	 
151051	11	 	 	 	 	 	 	 	 
151051	12	 	 	 	 	 	 	 	 
151051	13	 	 	 	 	 	 	 	 
151052	1	 	 	 	 	 	 	 	 
151052	2	 	 	 	 	 	 	 	 
151052	3	 	 	 	 	 	 	 	 
151052	4	 	 	 	 	 	 	 	 
151052	5	 	 	 	 	 	 	 	 
151052	6	 	 	 	 	 	 	 	 
151052	7	 	 	 	 	 	 	 	 
151052	8	 	 	 	 	 	 	 	 
151052	9	 	 	 	 	 	 	 	 
151052	10	 	 	 	 	 	 	 	 
151052	11	 	 	 	 	 	 	 	 
151052	12	 	 	 	 	 	 	 	 
151052	13	 	 	 	 	 	 	 	 
151053	1	 	 	 	 	 	 	 	 
151053	2	 	 	 	 	 	 	 	 
151053	3	 	 	 	 	 	 	 	 
151053	4	 	 	 	 	 	 	 	 
151053	5	 	 	 	 	 	 	 	 
151053	6	 	 	 	 	 	 	 	 
151053	7	 	 	 	 	 	 	 	 
151053	8	 	 	 	 	 	 	 	 
151053	9	 	 	 	 	 	 	 	 
151053	10	 	 	 	 	 	 	 	 
151053	11	 	 	 	 	 	 	 	 
151053	12	 	 	 	 	 	 	 	 
151053	13	 	 	 	 	 	 	 	 
151054	1	 	 	 	 	 	 	 	 
151054	2	 	 	 	 	 	 	 	 
151054	3	 	 	 	 	 	 	 	 
151054	4	 	 	 	 	 	 	 	 
151054	5	 	 	 	 	 	 	 	 
151054	6	 	 	 	 	 	 	 	 
151054	7	 	 	 	 	 	 	 	 
151054	8	 	 	 	 	 	 	 	 
151054	9	 	 	 	 	 	 	 	 
151054	10	 	 	 	 	 	 	 	 
151054	11	 	 	 	 	 	 	 	 
151054	12	 	 	 	 	 	 	 	 
151054	13	 	 	 	 	 	 	 	 
151056	1	 	 	 	 	 	 	 	 
151056	2	 	 	 	 	 	 	 	 
151056	3	 	 	 	 	 	 	 	 
151056	4	 	 	 	 	 	 	 	 
151056	5	 	 	 	 	 	 	 	 
151056	6	 	 	 	 	 	 	 	 
151056	7	 	 	 	 	 	 	 	 
151056	8	 	 	 	 	 	 	 	 
151056	9	 	 	 	 	 	 	 	 
151056	10	 	 	 	 	 	 	 	 
151056	11	 	 	 	 	 	 	 	 
151056	12	 	 	 	 	 	 	 	 
151056	13	 	 	 	 	 	 	 	 
151057	1	 	 	 	 	 	 	 	 
151057	2	 	 	 	 	 	 	 	 
151057	3	 	 	 	 	 	 	 	 
151057	4	 	 	 	 	 	 	 	 
151057	5	 	 	 	 	 	 	 	 
151057	6	 	 	 	 	 	 	 	 
151057	7	 	 	 	 	 	 	 	 
151057	8	 	 	 	 	 	 	 	 
151057	9	 	 	 	 	 	 	 	 
151057	10	 	 	 	 	 	 	 	 
151057	11	 	 	 	 	 	 	 	 
151057	12	 	 	 	 	 	 	 	 
151057	13	 	 	 	 	 	 	 	 
151059	1	 	 	 	 	 	 	 	 
151059	2	 	 	 	 	 	 	 	 
151059	3	 	 	 	 	 	 	 	 
151059	4	 	 	 	 	 	 	 	 
151059	5	 	 	 	 	 	 	 	 
151059	6	 	 	 	 	 	 	 	 
151059	7	 	 	 	 	 	 	 	 
151059	8	 	 	 	 	 	 	 	 
151059	9	 	 	 	 	 	 	 	 
151059	10	 	 	 	 	 	 	 	 
151059	11	 	 	 	 	 	 	 	 
151059	12	 	 	 	 	 	 	 	 
151059	13	 	 	 	 	 	 	 	 
151064	1	 	 	 	 	 	 	 	 
151064	2	 	 	 	 	 	 	 	 
151064	3	 	 	 	 	 	 	 	 
151064	4	 	 	 	 	 	 	 	 
151064	5	 	 	 	 	 	 	 	 
151064	6	 	 	 	 	 	 	 	 
151064	7	 	 	 	 	 	 	 	 
151064	8	 	 	 	 	 	 	 	 
151064	9	 	 	 	 	 	 	 	 
151064	10	 	 	 	 	 	 	 	 
151064	11	 	 	 	 	 	 	 	 
151064	12	 	 	 	 	 	 	 	 
151064	13	 	 	 	 	 	 	 	 
151066	1	0	 	0	 	0	 	0	 
151066	2	0	 	0	 	0	 	0	 
151066	3	0	 	0	 	0	 	0	 
151066	4	0	 	0	 	1	300	0	 
151066	5	0	 	0	 	1	500	0	 
151066	6	0	 	0	 	0	 	0	 
151066	7	0	 	1	1200	0	 	0	 
151066	8	0	 	1	1000	0	 	0	 
151066	9	0	 	0	 	1	30000	0	 
151066	10	0	 	0	 	0	 	0	 
151066	11	0	 	0	 	0	 	0	 
151066	12	0	 	0	 	0	 	0	 
151066	13	0	 	0	 	0	 	0	 
151067	1	 	 	 	 	 	 	 	 
151067	2	 	 	 	 	 	 	 	 
151067	3	 	 	 	 	 	 	 	 
151067	4	 	 	 	 	 	 	 	 
151067	5	 	 	 	 	 	 	 	 
151067	6	 	 	 	 	 	 	 	 
151067	7	 	 	 	 	 	 	 	 
151067	8	 	 	 	 	 	 	 	 
151067	9	 	 	 	 	 	 	 	 
151067	10	 	 	 	 	 	 	 	 
151067	11	 	 	 	 	 	 	 	 
151067	12	 	 	 	 	 	 	 	 
151067	13	 	 	 	 	 	 	 	 
151068	1	 	 	 	 	 	 	 	 
151068	2	 	 	 	 	 	 	 	 
151068	3	 	 	 	 	 	 	 	 
151068	4	 	 	 	 	 	 	 	 
151068	5	 	 	 	 	 	 	 	 
151068	6	 	 	 	 	 	 	 	 
151068	7	 	 	 	 	 	 	 	 
151068	8	 	 	 	 	 	 	 	 
151068	9	 	 	 	 	 	 	 	 
151068	10	 	 	 	 	 	 	 	 
151068	11	 	 	 	 	 	 	 	 
151068	12	 	 	 	 	 	 	 	 
151068	13	 	 	 	 	 	 	 	 
151069	1	 	 	 	 	 	 	 	 
151069	2	 	 	 	 	 	 	 	 
151069	3	 	 	 	 	 	 	 	 
151069	4	 	 	 	 	 	 	 	 
151069	5	 	 	 	 	 	 	 	 
151069	6	 	 	 	 	 	 	 	 
151069	7	 	 	 	 	 	 	 	 
151069	8	 	 	 	 	 	 	 	 
151069	9	 	 	 	 	 	 	 	 
151069	10	 	 	 	 	 	 	 	 
151069	11	 	 	 	 	 	 	 	 
151069	12	 	 	 	 	 	 	 	 
151069	13	 	 	 	 	 	 	 	 
151070	1	 	 	 	 	 	 	 	 
151070	2	 	 	 	 	 	 	 	 
151070	3	 	 	 	 	 	 	 	 
151070	4	 	 	 	 	 	 	 	 
151070	5	 	 	 	 	 	 	 	 
151070	6	 	 	 	 	 	 	 	 
151070	7	 	 	 	 	 	 	 	 
151070	8	 	 	 	 	 	 	 	 
151070	9	 	 	 	 	 	 	 	 
151070	10	 	 	 	 	 	 	 	 
151070	11	 	 	 	 	 	 	 	 
151070	12	 	 	 	 	 	 	 	 
151070	13	 	 	 	 	 	 	 	 
161002	1	 	 	 	 	 	 	 	 
161002	2	 	 	 	 	 	 	 	 
161002	3	 	 	 	 	 	 	 	 
161002	4	 	 	 	 	 	 	 	 
161002	5	 	 	 	 	 	 	 	 
161002	6	 	 	 	 	 	 	 	 
161002	7	 	 	 	 	 	 	 	 
161002	8	 	 	 	 	 	 	 	 
161002	9	 	 	 	 	 	 	 	 
161002	10	 	 	 	 	 	 	 	 
161002	11	 	 	 	 	 	 	 	 
161002	12	 	 	 	 	 	 	 	 
161002	13	 	 	 	 	 	 	 	 
161003	1	 	 	 	 	 	 	 	 
161003	2	 	 	 	 	 	 	 	 
161003	3	 	 	 	 	 	 	 	 
161003	4	 	 	 	 	 	 	 	 
161003	5	 	 	 	 	 	 	 	 
161003	6	 	 	 	 	 	 	 	 
161003	7	 	 	 	 	 	 	 	 
161003	8	 	 	 	 	 	 	 	 
161003	9	 	 	 	 	 	 	 	 
161003	10	 	 	 	 	 	 	 	 
161003	11	 	 	 	 	 	 	 	 
161003	12	 	 	 	 	 	 	 	 
161003	13	 	 	 	 	 	 	 	 
161005	1	 	 	 	 	 	 	 	 
161005	2	 	 	 	 	 	 	 	 
161005	3	 	 	 	 	 	 	 	 
161005	4	 	 	 	 	 	 	 	 
161005	5	 	 	 	 	 	 	 	 
161005	6	 	 	 	 	 	 	 	 
161005	7	 	 	 	 	 	 	 	 
161005	8	 	 	 	 	 	 	 	 
161005	9	 	 	 	 	 	 	 	 
161005	10	 	 	 	 	 	 	 	 
161005	11	 	 	 	 	 	 	 	 
161005	12	 	 	 	 	 	 	 	 
161005	13	 	 	 	 	 	 	 	 
161006	1	 	 	 	 	 	 	 	 
161006	2	 	 	 	 	 	 	 	 
161006	3	 	 	 	 	 	 	 	 
161006	4	 	 	 	 	 	 	 	 
161006	5	 	 	 	 	 	 	 	 
161006	6	 	 	 	 	 	 	 	 
161006	7	 	 	 	 	 	 	 	 
161006	8	 	 	 	 	 	 	 	 
161006	9	 	 	 	 	 	 	 	 
161006	10	 	 	 	 	 	 	 	 
161006	11	 	 	 	 	 	 	 	 
161006	12	 	 	 	 	 	 	 	 
161006	13	 	 	 	 	 	 	 	 
161007	1	 	 	 	 	 	 	 	 
161007	2	 	 	 	 	 	 	 	 
161007	3	 	 	 	 	 	 	 	 
161007	4	 	 	 	 	 	 	 	 
161007	5	 	 	 	 	 	 	 	 
161007	6	 	 	 	 	 	 	 	 
161007	7	 	 	 	 	 	 	 	 
161007	8	 	 	 	 	 	 	 	 
161007	9	 	 	 	 	 	 	 	 
161007	10	 	 	 	 	 	 	 	 
161007	11	 	 	 	 	 	 	 	 
161007	12	 	 	 	 	 	 	 	 
161007	13	 	 	 	 	 	 	 	 
161008	1	 	 	 	 	 	 	 	 
161008	2	 	 	 	 	 	 	 	 
161008	3	 	 	 	 	 	 	 	 
161008	4	 	 	 	 	 	 	 	 
161008	5	 	 	 	 	 	 	 	 
161008	6	 	 	 	 	 	 	 	 
161008	7	 	 	 	 	 	 	 	 
161008	8	 	 	 	 	 	 	 	 
161008	9	 	 	 	 	 	 	 	 
161008	10	 	 	 	 	 	 	 	 
161008	11	 	 	 	 	 	 	 	 
161008	12	 	 	 	 	 	 	 	 
161008	13	 	 	 	 	 	 	 	 
161009	1	 	 	 	 	 	 	 	 
161009	2	 	 	 	 	 	 	 	 
161009	3	 	 	 	 	 	 	 	 
161009	4	 	 	 	 	 	 	 	 
161009	5	 	 	 	 	 	 	 	 
161009	6	 	 	 	 	 	 	 	 
161009	7	 	 	 	 	 	 	 	 
161009	8	 	 	 	 	 	 	 	 
161009	9	 	 	 	 	 	 	 	 
161009	10	 	 	 	 	 	 	 	 
161009	11	 	 	 	 	 	 	 	 
161009	12	 	 	 	 	 	 	 	 
161009	13	 	 	 	 	 	 	 	 
161010	1	 	 	 	 	 	 	 	 
161010	2	 	 	 	 	 	 	 	 
161010	3	 	 	 	 	 	 	 	 
161010	4	 	 	 	 	 	 	 	 
161010	5	 	 	 	 	 	 	 	 
161010	6	 	 	 	 	 	 	 	 
161010	7	 	 	 	 	 	 	 	 
161010	8	 	 	 	 	 	 	 	 
161010	9	 	 	 	 	 	 	 	 
161010	10	 	 	 	 	 	 	 	 
161010	11	 	 	 	 	 	 	 	 
161010	12	 	 	 	 	 	 	 	 
161010	13	 	 	 	 	 	 	 	 
161011	1	 	 	 	 	 	 	 	 
161011	2	 	 	 	 	 	 	 	 
161011	3	 	 	 	 	 	 	 	 
161011	4	 	 	 	 	 	 	 	 
161011	5	 	 	 	 	 	 	 	 
161011	6	 	 	 	 	 	 	 	 
161011	7	 	 	 	 	 	 	 	 
161011	8	 	 	 	 	 	 	 	 
161011	9	 	 	 	 	 	 	 	 
161011	10	 	 	 	 	 	 	 	 
161011	11	 	 	 	 	 	 	 	 
161011	12	 	 	 	 	 	 	 	 
161011	13	 	 	 	 	 	 	 	 
161016	1	 	 	 	 	 	 	 	 
161016	2	 	 	 	 	 	 	 	 
161016	3	 	 	 	 	 	 	 	 
161016	4	 	 	 	 	 	 	 	 
161016	5	 	 	 	 	 	 	 	 
161016	6	 	 	 	 	 	 	 	 
161016	7	 	 	 	 	 	 	 	 
161016	8	 	 	 	 	 	 	 	 
161016	9	 	 	 	 	 	 	 	 
161016	10	 	 	 	 	 	 	 	 
161016	11	 	 	 	 	 	 	 	 
161016	12	 	 	 	 	 	 	 	 
161016	13	 	 	 	 	 	 	 	 
161017	1	 	 	 	 	 	 	 	 
161017	2	 	 	 	 	 	 	 	 
161017	3	 	 	 	 	 	 	 	 
161017	4	 	 	 	 	 	 	 	 
161017	5	 	 	 	 	 	 	 	 
161017	6	 	 	 	 	 	 	 	 
161017	7	 	 	 	 	 	 	 	 
161017	8	 	 	 	 	 	 	 	 
161017	9	 	 	 	 	 	 	 	 
161017	10	 	 	 	 	 	 	 	 
161017	11	 	 	 	 	 	 	 	 
161017	12	 	 	 	 	 	 	 	 
161017	13	 	 	 	 	 	 	 	 
161018	1	 	 	 	 	 	 	 	 
161018	2	 	 	 	 	 	 	 	 
161018	3	 	 	 	 	 	 	 	 
161018	4	 	 	 	 	 	 	 	 
161018	5	 	 	 	 	 	 	 	 
161018	6	 	 	 	 	 	 	 	 
161018	7	 	 	 	 	 	 	 	 
161018	8	 	 	 	 	 	 	 	 
161018	9	 	 	 	 	 	 	 	 
161018	10	 	 	 	 	 	 	 	 
161018	11	 	 	 	 	 	 	 	 
161018	12	 	 	 	 	 	 	 	 
161018	13	 	 	 	 	 	 	 	 
161019	1	 	 	 	 	 	 	 	 
161019	2	 	 	 	 	 	 	 	 
161019	3	 	 	 	 	 	 	 	 
161019	4	 	 	 	 	 	 	 	 
161019	5	 	 	 	 	 	 	 	 
161019	6	 	 	 	 	 	 	 	 
161019	7	 	 	 	 	 	 	 	 
161019	8	 	 	 	 	 	 	 	 
161019	9	 	 	 	 	 	 	 	 
161019	10	 	 	 	 	 	 	 	 
161019	11	 	 	 	 	 	 	 	 
161019	12	 	 	 	 	 	 	 	 
161019	13	 	 	 	 	 	 	 	 
161021	1	 	 	 	 	 	 	 	 
161021	2	 	 	 	 	 	 	 	 
161021	3	 	 	 	 	 	 	 	 
161021	4	 	 	 	 	 	 	 	 
161021	5	 	 	 	 	 	 	 	 
161021	6	 	 	 	 	 	 	 	 
161021	7	 	 	 	 	 	 	 	 
161021	8	 	 	 	 	 	 	 	 
161021	9	 	 	 	 	 	 	 	 
161021	10	 	 	 	 	 	 	 	 
161021	11	 	 	 	 	 	 	 	 
161021	12	 	 	 	 	 	 	 	 
161021	13	 	 	 	 	 	 	 	 
161022	1	 	 	 	 	 	 	 	 
161022	2	 	 	 	 	 	 	 	 
161022	3	 	 	 	 	 	 	 	 
161022	4	 	 	 	 	 	 	 	 
161022	5	 	 	 	 	 	 	 	 
161022	6	 	 	 	 	 	 	 	 
161022	7	 	 	 	 	 	 	 	 
161022	8	 	 	 	 	 	 	 	 
161022	9	 	 	 	 	 	 	 	 
161022	10	 	 	 	 	 	 	 	 
161022	11	 	 	 	 	 	 	 	 
161022	12	 	 	 	 	 	 	 	 
161022	13	 	 	 	 	 	 	 	 
161023	1	 	 	 	 	 	 	 	 
161023	2	 	 	 	 	 	 	 	 
161023	3	 	 	 	 	 	 	 	 
161023	4	 	 	 	 	 	 	 	 
161023	5	 	 	 	 	 	 	 	 
161023	6	 	 	 	 	 	 	 	 
161023	7	 	 	 	 	 	 	 	 
161023	8	 	 	 	 	 	 	 	 
161023	9	 	 	 	 	 	 	 	 
161023	10	 	 	 	 	 	 	 	 
161023	11	 	 	 	 	 	 	 	 
161023	12	 	 	 	 	 	 	 	 
161023	13	 	 	 	 	 	 	 	 
161024	1	 	 	 	 	 	 	 	 
161024	2	 	 	 	 	 	 	 	 
161024	3	 	 	 	 	 	 	 	 
161024	4	 	 	 	 	 	 	 	 
161024	5	 	 	 	 	 	 	 	 
161024	6	 	 	 	 	 	 	 	 
161024	7	 	 	 	 	 	 	 	 
161024	8	 	 	 	 	 	 	 	 
161024	9	 	 	 	 	 	 	 	 
161024	10	 	 	 	 	 	 	 	 
161024	11	 	 	 	 	 	 	 	 
161024	12	 	 	 	 	 	 	 	 
161024	13	 	 	 	 	 	 	 	 
161025	1	 	 	 	 	 	 	 	 
161025	2	 	 	 	 	 	 	 	 
161025	3	 	 	 	 	 	 	 	 
161025	4	 	 	 	 	 	 	 	 
161025	5	 	 	 	 	 	 	 	 
161025	6	 	 	 	 	 	 	 	 
161025	7	 	 	 	 	 	 	 	 
161025	8	 	 	 	 	 	 	 	 
161025	9	 	 	 	 	 	 	 	 
161025	10	 	 	 	 	 	 	 	 
161025	11	 	 	 	 	 	 	 	 
161025	12	 	 	 	 	 	 	 	 
161025	13	 	 	 	 	 	 	 	 
161026	1	 	 	 	 	 	 	 	 
161026	2	 	 	 	 	 	 	 	 
161026	3	 	 	 	 	 	 	 	 
161026	4	 	 	 	 	 	 	 	 
161026	5	 	 	 	 	 	 	 	 
161026	6	 	 	 	 	 	 	 	 
161026	7	 	 	 	 	 	 	 	 
161026	8	 	 	 	 	 	 	 	 
161026	9	 	 	 	 	 	 	 	 
161026	10	 	 	 	 	 	 	 	 
161026	11	 	 	 	 	 	 	 	 
161026	12	 	 	 	 	 	 	 	 
161026	13	 	 	 	 	 	 	 	 
161029	1	 	 	 	 	 	 	 	 
161029	2	 	 	 	 	 	 	 	 
161029	3	 	 	 	 	 	 	 	 
161029	4	 	 	 	 	 	 	 	 
161029	5	 	 	 	 	 	 	 	 
161029	6	 	 	 	 	 	 	 	 
161029	7	 	 	 	 	 	 	 	 
161029	8	 	 	 	 	 	 	 	 
161029	9	 	 	 	 	 	 	 	 
161029	10	 	 	 	 	 	 	 	 
161029	11	 	 	 	 	 	 	 	 
161029	12	 	 	 	 	 	 	 	 
161029	13	 	 	 	 	 	 	 	 
161030	1	 	 	 	 	 	 	 	 
161030	2	 	 	 	 	 	 	 	 
161030	3	 	 	 	 	 	 	 	 
161030	4	 	 	 	 	 	 	 	 
161030	5	 	 	 	 	 	 	 	 
161030	6	 	 	 	 	 	 	 	 
161030	7	 	 	 	 	 	 	 	 
161030	8	 	 	 	 	 	 	 	 
161030	9	 	 	 	 	 	 	 	 
161030	10	 	 	 	 	 	 	 	 
161030	11	 	 	 	 	 	 	 	 
161030	12	 	 	 	 	 	 	 	 
161030	13	 	 	 	 	 	 	 	 
161031	1	 	 	 	 	 	 	 	 
161031	2	 	 	 	 	 	 	 	 
161031	3	 	 	 	 	 	 	 	 
161031	4	 	 	 	 	 	 	 	 
161031	5	 	 	 	 	 	 	 	 
161031	6	 	 	 	 	 	 	 	 
161031	7	 	 	 	 	 	 	 	 
161031	8	 	 	 	 	 	 	 	 
161031	9	 	 	 	 	 	 	 	 
161031	10	 	 	 	 	 	 	 	 
161031	11	 	 	 	 	 	 	 	 
161031	12	 	 	 	 	 	 	 	 
161031	13	 	 	 	 	 	 	 	 
161032	1	 	 	 	 	 	 	 	 
161032	2	 	 	 	 	 	 	 	 
161032	3	 	 	 	 	 	 	 	 
161032	4	 	 	 	 	 	 	 	 
161032	5	 	 	 	 	 	 	 	 
161032	6	 	 	 	 	 	 	 	 
161032	7	 	 	 	 	 	 	 	 
161032	8	 	 	 	 	 	 	 	 
161032	9	 	 	 	 	 	 	 	 
161032	10	 	 	 	 	 	 	 	 
161032	11	 	 	 	 	 	 	 	 
161032	12	 	 	 	 	 	 	 	 
161032	13	 	 	 	 	 	 	 	 
161033	1	 	 	 	 	 	 	 	 
161033	2	 	 	 	 	 	 	 	 
161033	3	 	 	 	 	 	 	 	 
161033	4	 	 	 	 	 	 	 	 
161033	5	 	 	 	 	 	 	 	 
161033	6	 	 	 	 	 	 	 	 
161033	7	 	 	 	 	 	 	 	 
161033	8	 	 	 	 	 	 	 	 
161033	9	 	 	 	 	 	 	 	 
161033	10	 	 	 	 	 	 	 	 
161033	11	 	 	 	 	 	 	 	 
161033	12	 	 	 	 	 	 	 	 
161033	13	 	 	 	 	 	 	 	 
161034	1	 	 	 	 	 	 	 	 
161034	2	 	 	 	 	 	 	 	 
161034	3	 	 	 	 	 	 	 	 
161034	4	 	 	 	 	 	 	 	 
161034	5	 	 	 	 	 	 	 	 
161034	6	 	 	 	 	 	 	 	 
161034	7	 	 	 	 	 	 	 	 
161034	8	 	 	 	 	 	 	 	 
161034	9	 	 	 	 	 	 	 	 
161034	10	 	 	 	 	 	 	 	 
161034	11	 	 	 	 	 	 	 	 
161034	12	 	 	 	 	 	 	 	 
161034	13	 	 	 	 	 	 	 	 
161035	1	 	 	 	 	 	 	 	 
161035	2	 	 	 	 	 	 	 	 
161035	3	 	 	 	 	 	 	 	 
161035	4	 	 	 	 	 	 	 	 
161035	5	 	 	 	 	 	 	 	 
161035	6	 	 	 	 	 	 	 	 
161035	7	 	 	 	 	 	 	 	 
161035	8	 	 	 	 	 	 	 	 
161035	9	 	 	 	 	 	 	 	 
161035	10	 	 	 	 	 	 	 	 
161035	11	 	 	 	 	 	 	 	 
161035	12	 	 	 	 	 	 	 	 
161035	13	 	 	 	 	 	 	 	 
161036	1	 	 	 	 	 	 	 	 
161036	2	 	 	 	 	 	 	 	 
161036	3	 	 	 	 	 	 	 	 
161036	4	 	 	 	 	 	 	 	 
161036	5	 	 	 	 	 	 	 	 
161036	6	 	 	 	 	 	 	 	 
161036	7	 	 	 	 	 	 	 	 
161036	8	 	 	 	 	 	 	 	 
161036	9	 	 	 	 	 	 	 	 
161036	10	 	 	 	 	 	 	 	 
161036	11	 	 	 	 	 	 	 	 
161036	12	 	 	 	 	 	 	 	 
161036	13	 	 	 	 	 	 	 	 
161037	1	 	 	 	 	 	 	 	 
161037	2	 	 	 	 	 	 	 	 
161037	3	 	 	 	 	 	 	 	 
161037	4	 	 	 	 	 	 	 	 
161037	5	 	 	 	 	 	 	 	 
161037	6	 	 	 	 	 	 	 	 
161037	7	 	 	 	 	 	 	 	 
161037	8	 	 	 	 	 	 	 	 
161037	9	 	 	 	 	 	 	 	 
161037	10	 	 	 	 	 	 	 	 
161037	11	 	 	 	 	 	 	 	 
161037	12	 	 	 	 	 	 	 	 
161037	13	 	 	 	 	 	 	 	 
161038	1	 	 	 	 	 	 	 	 
161038	2	 	 	 	 	 	 	 	 
161038	3	 	 	 	 	 	 	 	 
161038	4	 	 	 	 	 	 	 	 
161038	5	 	 	 	 	 	 	 	 
161038	6	 	 	 	 	 	 	 	 
161038	7	 	 	 	 	 	 	 	 
161038	8	 	 	 	 	 	 	 	 
161038	9	 	 	 	 	 	 	 	 
161038	10	 	 	 	 	 	 	 	 
161038	11	 	 	 	 	 	 	 	 
161038	12	 	 	 	 	 	 	 	 
161038	13	 	 	 	 	 	 	 	 
161039	1	 	 	 	 	 	 	 	 
161039	2	 	 	 	 	 	 	 	 
161039	3	 	 	 	 	 	 	 	 
161039	4	 	 	 	 	 	 	 	 
161039	5	 	 	 	 	 	 	 	 
161039	6	 	 	 	 	 	 	 	 
161039	7	 	 	 	 	 	 	 	 
161039	8	 	 	 	 	 	 	 	 
161039	9	 	 	 	 	 	 	 	 
161039	10	 	 	 	 	 	 	 	 
161039	11	 	 	 	 	 	 	 	 
161039	12	 	 	 	 	 	 	 	 
161039	13	 	 	 	 	 	 	 	 
161040	1	 	 	 	 	 	 	 	 
161040	2	 	 	 	 	 	 	 	 
161040	3	 	 	 	 	 	 	 	 
161040	4	 	 	 	 	 	 	 	 
161040	5	 	 	 	 	 	 	 	 
161040	6	 	 	 	 	 	 	 	 
161040	7	 	 	 	 	 	 	 	 
161040	8	 	 	 	 	 	 	 	 
161040	9	 	 	 	 	 	 	 	 
161040	10	 	 	 	 	 	 	 	 
161040	11	 	 	 	 	 	 	 	 
161040	12	 	 	 	 	 	 	 	 
161040	13	 	 	 	 	 	 	 	 
161041	1	 	 	 	 	 	 	 	 
161041	2	 	 	 	 	 	 	 	 
161041	3	 	 	 	 	 	 	 	 
161041	4	 	 	 	 	 	 	 	 
161041	5	 	 	 	 	 	 	 	 
161041	6	 	 	 	 	 	 	 	 
161041	7	 	 	 	 	 	 	 	 
161041	8	 	 	 	 	 	 	 	 
161041	9	 	 	 	 	 	 	 	 
161041	10	 	 	 	 	 	 	 	 
161041	11	 	 	 	 	 	 	 	 
161041	12	 	 	 	 	 	 	 	 
161041	13	 	 	 	 	 	 	 	 
161042	1	 	 	 	 	 	 	 	 
161042	2	 	 	 	 	 	 	 	 
161042	3	 	 	 	 	 	 	 	 
161042	4	 	 	 	 	 	 	 	 
161042	5	 	 	 	 	 	 	 	 
161042	6	 	 	 	 	 	 	 	 
161042	7	 	 	 	 	 	 	 	 
161042	8	 	 	 	 	 	 	 	 
161042	9	 	 	 	 	 	 	 	 
161042	10	 	 	 	 	 	 	 	 
161042	11	 	 	 	 	 	 	 	 
161042	12	 	 	 	 	 	 	 	 
161042	13	 	 	 	 	 	 	 	 
161043	1	 	 	 	 	 	 	 	 
161043	2	 	 	 	 	 	 	 	 
161043	3	 	 	 	 	 	 	 	 
161043	4	 	 	 	 	 	 	 	 
161043	5	 	 	 	 	 	 	 	 
161043	6	 	 	 	 	 	 	 	 
161043	7	 	 	 	 	 	 	 	 
161043	8	 	 	 	 	 	 	 	 
161043	9	 	 	 	 	 	 	 	 
161043	10	 	 	 	 	 	 	 	 
161043	11	 	 	 	 	 	 	 	 
161043	12	 	 	 	 	 	 	 	 
161043	13	 	 	 	 	 	 	 	 
161044	1	 	 	 	 	 	 	 	 
161044	2	 	 	 	 	 	 	 	 
161044	3	 	 	 	 	 	 	 	 
161044	4	 	 	 	 	 	 	 	 
161044	5	 	 	 	 	 	 	 	 
161044	6	 	 	 	 	 	 	 	 
161044	7	 	 	 	 	 	 	 	 
161044	8	 	 	 	 	 	 	 	 
161044	9	 	 	 	 	 	 	 	 
161044	10	 	 	 	 	 	 	 	 
161044	11	 	 	 	 	 	 	 	 
161044	12	 	 	 	 	 	 	 	 
161044	13	 	 	 	 	 	 	 	 
161046	1	 	 	 	 	 	 	 	 
161046	2	 	 	 	 	 	 	 	 
161046	3	 	 	 	 	 	 	 	 
161046	4	 	 	 	 	 	 	 	 
161046	5	 	 	 	 	 	 	 	 
161046	6	 	 	 	 	 	 	 	 
161046	7	 	 	 	 	 	 	 	 
161046	8	 	 	 	 	 	 	 	 
161046	9	 	 	 	 	 	 	 	 
161046	10	 	 	 	 	 	 	 	 
161046	11	 	 	 	 	 	 	 	 
161046	12	 	 	 	 	 	 	 	 
161046	13	 	 	 	 	 	 	 	 
