CHILDCODE	HHDCIDR4	EVRDECR4	MADDECR4	WHOPRVR4
201047	3	1	1	1
201047	5	1	1	1
201047	9	1	1	3
201047	10	1	1	3
201047	13	1	1	3
201049	1	1	1	3
201049	2	1	1	1
201049	3	1	1	3
201049	5	1	1	3
201049	9	1	1	3
201049	10	1	1	3
201049	13	1	1	3
201050	1	1	1	7
201050	2	1	1	1
201050	3	1	1	1
201050	5	1	1	1
201050	9	1	1	7
201050	10	1	1	7
201050	13	1	1	7
