CHILDCODE	EDCHSTR4	SCHAGER4	ATSCR4	GRDER4	SMESCHR4	TYSCR4	LOCSCRR4	LOCSCZR4	NMSCWDR4
150029	12	11	1	1	N	4	7	704	327
150029	11	10	1	15	Y	 	 	 	327
150029	10	9	1	14	N	4	7	704	1038
150029	9	8	0	 	 	 	 	 	 
150029	8	7	88	 	 	 	 	 	 
150029	7	6	88	 	 	 	 	 	 
150029	6	5	88	 	 	 	 	 	 
150029	5	4	88	 	 	 	 	 	 
150029	4	3	88	 	 	 	 	 	 
150029	3	2	88	 	 	 	 	 	 
150029	2	1	88	 	 	 	 	 	 
150029	1	0	88	 	 	 	 	 	 
150030	13	12	1	1	 	4	7	704	327
150030	12	11	1	15	N	3	7	704	1342
150030	11	10	1	14	Y	 	 	 	1342
150030	10	9	0	 	 	 	 	 	 
150030	9	8	0	 	 	 	 	 	 
150030	8	7	0	 	 	 	 	 	 
150030	7	6	0	 	 	 	 	 	 
150030	6	5	0	 	 	 	 	 	 
150030	5	4	0	 	 	 	 	 	 
150030	4	3	0	 	 	 	 	 	 
150030	3	2	0	 	 	 	 	 	 
150030	2	1	0	 	 	 	 	 	 
150030	1	0	0	 	 	 	 	 	 
150031	13	12	1	3	 	4	7	704	327
150031	12	11	1	2	Y	 	 	 	327
150031	11	10	1	2	Y	 	 	 	327
150031	10	9	1	1	Y	 	 	 	327
150031	9	8	0	 	 	 	 	 	 
150031	8	7	0	 	 	 	 	 	 
150031	7	6	0	 	 	 	 	 	 
150031	6	5	0	 	 	 	 	 	 
150031	5	4	0	 	 	 	 	 	 
150031	4	3	0	 	 	 	 	 	 
150031	3	2	0	 	 	 	 	 	 
150031	2	1	0	 	 	 	 	 	 
150031	1	0	0	 	 	 	 	 	 
150032	13	12	1	2	 	4	7	704	327
150032	12	11	1	1	Y	 	 	 	327
150032	11	10	1	15	N	3	7	704	1038
150032	10	9	1	14	Y	 	 	 	1038
150032	9	8	0	 	 	 	 	 	 
150032	8	7	0	 	 	 	 	 	 
150032	7	6	0	 	 	 	 	 	 
150032	6	5	0	 	 	 	 	 	 
150032	5	4	0	 	 	 	 	 	 
150032	4	3	0	 	 	 	 	 	 
150032	3	2	0	 	 	 	 	 	 
150032	2	1	0	 	 	 	 	 	 
150032	1	0	0	 	 	 	 	 	 
150033	13	12	1	3	 	4	7	704	327
150033	12	11	1	1	Y	 	 	 	327
150033	11	10	1	1	Y	 	 	 	327
150033	10	9	0	 	 	 	 	 	 
150033	9	8	0	 	 	 	 	 	 
150033	8	7	0	 	 	 	 	 	 
150033	7	6	0	 	 	 	 	 	 
150033	6	5	0	 	 	 	 	 	 
150033	5	4	0	 	 	 	 	 	 
150033	4	3	0	 	 	 	 	 	 
150033	3	2	0	 	 	 	 	 	 
150033	2	1	0	 	 	 	 	 	 
150033	1	0	0	 	 	 	 	 	 
150034	13	12	1	15	 	3	7	704	1342
150034	12	11	1	14	Y	 	 	 	1342
150034	11	10	1	14	N	4	7	704	1342
150034	10	9	0	 	 	 	 	 	 
150034	9	8	0	 	 	 	 	 	 
150034	8	7	0	 	 	 	 	 	 
150034	7	6	0	 	 	 	 	 	 
150034	6	5	0	 	 	 	 	 	 
150034	5	4	0	 	 	 	 	 	 
150034	4	3	0	 	 	 	 	 	 
150034	3	2	0	 	 	 	 	 	 
150034	2	1	0	 	 	 	 	 	 
150034	1	0	0	 	 	 	 	 	 
150035	13	12	1	2	 	4	7	704	327
150035	12	11	1	1	Y	 	 	 	327
150035	11	10	1	15	Y	 	 	 	327
150035	10	9	1	14	N	4	7	704	1132
150035	9	8	1	13	Y	 	 	 	1132
150035	8	7	0	 	 	 	 	 	 
150035	7	6	0	 	 	 	 	 	 
150035	6	5	0	 	 	 	 	 	 
150035	5	4	0	 	 	 	 	 	 
150035	4	3	0	 	 	 	 	 	 
150035	3	2	0	 	 	 	 	 	 
150035	2	1	0	 	 	 	 	 	 
150035	1	0	0	 	 	 	 	 	 
150036	13	11	1	1	 	4	7	704	1069
150036	12	10	1	1	N	4	7	704	327
150036	11	9	1	1	Y	 	 	 	327
150036	10	8	0	 	 	 	 	 	 
150036	9	7	0	 	 	 	 	 	 
150036	8	6	0	 	 	 	 	 	 
150036	7	5	0	 	 	 	 	 	 
150036	6	4	0	 	 	 	 	 	 
150036	5	3	0	 	 	 	 	 	 
150036	4	2	0	 	 	 	 	 	 
150036	3	1	0	 	 	 	 	 	 
150036	2	0	0	 	 	 	 	 	 
150036	1	-88	0	 	 	 	 	 	 
150037	13	12	1	2	 	4	7	704	327
150037	12	11	1	1	Y	 	 	 	327
150037	11	10	1	15	Y	 	 	 	327
150037	10	9	1	14	Y	 	 	 	327
150037	9	8	0	 	 	 	 	 	 
150037	8	7	0	 	 	 	 	 	 
150037	7	6	0	 	 	 	 	 	 
150037	6	5	0	 	 	 	 	 	 
150037	5	4	0	 	 	 	 	 	 
150037	4	3	0	 	 	 	 	 	 
150037	3	2	0	 	 	 	 	 	 
150037	2	1	0	 	 	 	 	 	 
150037	1	0	0	 	 	 	 	 	 
150038	13	12	1	2	 	4	7	704	327
150038	12	11	1	1	N	4	7	704	327
150038	11	10	0	 	 	 	 	 	 
150038	10	9	88	 	 	 	 	 	 
150038	9	8	88	 	 	 	 	 	 
150038	8	7	88	 	 	 	 	 	 
150038	7	6	88	 	 	 	 	 	 
150038	6	5	88	 	 	 	 	 	 
150038	5	4	88	 	 	 	 	 	 
150038	4	3	88	 	 	 	 	 	 
150038	3	2	88	 	 	 	 	 	 
150038	2	1	88	 	 	 	 	 	 
150038	1	0	88	 	 	 	 	 	 
150039	13	11	1	1	 	4	7	704	1159
150039	12	10	1	2	N	4	7	704	327
150039	11	9	1	1	Y	 	 	 	327
150039	10	8	1	15	N	3	7	704	1132
150039	9	7	1	14	Y	 	 	 	1132
150039	8	6	0	 	 	 	 	 	 
150039	7	5	0	 	 	 	 	 	 
150039	6	4	0	 	 	 	 	 	 
150039	5	3	0	 	 	 	 	 	 
150039	4	2	0	 	 	 	 	 	 
150039	3	1	0	 	 	 	 	 	 
150039	2	0	0	 	 	 	 	 	 
150039	1	-88	0	 	 	 	 	 	 
150040	13	11	1	2	 	4	7	704	1106
150040	12	10	1	1	Y	 	 	 	1106
150040	11	9	1	14	N	4	7	704	327
150040	10	8	0	 	 	 	 	 	 
150040	9	7	0	 	 	 	 	 	 
150040	8	6	0	 	 	 	 	 	 
150040	7	5	0	 	 	 	 	 	 
150040	6	4	0	 	 	 	 	 	 
150040	5	3	0	 	 	 	 	 	 
150040	4	2	0	 	 	 	 	 	 
150040	3	1	0	 	 	 	 	 	 
150040	2	0	0	 	 	 	 	 	 
150040	1	-88	88	 	 	 	 	 	 
150041	13	12	1	1	 	4	7	704	327
150041	12	11	1	1	Y	 	 	 	327
150041	11	10	1	15	Y	 	 	 	327
150041	10	9	1	14	Y	 	 	 	327
150041	9	8	0	 	 	 	 	 	 
150041	8	7	0	 	 	 	 	 	 
150041	7	6	0	 	 	 	 	 	 
150041	6	5	0	 	 	 	 	 	 
150041	5	4	0	 	 	 	 	 	 
150041	4	3	0	 	 	 	 	 	 
150041	3	2	0	 	 	 	 	 	 
150041	2	1	0	 	 	 	 	 	 
150041	1	0	0	 	 	 	 	 	 
150042	13	11	1	3	 	4	7	704	327
150042	12	10	1	2	Y	 	 	 	327
150042	11	9	1	1	Y	 	 	 	327
150042	10	8	1	15	Y	 	 	 	327
150042	9	7	1	14	Y	 	 	 	327
150042	8	6	0	 	 	 	 	 	 
150042	7	5	0	 	 	 	 	 	 
150042	6	4	0	 	 	 	 	 	 
150042	5	3	0	 	 	 	 	 	 
150042	4	2	0	 	 	 	 	 	 
150042	3	1	0	 	 	 	 	 	 
150042	2	0	0	 	 	 	 	 	 
150042	1	-88	0	 	 	 	 	 	 
150043	13	11	1	2	 	4	7	704	1136
150043	12	10	1	2	Y	 	 	 	1136
150043	11	9	1	1	N	4	7	704	327
150043	10	8	0	 	 	 	 	 	 
150043	9	7	0	 	 	 	 	 	 
150043	8	6	88	 	 	 	 	 	 
150043	7	5	88	 	 	 	 	 	 
150043	6	4	88	 	 	 	 	 	 
150043	5	3	88	 	 	 	 	 	 
150043	4	2	88	 	 	 	 	 	 
150043	3	1	88	 	 	 	 	 	 
150043	2	0	88	 	 	 	 	 	 
150043	1	-88	88	 	 	 	 	 	 
150044	13	12	1	1	 	4	7	704	327
150044	12	11	1	15	Y	 	 	 	327
150044	11	10	1	14	Y	 	 	 	327
150044	10	9	0	 	 	 	 	 	 
150044	9	8	0	 	 	 	 	 	 
150044	8	7	0	 	 	 	 	 	 
150044	7	6	0	 	 	 	 	 	 
150044	6	5	0	 	 	 	 	 	 
150044	5	4	0	 	 	 	 	 	 
150044	4	3	0	 	 	 	 	 	 
150044	3	2	0	 	 	 	 	 	 
150044	2	1	0	 	 	 	 	 	 
150044	1	0	0	 	 	 	 	 	 
150045	13	12	1	2	 	4	7	704	327
150045	12	11	1	1	Y	 	 	 	327
150045	11	10	1	14	N	1	7	704	1074
150045	10	9	1	15	Y	 	 	 	1074
150045	9	8	0	 	 	 	 	 	 
150045	8	7	0	 	 	 	 	 	 
150045	7	6	0	 	 	 	 	 	 
150045	6	5	0	 	 	 	 	 	 
150045	5	4	0	 	 	 	 	 	 
150045	4	3	0	 	 	 	 	 	 
150045	3	2	0	 	 	 	 	 	 
150045	2	1	0	 	 	 	 	 	 
150045	1	0	0	 	 	 	 	 	 
150046	13	12	1	4	 	4	7	704	327
150046	12	11	1	3	Y	 	 	 	327
150046	11	10	1	2	Y	 	 	 	327
150046	10	9	1	1	Y	 	 	 	327
150046	9	8	0	 	 	 	 	 	 
150046	8	7	0	 	 	 	 	 	 
150046	7	6	0	 	 	 	 	 	 
150046	6	5	0	 	 	 	 	 	 
150046	5	4	0	 	 	 	 	 	 
150046	4	3	0	 	 	 	 	 	 
150046	3	2	0	 	 	 	 	 	 
150046	2	1	0	 	 	 	 	 	 
150046	1	0	0	 	 	 	 	 	 
150047	13	12	1	3	 	4	7	704	1132
150047	12	11	1	2	Y	 	 	 	1132
150047	11	10	1	1	Y	 	 	 	1132
150047	10	9	1	14	N	3	7	704	1132
150047	9	8	1	15	Y	 	 	 	1132
150047	8	7	0	 	 	 	 	 	 
150047	7	6	0	 	 	 	 	 	 
150047	6	5	0	 	 	 	 	 	 
150047	5	4	0	 	 	 	 	 	 
150047	4	3	0	 	 	 	 	 	 
150047	3	2	0	 	 	 	 	 	 
150047	2	1	0	 	 	 	 	 	 
150047	1	0	0	 	 	 	 	 	 
150048	13	12	1	2	 	4	7	704	327
150048	12	11	1	1	Y	 	 	 	327
150048	11	10	1	1	Y	 	 	 	327
150048	10	9	0	 	 	 	 	 	 
150048	9	8	0	 	 	 	 	 	 
150048	8	7	0	 	 	 	 	 	 
150048	7	6	0	 	 	 	 	 	 
150048	6	5	0	 	 	 	 	 	 
150048	5	4	0	 	 	 	 	 	 
150048	4	3	0	 	 	 	 	 	 
150048	3	2	0	 	 	 	 	 	 
150048	2	1	0	 	 	 	 	 	 
150048	1	0	0	 	 	 	 	 	 
150050	13	12	1	3	 	4	7	704	327
150050	12	11	1	2	Y	 	 	 	327
150050	11	10	1	1	Y	 	 	 	327
150050	10	9	1	15	N	4	7	704	327
150050	9	8	0	 	 	 	 	 	 
150050	8	7	88	 	 	 	 	 	 
150050	7	6	88	 	 	 	 	 	 
150050	6	5	88	 	 	 	 	 	 
150050	5	4	88	 	 	 	 	 	 
150050	4	3	88	 	 	 	 	 	 
150050	3	2	88	 	 	 	 	 	 
150050	2	1	88	 	 	 	 	 	 
150050	1	0	88	 	 	 	 	 	 
150051	13	11	1	2	 	4	7	704	327
150051	12	10	1	1	Y	 	 	 	327
150051	11	9	1	14	N	3	7	704	1106
150051	10	8	1	14	Y	 	 	 	1106
150051	9	7	0	 	 	 	 	 	 
150051	8	6	0	 	 	 	 	 	 
150051	7	5	0	 	 	 	 	 	 
150051	6	4	0	 	 	 	 	 	 
150051	5	3	0	 	 	 	 	 	 
150051	4	2	0	 	 	 	 	 	 
150051	3	1	0	 	 	 	 	 	 
150051	2	0	0	 	 	 	 	 	 
150051	1	-88	88	 	 	 	 	 	 
150052	13	11	1	2	 	4	7	704	1154
150052	12	10	1	1	Y	 	 	 	1154
150052	11	9	1	15	N	3	7	704	1102
150052	10	8	0	 	 	 	 	 	 
150052	9	7	0	 	 	 	 	 	 
150052	8	6	0	 	 	 	 	 	 
150052	7	5	0	 	 	 	 	 	 
150052	6	4	0	 	 	 	 	 	 
150052	5	3	0	 	 	 	 	 	 
150052	4	2	0	 	 	 	 	 	 
150052	3	1	0	 	 	 	 	 	 
150052	2	0	0	 	 	 	 	 	 
150052	1	-88	0	 	 	 	 	 	 
150053	13	12	1	2	 	4	7	704	327
150053	12	11	1	1	Y	 	 	 	327
150053	11	10	1	15	Y	 	 	 	327
150053	10	9	0	 	 	 	 	 	 
150053	9	8	0	 	 	 	 	 	 
150053	8	7	0	 	 	 	 	 	 
150053	7	6	0	 	 	 	 	 	 
150053	6	5	0	 	 	 	 	 	 
150053	5	4	0	 	 	 	 	 	 
150053	4	3	0	 	 	 	 	 	 
150053	3	2	0	 	 	 	 	 	 
150053	2	1	0	 	 	 	 	 	 
150053	1	0	0	 	 	 	 	 	 
150054	13	12	1	2	 	4	7	704	327
150054	12	11	1	1	Y	 	 	 	327
150054	11	10	1	15	N	3	7	704	1074
150054	10	9	1	14	Y	 	 	 	1074
150054	9	8	0	 	 	 	 	 	 
150054	8	7	0	 	 	 	 	 	 
150054	7	6	0	 	 	 	 	 	 
150054	6	5	0	 	 	 	 	 	 
150054	5	4	0	 	 	 	 	 	 
150054	4	3	0	 	 	 	 	 	 
150054	3	2	0	 	 	 	 	 	 
150054	2	1	0	 	 	 	 	 	 
150054	1	0	0	 	 	 	 	 	 
150055	13	12	1	4	 	4	7	704	327
150055	12	11	1	4	Y	 	 	 	327
150055	11	10	1	3	Y	 	 	 	327
150055	10	9	1	2	Y	 	 	 	327
150055	9	8	1	1	N	4	7	704	327
150055	8	7	88	 	 	 	 	 	 
150055	7	6	88	 	 	 	 	 	 
150055	6	5	88	 	 	 	 	 	 
150055	5	4	88	 	 	 	 	 	 
150055	4	3	88	 	 	 	 	 	 
150055	3	2	88	 	 	 	 	 	 
150055	2	1	88	 	 	 	 	 	 
150055	1	0	88	 	 	 	 	 	 
150056	13	11	1	2	 	4	7	704	327
150056	12	10	1	1	Y	 	 	 	327
150056	11	9	1	1	Y	 	 	 	327
150056	10	8	1	1	Y	 	 	 	327
150056	9	7	0	 	 	 	 	 	 
150056	8	6	0	 	 	 	 	 	 
150056	7	5	0	 	 	 	 	 	 
150056	6	4	0	 	 	 	 	 	 
150056	5	3	0	 	 	 	 	 	 
150056	4	2	0	 	 	 	 	 	 
150056	3	1	0	 	 	 	 	 	 
150056	2	0	0	 	 	 	 	 	 
150056	1	-88	0	 	 	 	 	 	 
150057	13	12	1	1	 	4	7	704	327
150057	12	11	1	15	N	3	7	704	327
150057	11	10	1	14	Y	 	 	 	327
150057	10	9	0	 	 	 	 	 	 
150057	9	8	0	 	 	 	 	 	 
150057	8	7	0	 	 	 	 	 	 
150057	7	6	0	 	 	 	 	 	 
150057	6	5	0	 	 	 	 	 	 
150057	5	4	0	 	 	 	 	 	 
150057	4	3	0	 	 	 	 	 	 
150057	3	2	0	 	 	 	 	 	 
150057	2	1	0	 	 	 	 	 	 
150057	1	0	0	 	 	 	 	 	 
150058	13	12	1	3	 	4	7	704	327
150058	12	11	1	2	Y	 	 	 	327
150058	11	10	1	1	Y	 	 	 	327
150058	10	9	0	 	 	 	 	 	 
150058	9	8	0	 	 	 	 	 	 
150058	8	7	0	 	 	 	 	 	 
150058	7	6	0	 	 	 	 	 	 
150058	6	5	0	 	 	 	 	 	 
150058	5	4	0	 	 	 	 	 	 
150058	4	3	0	 	 	 	 	 	 
150058	3	2	0	 	 	 	 	 	 
150058	2	1	0	 	 	 	 	 	 
150058	1	0	0	 	 	 	 	 	 
150059	13	11	1	3	 	4	7	704	327
150059	12	10	1	2	Y	 	 	 	327
150059	11	9	1	1	Y	 	 	 	327
150059	10	8	1	14	N	3	7	704	1342
150059	9	7	0	 	 	 	 	 	 
150059	8	6	0	 	 	 	 	 	 
150059	7	5	0	 	 	 	 	 	 
150059	6	4	0	 	 	 	 	 	 
150059	5	3	0	 	 	 	 	 	 
150059	4	2	0	 	 	 	 	 	 
150059	3	1	0	 	 	 	 	 	 
150059	2	0	0	 	 	 	 	 	 
150059	1	-88	0	 	 	 	 	 	 
150060	13	12	1	2	 	4	7	704	327
150060	12	11	1	1	Y	 	 	 	327
150060	11	10	1	15	N	4	7	704	327
150060	10	9	1	15	Y	 	 	 	327
150060	9	8	0	 	 	 	 	 	 
150060	8	7	0	 	 	 	 	 	 
150060	7	6	0	 	 	 	 	 	 
150060	6	5	0	 	 	 	 	 	 
150060	5	4	0	 	 	 	 	 	 
150060	4	3	0	 	 	 	 	 	 
150060	3	2	0	 	 	 	 	 	 
150060	2	1	0	 	 	 	 	 	 
150060	1	0	0	 	 	 	 	 	 
150061	13	12	1	6	 	4	7	704	327
150061	12	11	1	5	Y	 	 	 	327
150061	11	10	1	4	Y	 	 	 	327
150061	10	9	1	3	Y	 	 	 	327
150061	9	8	1	2	Y	 	 	 	327
150061	8	7	1	1	Y	 	 	 	327
150061	7	6	1	15	N	1	7	704	1081
150061	6	5	1	14	Y	 	 	 	1081
150061	5	4	0	 	 	 	 	 	 
150061	4	3	0	 	 	 	 	 	 
150061	3	2	0	 	 	 	 	 	 
150061	2	1	0	 	 	 	 	 	 
150061	1	0	0	 	 	 	 	 	 
150062	13	12	1	3	 	4	7	704	327
150062	12	11	1	2	Y	 	 	 	327
150062	11	10	1	2	Y	 	 	 	327
150062	10	9	1	1	N	4	7	704	327
150062	9	8	0	 	 	 	 	 	 
150062	8	7	88	 	 	 	 	 	 
150062	7	6	88	 	 	 	 	 	 
150062	6	5	88	 	 	 	 	 	 
150062	5	4	88	 	 	 	 	 	 
150062	4	3	88	 	 	 	 	 	 
150062	3	2	88	 	 	 	 	 	 
150062	2	1	88	 	 	 	 	 	 
150062	1	0	88	 	 	 	 	 	 
150063	13	12	1	4	 	4	7	704	327
150063	12	11	1	3	Y	 	 	 	327
150063	11	10	1	2	Y	 	 	 	327
150063	10	9	1	1	Y	 	 	 	327
150063	9	8	1	15	N	3	7	704	1108
150063	8	7	1	14	Y	 	 	 	1108
150063	7	6	0	 	 	 	 	 	 
150063	6	5	0	 	 	 	 	 	 
150063	5	4	0	 	 	 	 	 	 
150063	4	3	0	 	 	 	 	 	 
150063	3	2	0	 	 	 	 	 	 
150063	2	1	0	 	 	 	 	 	 
150063	1	0	0	 	 	 	 	 	 
150064	13	12	1	5	 	4	7	704	327
150064	12	1	1	4	Y	 	 	 	327
150064	11	10	1	3	Y	 	 	 	327
150064	10	9	1	2	Y	 	 	 	327
150064	9	8	1	1	Y	 	 	 	327
150064	8	7	0	 	 	 	 	 	 
150064	7	6	0	 	 	 	 	 	 
150064	6	5	0	 	 	 	 	 	 
150064	5	4	0	 	 	 	 	 	 
150064	4	3	0	 	 	 	 	 	 
150064	3	2	0	 	 	 	 	 	 
150064	2	1	0	 	 	 	 	 	 
150064	1	0	0	 	 	 	 	 	 
150065	13	12	0	 	 	 	 	 	 
150065	12	11	1	1	N	4	7	704	327
150065	11	10	0	 	 	 	 	 	 
150065	10	9	0	 	 	 	 	 	 
150065	9	8	0	 	 	 	 	 	 
150065	8	7	0	 	 	 	 	 	 
150065	7	6	0	 	 	 	 	 	 
150065	6	5	0	 	 	 	 	 	 
150065	5	4	0	 	 	 	 	 	 
150065	4	3	0	 	 	 	 	 	 
150065	3	2	0	 	 	 	 	 	 
150065	2	1	0	 	 	 	 	 	 
150065	1	0	0	 	 	 	 	 	 
150066	13	12	1	4	 	4	7	704	1156
150066	12	11	1	3	Y	 	 	 	1156
150066	11	10	1	3	Y	 	 	 	1156
150066	10	9	1	2	Y	 	 	 	1156
150066	9	8	1	1	N	4	7	704	327
150066	8	7	0	 	 	 	 	 	 
150066	7	6	88	 	 	 	 	 	 
150066	6	5	88	 	 	 	 	 	 
150066	5	4	88	 	 	 	 	 	 
150066	4	3	88	 	 	 	 	 	 
150066	3	2	88	 	 	 	 	 	 
150066	2	1	88	 	 	 	 	 	 
150066	1	0	88	 	 	 	 	 	 
150067	13	12	1	6	 	4	7	704	327
150067	12	11	1	5	Y	 	 	 	327
150067	11	10	1	4	Y	 	 	 	327
150067	10	9	1	3	Y	 	 	 	327
150067	9	8	1	3	Y	 	 	 	327
150067	8	7	1	2	Y	 	 	 	327
150067	7	6	1	1	Y	 	 	 	327
150067	6	5	0	 	 	 	 	 	 
150067	5	4	0	 	 	 	 	 	 
150067	4	3	0	 	 	 	 	 	 
150067	3	2	0	 	 	 	 	 	 
150067	2	1	0	 	 	 	 	 	 
150067	1	0	0	 	 	 	 	 	 
150068	13	11	1	3	 	4	7	704	327
150068	12	10	1	2	Y	 	 	 	327
150068	11	9	1	1	Y	 	 	 	327
150068	10	8	1	15	Y	 	 	 	327
150068	9	7	1	14	Y	 	 	 	327
150068	8	6	1	14	Y	 	 	 	327
150068	7	5	0	 	 	 	 	 	 
150068	6	4	0	 	 	 	 	 	 
150068	5	3	0	 	 	 	 	 	 
150068	4	2	0	 	 	 	 	 	 
150068	3	1	0	 	 	 	 	 	 
150068	2	0	0	 	 	 	 	 	 
150068	1	-88	0	 	 	 	 	 	 
150069	13	12	1	2	 	4	7	704	327
150069	12	11	1	1	Y	 	 	 	327
150069	11	10	1	15	N	3	7	704	1132
150069	10	9	1	14	Y	 	 	 	1132
150069	9	8	0	 	 	 	 	 	 
150069	8	7	0	 	 	 	 	 	 
150069	7	6	0	 	 	 	 	 	 
150069	6	5	0	 	 	 	 	 	 
150069	5	4	0	 	 	 	 	 	 
150069	4	3	0	 	 	 	 	 	 
150069	3	2	0	 	 	 	 	 	 
150069	2	1	0	 	 	 	 	 	 
150069	1	0	0	 	 	 	 	 	 
150070	13	12	1	3	 	4	7	704	327
150070	12	11	1	2	Y	 	 	 	327
150070	11	10	1	1	Y	 	 	 	327
150070	10	9	0	 	 	 	 	 	 
150070	9	8	0	 	 	 	 	 	 
150070	8	7	0	 	 	 	 	 	 
150070	7	6	0	 	 	 	 	 	 
150070	6	5	0	 	 	 	 	 	 
150070	5	4	0	 	 	 	 	 	 
150070	4	3	0	 	 	 	 	 	 
150070	3	2	0	 	 	 	 	 	 
150070	2	1	0	 	 	 	 	 	 
150070	1	0	0	 	 	 	 	 	 
150071	13	12	0	 	 	 	 	 	 
150071	12	11	0	 	 	 	 	 	 
150071	11	10	1	1	N	4	7	704	1107
150071	10	9	0	 	 	 	 	 	 
150071	9	8	0	 	 	 	 	 	 
150071	8	7	0	 	 	 	 	 	 
150071	7	6	0	 	 	 	 	 	 
150071	6	5	0	 	 	 	 	 	 
150071	5	4	0	 	 	 	 	 	 
150071	4	3	0	 	 	 	 	 	 
150071	3	2	0	 	 	 	 	 	 
150071	2	1	0	 	 	 	 	 	 
150071	1	0	0	 	 	 	 	 	 
150072	13	11	1	2	 	4	7	704	327
150072	12	10	1	1	Y	 	 	 	327
150072	11	9	1	15	N	3	7	704	1038
150072	10	8	0	 	 	 	 	 	 
150072	9	7	0	 	 	 	 	 	 
150072	8	6	0	 	 	 	 	 	 
150072	7	5	0	 	 	 	 	 	 
150072	6	4	0	 	 	 	 	 	 
150072	5	3	0	 	 	 	 	 	 
150072	4	2	0	 	 	 	 	 	 
150072	3	1	0	 	 	 	 	 	 
150072	2	0	0	 	 	 	 	 	 
150072	1	-88	0	 	 	 	 	 	 
150074	13	12	1	3	 	4	7	704	327
150074	12	11	1	2	Y	 	 	 	327
150074	11	10	1	2	Y	 	 	 	327
150074	10	9	1	1	Y	 	 	 	327
150074	9	8	1	1	Y	 	 	 	327
150074	8	7	1	15	N	3	7	704	1342
150074	7	6	1	14	Y	 	 	 	1342
150074	6	5	0	 	 	 	 	 	 
150074	5	4	0	 	 	 	 	 	 
150074	4	3	0	 	 	 	 	 	 
150074	3	2	0	 	 	 	 	 	 
150074	2	1	0	 	 	 	 	 	 
150074	1	0	0	 	 	 	 	 	 
150075	13	12	1	4	 	4	7	704	1087
150075	12	11	1	3	Y	 	 	 	1087
150075	11	10	1	2	Y	 	 	 	1087
150075	10	9	1	2	Y	 	 	 	1087
150075	9	8	1	1	Y	 	 	 	1087
150075	8	7	1	15	N	3	7	704	1127
150075	7	6	1	14	Y	 	 	 	1127
150075	6	5	1	14	Y	 	 	 	1127
150075	5	4	0	 	 	 	 	 	 
150075	4	3	0	 	 	 	 	 	 
150075	3	2	0	 	 	 	 	 	 
150075	2	1	0	 	 	 	 	 	 
150075	1	0	0	 	 	 	 	 	 
150077	13	12	1	1	 	4	7	704	327
150077	12	11	1	1	N	4	7	704	327
150077	11	10	0	 	 	 	 	 	 
150077	10	9	0	 	 	 	 	 	 
150077	9	8	0	 	 	 	 	 	 
150077	8	7	0	 	 	 	 	 	 
150077	7	6	0	 	 	 	 	 	 
150077	6	5	0	 	 	 	 	 	 
150077	5	4	0	 	 	 	 	 	 
150077	4	3	0	 	 	 	 	 	 
150077	3	2	0	 	 	 	 	 	 
150077	2	1	0	 	 	 	 	 	 
150077	1	0	88	 	 	 	 	 	 
150078	13	12	1	2	 	4	7	704	327
150078	12	11	1	1	Y	 	 	 	327
150078	11	10	1	1	Y	 	 	 	327
150078	10	9	1	1	Y	 	 	 	327
150078	9	8	0	 	 	 	 	 	 
150078	8	7	0	 	 	 	 	 	 
150078	7	6	0	 	 	 	 	 	 
150078	6	5	0	 	 	 	 	 	 
150078	5	4	0	 	 	 	 	 	 
150078	4	3	0	 	 	 	 	 	 
150078	3	2	0	 	 	 	 	 	 
150078	2	1	0	 	 	 	 	 	 
150078	1	0	0	 	 	 	 	 	 
150079	13	12	1	3	 	4	7	704	327
150079	12	11	1	2	Y	 	 	 	327
150079	11	10	1	2	Y	 	 	 	327
150079	10	9	1	1	Y	 	 	 	327
150079	9	8	1	1	Y	 	 	 	327
150079	8	7	0	 	 	 	 	 	 
150079	7	6	0	 	 	 	 	 	 
150079	6	5	0	 	 	 	 	 	 
150079	5	4	0	 	 	 	 	 	 
150079	4	3	0	 	 	 	 	 	 
150079	3	2	0	 	 	 	 	 	 
150079	2	1	0	 	 	 	 	 	 
150079	1	0	0	 	 	 	 	 	 
150080	13	12	1	2	 	4	7	704	327
150080	12	11	1	1	N	4	7	704	1106
150080	11	10	1	14	Y	 	 	 	1106
150080	10	9	1	15	Y	 	 	 	1106
150080	9	8	0	 	 	 	 	 	 
150080	8	7	0	 	 	 	 	 	 
150080	7	6	0	 	 	 	 	 	 
150080	6	5	0	 	 	 	 	 	 
150080	5	4	0	 	 	 	 	 	 
150080	4	3	0	 	 	 	 	 	 
150080	3	2	0	 	 	 	 	 	 
150080	2	1	0	 	 	 	 	 	 
150080	1	0	0	 	 	 	 	 	 
150081	13	13	0	 	 	 	 	 	 
150081	12	12	0	 	 	 	 	 	 
150081	11	11	0	 	 	 	 	 	 
150081	10	10	0	 	 	 	 	 	 
150081	9	9	0	 	 	 	 	 	 
150081	8	8	0	 	 	 	 	 	 
150081	7	7	0	 	 	 	 	 	 
150081	6	6	0	 	 	 	 	 	 
150081	5	5	0	 	 	 	 	 	 
150081	4	4	0	 	 	 	 	 	 
150081	3	3	0	 	 	 	 	 	 
150081	2	2	0	 	 	 	 	 	 
150081	1	1	0	 	 	 	 	 	 
150082	13	11	1	1	 	4	7	704	327
150082	12	10	1	1	Y	 	 	 	327
150082	11	9	1	1	Y	 	 	 	327
150082	10	8	1	15	N	3	7	704	327
