CHILDCODE	TDINTEN	MATHTEST	MPROVR4	MTHDIST	MTHCOMM	MTHITM01	MTHITM02	MTHITM03	MTHITM04	MTHITM05	MTHITM06	MTHITM07	MTHITM08	MTHITM09	MTHITM10	MTHITM11	MTHITM12	MTHITM13	MTHITM14	MTHITM15	MTHITM16	MTHITM17	MTHITM18	MTHITM19	MTHITM20	MTHITM21	MTHITM22	MTHITM23	MTHITM24	MTHITM25	MTHITM26	MTHITM27L	MTHITM27W	MATHEND	READTEST	RPROVR4	RDGDIST	RDGCOMM	RDGCMP01	RDGCMP02	RDGCMP03	RDGCMP04	RDGCMP05	RDGCMP06	RDGCMP07	RDGCMP08	RDGCMP09	RDGCMP10	RDGCMP11	RDGCMP12	RDGCMP13	RDGCMP14	RDGCMP15	RDGCMP16	RDGCMP17	RDGCMP18	RDGCMP19	RDGCMP20	RDGCMP21	RDGCMP22	RDGCMP23	RDGCMP24	READEND	lang_raw	lang_perco	maths_raw	maths_perco	correct01maths	correct02maths	correct03maths	correct04maths	correct05maths	correct06maths	correct07maths	correct08maths	correct09maths	correct10maths	correct11maths	correct12maths	correct13maths	correct14maths	correct15maths	correct16maths	correct17maths	correct18maths	correct19maths	correct20maths	correct21maths	correct22maths	correct23maths	correct24maths	correct25maths	correct26maths	correct27maths	correct28maths	correct01lang	correct02lang	correct03lang	correct04lang	correct05lang	correct06lang	correct07lang	correct08lang	correct09lang	correct10lang	correct11lang	correct12lang	correct13lang	correct14lang	correct15lang	correct16lang	correct17lang	correct18lang	correct19lang	correct20lang	correct21lang	correct22lang	correct23lang	correct24lang
21007	17/02/2014 19:33:58	1	1	2	2	1	4	3	60	17.4300003051758	-99	2	4	2	2	2	4	3	3	3	3	1	1	2	4	4	4	3	41	1.5	236	35	-99	 	1	1	2	2	1	1	4	1	2	3	2	2	2	4	2	1	2	3	3	4	4	4	4	1	2	1	2	3	 	14	58.3333320617676	13	46.4285697937012	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	0
21008	27/04/2014 21:05:56	1	98	98	98	1	4	3	60	17.4300003051758	3/4	2	4	2	3	4	2	3	3	3	3	1	2	2	1	2	2	3	99	99	99	99	99	 	1	98	98	98	1	1	2	1	2	3	2	2	4	1	2	1	1	4	4	3	4	2	1	4	4	1	1	3	 	16	66.6666641235352	14	50	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0	1	1	0	0
21009	28/04/2014 10:24:04	1	98	98	98	1	1	3	60	17.4300003051758	3/4	2	4	1	4	4	2	2	4	3	1	1	3	2	1	4	3	3	32	99	99	99	99	 	1	98	98	98	1	1	2	4	3	3	2	2	2	4	2	1	2	4	2	3	4	4	1	3	4	1	2	1	 	20	83.3333358764648	14	50	1	0	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0
21011	02/05/2014 22:46:05	1	98	98	98	99	99	99	-99	-99	-99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	1	1	3	18	.5	-99	-99	-99	 	1	98	98	98	1	1	1	4	2	3	2	2	3	4	2	1	4	4	99	3	2	4	1	2	1	3	1	2	 	14	58.3333320617676	1	3.57142853736877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	1
21012	28/04/2014 16:56:35	1	98	98	98	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	 	1	98	98	98	1	1	4	99	1	3	3	99	1	99	99	99	2	1	1	2	4	4	2	99	99	2	99	99	 	6	25	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0
21013	17/02/2014 19:28:01	1	1	2	2	1	4	3	6	17.4300003051758	0.75	2	3	4	3	2	3	2	3	1	4	1	2	99	2	4	2	3	43	.25	28800	80	-99	 	1	1	2	2	1	4	3	2	1	3	1	2	2	4	2	1	1	4	3	3	1	1	1	1	3	1	1	3	 	11	45.8333320617676	10	35.7142868041992	1	1	1	0	1	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	0	1	0	1	0	0	1	0	0	1	0	0
21014	17/02/2014 19:00:04	1	1	2	2	1	4	3	-99	17.4300003051758	-99	2	3	99	99	99	4	3	1	3	3	2	3	99	4	99	4	1	-99	-99	-99	-99	-99	 	1	1	2	2	1	1	4	1	2	4	2	2	2	4	2	1	2	3	1	3	2	4	1	4	3	1	2	3	 	15	62.5	7	25	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	0
21015	17/02/2014 19:03:36	1	1	2	2	2	99	99	-99	-99	-99	2	99	99	99	99	99	99	99	1	3	99	99	99	99	99	99	99	35	-99	-99	-99	-99	 	1	1	2	2	1	1	3	4	4	4	99	1	3	1	4	4	99	99	99	3	99	1	99	4	4	4	2	4	 	6	25	1	3.57142853736877	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
21017	17/02/2014 19:43:40	1	1	2	2	1	1	3	6000	17.4300003051758	18	2	4	1	3	4	1	3	1	2	3	1	3	99	2	1	1	3	32	3	28800	2100	-99	 	1	1	2	2	3	1	2	3	2	3	2	2	2	4	2	1	2	4	3	3	4	2	1	1	1	1	4	2	 	18	75	8	28.5714282989502	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1
21018	17/02/2014 19:36:53	1	1	2	2	1	3	3	-99	1743	-99	3	3	99	2	99	2	3	1	2	2	4	1	4	1	2	3	3	20	3	-99	307	-99	 	1	1	2	2	4	1	4	1	1	2	2	2	3	1	1	3	4	1	1	3	2	2	1	2	3	1	99	99	 	8	33.3333320617676	4	14.2857141494751	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0
21020	20/02/2014 15:23:42	1	1	2	2	1	99	99	-99	17.4300003051758	22.54	3	1	1	4	2	3	1	3	2	1	4	2	99	3	1	3	1	-99	-99	-99	-99	-99	 	1	1	2	2	1	4	3	4	3	4	1	1	4	1	2	3	2	3	99	1	2	2	4	1	2	3	3	2	 	6	25	6	21.4285717010498	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1
21022	17/02/2014 19:06:49	1	1	98	98	1	4	3	-99	17.4300003051758	1.3	4	3	4	2	3	4	3	1	2	2	1	3	99	2	4	2	3	40	3	-99	-99	-99	 	1	1	98	98	1	1	2	1	2	3	2	1	2	4	2	1	2	3	1	4	4	2	1	1	1	3	2	3	 	16	66.6666641235352	8	28.5714282989502	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0
21023	17/02/2014 19:31:01	1	1	2	2	1	4	3	60	17.4300003051758	0.75	2	4	2	3	3	4	2	3	3	1	1	1	2	1	4	2	2	32	3	18	20	15	 	1	1	2	2	3	1	2	1	2	3	2	2	2	2	2	1	2	4	1	3	4	2	1	3	4	1	2	2	 	21	87.5	21	75	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21024	17/02/2014 18:48:12	1	1	2	2	2	4	3	10	17.4300003051758	0.75	3	1	2	2	1	4	3	1	1	3	1	2	1	4	3	4	2	22	3	10	30	7	 	1	1	2	2	1	1	3	2	4	1	2	4	4	1	3	1	1	3	1	1	4	3	3	3	1	4	2	2	 	9	37.5	8	28.5714282989502	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1
21025	26/04/2014 08:34:28	1	98	98	98	1	4	3	60	18.2999992370605	18/24	2	4	4	3	3	4	3	3	3	3	4	2	1	2	3	1	2	33	2	99	300	70	 	1	98	98	98	1	1	1	3	2	3	2	2	2	2	2	1	2	4	1	4	4	1	3	3	1	1	2	1	 	16	66.6666641235352	12	42.8571434020996	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	0	1	1	0
21027	05/05/2014 16:23:22	1	98	98	98	3	1	2	60	17.4300003051758	3/4	2	4	2	3	3	4	3	3	4	2	1	2	99	1	2	3	2	22	1.5	-99	-99	-99	 	1	98	98	98	2	1	2	3	1	2	2	1	3	2	1	1	2	1	1	4	4	3	2	1	1	1	2	3	 	9	37.5	11	39.2857131958008	0	0	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0
21029	17/02/2014 19:11:34	1	1	2	2	1	4	3	95	17.4300003051758	0.75	2	4	2	3	3	2	3	3	2	2	3	1	4	1	4	2	1	32	.75	-99	-99	-99	 	1	1	2	2	1	1	2	1	2	3	2	2	4	1	2	1	2	3	1	4	4	2	1	3	4	1	2	3	 	18	75	14	50	1	1	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0
21030	02/05/2014 12:40:45	1	98	98	98	1	4	3	60	17.4300003051758	18/28	2	3	1	3	2	1	4	3	4	3	3	2	1	2	3	1	1	22	1.5	680	3	2	 	1	98	98	98	1	1	4	4	1	3	2	2	3	4	1	2	2	4	4	3	1	2	1	3	1	1	2	3	 	15	62.5	8	28.5714282989502	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	0	1	1	0
21031	28/04/2014 16:49:55	1	1	1	98	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	 	1	1	1	98	1	1	4	99	4	4	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	 	2	8.33333301544189	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21032	26/04/2014 08:55:36	1	98	98	98	1	4	3	99	17.4300003051758	18/24	2	3	2	2	2	4	4	3	3	3	1	2	99	3	4	1	4	44	.5	99	15	10	 	1	98	98	98	3	1	2	3	1	3	1	2	3	2	1	3	2	1	1	4	4	3	2	1	1	2	3	3	 	7	29.1666660308838	12	42.8571434020996	1	1	1	0	1	1	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0
21034	17/02/2014 18:57:04	1	1	2	2	1	4	3	60	17.4300003051758	0.75	2	4	2	4	3	4	2	3	3	3	2	1	99	4	4	1	3	23	.5	.899999976158142	60	10	 	1	1	2	2	2	1	2	3	2	2	2	2	4	4	2	1	2	4	1	4	1	4	1	3	4	2	1	3	 	14	58.3333320617676	16	57.1428565979004	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0
21036	27/04/2014 22:44:38	1	98	98	98	1	4	3	60	17.4300003051758	3/4	2	4	2	4	3	4	2	2	3	1	1	1	4	1	4	2	4	32	.75	3	20	15	 	1	98	98	98	1	1	2	3	2	3	3	3	4	1	2	1	2	4	1	3	4	4	1	3	4	1	2	1	 	17	70.8333358764648	23	82.1428604125977	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0
21038	25/08/2014 13:47:29	1	98	98	98	1	4	3	60	17.4300003051758	99	2	99	99	99	99	2	99	3	1	4	1	3	2	99	4	99	3	99	99	99	99	99	 	1	98	98	98	4	1	2	1	1	3	99	2	3	4	4	99	3	99	99	99	99	99	99	99	99	99	99	99	 	5	20.8333339691162	8	28.5714282989502	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21039	17/02/2014 17:00:46	1	1	98	98	1	4	4	60	17.4300003051758	0.76	2	4	2	3	3	4	2	3	3	1	1	3	2	1	4	2	3	32	.75	18	20	15	 	1	1	98	98	1	1	2	4	2	3	2	2	3	1	2	1	2	4	1	3	1	2	1	3	3	1	3	3	 	18	75	18	64.2857131958008	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	0	0
21041	25/04/2014 10:12:51	1	98	98	98	1	4	3	60	17.4300003051758	3/4	2	4	2	4	3	4	2	3	3	3	1	1	4	1	4	2	4	32	.660000026226044	3	20	15	 	1	98	98	98	1	1	2	4	2	3	2	2	2	4	2	1	2	4	1	2	4	4	1	3	4	1	2	1	 	21	87.5	24	85.7142868041992	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0
21044	25/04/2014 19:03:50	1	98	98	98	2	3	2	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	 	1	98	98	98	2	3	2	3	2	3	3	2	3	1	99	99	99	99	99	99	99	99	99	99	99	99	99	99	 	4	16.6666660308838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21046	25/08/2014 14:24:42	1	1	2	2	1	4	3	60	17.4300003051758	1	2	4	2	2	3	1	2	4	4	3	4	3	1	1	3	2	3	23	1.5	5	99	99	 	1	1	2	2	4	1	2	1	2	4	3	2	3	1	2	1	2	4	3	3	4	4	1	1	4	1	2	4	 	14	58.3333320617676	13	46.4285697937012	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	1	1	1	0	1	1	0	1	0	1	1	1	0
21047	25/08/2014 11:10:11	1	98	98	98	1	4	3	60	17.4300003051758	18/24	2	4	1	4	3	4	3	3	3	1	1	2	4	1	4	1	2	22	1.5	99	20	15	 	1	98	98	98	1	1	2	1	2	2	2	1	2	4	2	1	4	1	1	1	2	4	3	2	1	1	2	2	 	13	54.1666679382324	17	60.7142868041992	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1
21049	02/05/2014 11:19:34	1	1	2	2	1	4	3	60	17.4300003051758	3/4	2	4	2	3	4	4	3	3	3	4	1	3	2	2	4	3	3	32	1.5	10.8000001907349	99	99	 	1	1	2	2	4	1	2	1	1	3	2	2	4	4	2	1	2	4	4	3	4	1	1	3	2	99	2	3	 	15	62.5	14	50	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	1	0
21056	25/08/2014 11:05:56	1	98	98	98	1	4	3	60	17.4300003051758	3/4	4	4	4	3	99	1	2	3	3	1	99	3	99	99	4	2	99	32	.660000026226044	99	99	99	 	1	98	98	98	2	1	2	1	2	3	3	2	2	4	4	1	1	4	3	2	2	1	3	1	1	2	2	2	 	11	45.8333320617676	14	50	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1
21069	27/04/2014 22:57:48	1	98	98	98	1	4	3	60	17.4300003051758	3/4	2	4	2	2	3	4	2	3	3	1	1	1	1	3	4	1	3	22	1.5	99	99	99	 	1	98	98	98	1	1	3	1	2	4	2	2	4	4	2	1	2	4	1	3	4	1	1	4	4	1	2	1	 	17	70.8333358764648	18	64.2857131958008	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0
21072	28/04/2014 10:18:32	1	98	98	98	1	4	2	60	17.4300003051758	18/21	2	4	2	2	3	2	2	99	3	1	99	3	2	1	99	99	3	23	.5	99	99	99	 	1	98	98	98	1	1	2	4	3	3	2	2	2	4	2	1	2	4	1	3	4	4	1	3	4	1	2	1	 	21	87.5	12	42.8571434020996	1	1	0	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
21083	17/02/2014 19:14:14	1	1	2	2	1	4	3	-99	17.4300003051758	0.75	2	4	1	3	2	2	2	1	2	4	1	2	1	2	3	3	3	24	3	45	72	53	 	1	1	2	2	1	1	2	1	2	1	2	1	3	1	1	2	2	3	2	1	1	3	2	1	3	1	1	2	 	8	33.3333320617676	10	35.7142868041992	1	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1
21090	17/02/2014 19:47:04	1	1	2	2	1	4	3	60	17.4300003051758	0.75	4	4	2	3	2	4	3	3	2	2	2	3	99	1	1	2	2	1	1.5	1.25	-99	-99	 	1	1	2	2	1	1	2	1	2	3	2	2	4	4	2	1	2	4	1	4	1	2	1	3	1	1	2	2	 	19	79.1666641235352	13	46.4285697937012	1	1	1	1	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1
21094	26/04/2014 08:29:23	1	98	98	98	1	4	3	60	17.4300003051758	18/24	2	4	1	3	3	4	4	3	2	2	2	2	2	2	3	4	3	21	3	28800	40	35	 	1	98	98	98	4	1	3	4	2	3	1	2	3	2	3	1	2	4	1	4	4	4	3	4	1	1	2	1	 	12	50	11	39.2857131958008	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	1	1	0
31001	27/04/2014 10:59:27	1	1	3	3	1	4	3	60	17.4300003051758	3/4	2	4	2	4	4	4	2	3	3	1	1	1	2	1	4	2	4	32	.660000026226044	99	20	15	 	1	98	98	98	1	1	2	1	1	3	2	1	4	1	3	1	2	4	1	2	4	2	3	4	1	2	1	1	 	11	45.8333320617676	23	82.1428604125977	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0
31002	27/04/2014 10:53:01	1	5	13	98	1	4	3	60	17.4300003051758	22/54	2	3	1	1	3	4	2	2	2	2	4	4	3	2	4	4	3	20	.75	99	20	15	 	1	5	13	98	1	1	2	3	1	2	2	3	2	1	2	1	2	4	1	2	2	2	3	4	1	2	2	1	 	12	50	10	35.7142868041992	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	0	0	1	0	0	0	0	1	0
31004	16/02/2014 16:20:23	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
31005	16/02/2014 16:16:28	1	1	3	5	1	4	3	60	17.4300003051758	0.75	2	4	1	3	4	4	3	3	1	1	2	3	99	1	4	4	3	22	3	-99	-99	-99	 	1	1	3	5	1	4	3	3	1	2	1	2	2	4	4	4	2	4	3	1	2	3	1	3	4	1	2	3	 	11	45.8333320617676	12	42.8571434020996	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	0
31006	17/02/2014 01:08:02	1	1	3	5	1	4	3	60	17.4300003051758	0.75	2	1	2	3	3	2	2	3	3	1	2	3	3	99	4	2	3	-99	-99	-99	-99	-99	 	1	1	3	5	1	1	3	4	2	3	2	2	4	4	4	4	2	4	3	3	4	4	4	4	1	4	4	1	 	12	50	14	50	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0
31007	16/02/2014 16:32:14	1	1	3	5	1	1	1	60	17.2299995422363	22.54	2	4	2	3	2	3	2	3	1	2	4	1	99	2	1	3	4	23	.670000016689301	-99	-99	-99	 	1	1	3	5	1	1	4	3	1	4	2	1	4	4	2	1	2	4	1	3	4	1	1	3	1	2	2	3	 	14	58.3333320617676	11	39.2857131958008	1	0	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0
31008	16/02/2014 16:35:55	1	1	3	5	3	4	1	-99	16.1399993896484	0.458	2	3	1	1	2	3	2	4	1	4	2	4	99	1	1	3	3	23	.670000016689301	-99	307	-99	 	1	1	3	5	1	4	3	3	1	1	3	2	3	4	2	4	1	2	3	1	1	2	1	3	1	1	1	3	 	8	33.3333320617676	6	21.4285717010498	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0
31010	16/02/2014 16:48:57	1	1	3	5	1	4	3	60	17.2999992370605	0.75	2	4	2	3	3	4	3	3	3	1	3	3	99	1	4	3	3	326	3	-99	-99	-99	 	1	1	3	5	1	1	4	3	1	4	2	1	4	4	2	1	2	4	1	3	4	1	1	3	1	2	2	3	 	14	58.3333320617676	14	50	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0
31011	27/04/2014 21:27:32	1	98	98	98	1	4	3	60	17.4300003051758	3/4	2	4	2	3	4	2	2	1	3	3	1	2	2	3	1	1	4	32	.5	3	20	15	 	1	98	98	98	1	2	2	1	2	3	2	2	4	1	2	1	1	4	4	3	4	2	1	4	4	1	1	3	 	15	62.5	17	60.7142868041992	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	0	0	0	1	0	1	1	0	1	1	0	1	0	1	0	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0	1	1	0	0
31012	16/02/2014 19:08:15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
31013	17/02/2014 01:07:38	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
31018	16/02/2014 16:13:04	1	1	3	5	1	4	3	-99	17.4300003051758	-99	2	4	2	3	3	4	3	3	2	3	4	2	99	3	4	3	99	23	3	-99	-99	-99	 	1	1	3	5	1	1	3	3	1	2	2	2	3	4	4	4	4	2	4	1	1	2	3	2	1	4	4	2	 	7	29.1666660308838	10	35.7142868041992	1	1	1	0	1	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1
31020	02/05/2014 11:04:35	0	1	3	3	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	 	99	99	99	99	99	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
31021	17/02/2014 10:20:10	1	1	3	3	1	4	3	60	17.4300003051758	0.75	2	4	2	4	3	4	2	3	3	1	1	2	99	1	4	2	3	32	.670000016689301	3	20	15	 	1	1	3	3	1	1	2	4	2	3	2	2	4	4	2	1	2	4	1	3	4	2	1	3	4	1	2	2	 	23	95.8333358764648	23	82.1428604125977	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
