CHILDCODE	LANDIDR4	LNDTYPR4	ANYAGRR4	TOTLNDR4	UNTLNDR4	USERANR4	PRIRRR4	ANYLIVR4	TOTLIVR4	UNTLIVR4	USELIVR4	ANYINDR4	TOTINDR4	UNTINDR4	USEINDR4
91047	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91047	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91048	1	1	Y	1	2	5	4	Y	20	17	1	N	 	 	 
91048	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91048	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91048	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91048	5	1	Y	1	2	20	4	N	 	 	 	N	 	 	 
91049	1	1	Y	9	4	5	5	Y	15	17	1	N	 	 	 
91049	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91049	3	1	Y	2	4	5	5	N	 	 	 	N	 	 	 
91049	4	1	Y	4	4	5	5	 	 	 	 	 	 	 	 
91049	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91050	1	1	Y	8.5	4	5	5	Y	45	17	1	Y	50	17	7
91050	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91050	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91050	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91050	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101001	1	1	N	 	 	 	 	Y	360	17	1	N	 	 	 
101001	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101001	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101001	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101001	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101002	1	1	N	 	 	 	 	Y	400	17	1	Y	134	17	8
101002	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101002	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101002	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101002	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101003	1	1	N	 	 	 	 	Y	320	17	3	N	 	 	 
101003	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101003	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101003	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101003	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101004	1	1	Y	7	4	10	5	Y	300	17	1	N	 	 	 
101004	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101004	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101004	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101004	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101005	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101005	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101005	3	1	N	 	 	 	 	Y	20	17	1	Y	100	17	7
101005	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101005	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101006	1	1	Y	1	4	5	5	Y	25	17	1	Y	60	17	7
101006	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101006	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101006	4	1	N	 	 	 	 	 	 	 	 	 	 	 	 
101006	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101007	1	1	N	 	 	 	 	Y	500	17	1	N	 	 	 
101007	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101007	3	1	Y	3	4	13	5	N	 	 	 	N	 	 	 
101007	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101007	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101009	1	1	Y	1	5	10	5	Y	300	17	1	N	 	 	 
101009	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101009	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101009	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101009	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101010	1	1	N	 	 	 	 	Y	720	17	3	Y	18	17	9
101010	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101010	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101010	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101010	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101011	1	1	N	 	 	 	 	Y	400	17	1	N	 	 	 
101011	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101011	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101011	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101011	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101012	1	1	Y	3	4	10	5	Y	300	17	4	N	 	 	 
101012	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101012	3	1	Y	3	4	10	5	N	 	 	 	N	 	 	 
101012	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101012	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101013	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101013	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101013	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101013	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101013	5	1	N	 	 	 	 	Y	500	17	1	N	 	 	 
101014	1	1	Y	1	2	10	5	Y	1000	17	4	Y	360	17	20
101014	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101014	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101014	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101014	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101015	1	1	N	 	 	 	 	Y	250	17	1	N	 	 	 
101015	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101015	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101015	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101015	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101016	1	1	N	 	 	 	 	Y	320	17	1	N	 	 	 
101016	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101016	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101016	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101016	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101017	1	1	Y	4	4	10	5	Y	500	17	3	N	 	 	 
101017	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101017	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101017	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101017	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101018	1	1	N	 	 	 	 	Y	600	17	1	N	 	 	 
101018	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101018	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101018	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101018	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101019	1	1	N	 	 	 	 	Y	500	17	1	N	 	 	 
101019	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101019	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101019	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101019	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101020	1	1	Y	3	2	5	5	Y	325	17	4	N	 	 	 
101020	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101020	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101020	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101020	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101021	1	1	N	 	 	 	 	Y	750	17	3	N	 	 	 
101021	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101021	3	1	Y	2	4	5	5	N	 	 	 	N	 	 	 
101021	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101021	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101022	1	1	Y	1	6	5	5	Y	500	17	3	Y	80	17	8
101022	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101022	3	1	Y	.5	2	5	5	N	 	 	 	N	 	 	 
101022	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101022	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101023	1	1	N	 	 	 	 	Y	500	17	1	Y	180	17	8
101023	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101023	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101023	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101023	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101024	1	1	Y	4	2	5	5	Y	500	17	1	N	 	 	 
101024	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101024	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101024	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101024	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101025	1	1	N	 	 	 	 	Y	500	17	1	N	 	 	 
101025	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101025	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101025	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101025	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101027	1	1	N	 	 	 	 	Y	280	17	4	N	 	 	 
101027	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101027	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101027	4	1	Y	4	4	5	5	 	 	 	 	 	 	 	 
101027	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101028	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101028	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101028	3	1	N	 	 	 	 	Y	12	17	1	N	 	 	 
101028	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101028	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101029	1	1	N	 	 	 	 	Y	400	17	3	N	 	 	 
101029	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101029	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101029	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101029	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101030	1	1	N	 	 	 	 	Y	200	17	1	N	 	 	 
101030	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101030	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101030	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101030	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101031	1	1	Y	2	2	10	5	Y	320	17	1	N	 	 	 
101031	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101031	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101031	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101031	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101032	1	1	N	 	 	 	 	Y	200	17	1	N	 	 	 
101032	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101032	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101032	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101032	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101033	1	1	N	 	 	 	 	Y	660	17	5	N	 	 	 
101033	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101033	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101033	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101033	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101034	1	1	Y	2	2	5	5	Y	400	17	1	N	 	 	 
101034	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101034	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101034	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101034	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101035	1	1	N	 	 	 	 	Y	1000	17	1	N	 	 	 
101035	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101035	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101035	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101035	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101036	1	1	N	 	 	 	 	Y	380	17	1	Y	20	17	8
101036	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101036	3	1	Y	1	5	13	5	N	 	 	 	N	 	 	 
101036	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101036	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101037	1	1	Y	2	2	10	5	Y	640	17	1	N	 	 	 
101037	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101037	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101037	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101037	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101038	1	1	Y	250	17	5	5	N	 	 	 	N	 	 	 
101038	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101038	3	1	N	 	 	 	 	Y	180	17	1	N	 	 	 
101038	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101038	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101040	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101040	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101040	3	1	N	 	 	 	 	Y	9	17	1	N	 	 	 
101040	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101040	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101041	1	1	N	 	 	 	 	Y	1000	17	1	N	 	 	 
101041	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101041	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101041	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101041	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101042	1	1	N	 	 	 	 	Y	400	17	1	N	 	 	 
101042	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101042	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101042	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101042	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101044	1	1	N	 	 	 	 	Y	640	17	1	N	 	 	 
101044	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101044	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101044	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101044	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101045	1	1	N	 	 	 	 	Y	200	17	1	N	 	 	 
101045	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101045	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101045	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101045	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101046	1	1	Y	4	2	5	5	Y	500	17	1	N	 	 	 
101046	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101046	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101046	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101046	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101047	1	1	N	 	 	 	 	Y	1014	17	2	N	 	 	 
101047	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101047	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101047	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101047	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101048	1	1	N	 	 	 	 	Y	200	17	1	N	 	 	 
101048	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101048	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101048	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101048	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101049	1	1	N	 	 	 	 	Y	400	17	3	N	 	 	 
101049	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101049	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101049	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101049	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101050	1	1	N	 	 	 	 	Y	500	17	1	N	 	 	 
101050	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
101050	3	1	Y	1	5	5	77	N	 	 	 	N	 	 	 
101050	4	1	Y	3	5	5	5	 	 	 	 	 	 	 	 
101050	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111002	1	1	N	 	 	 	 	Y	55.5	17	1	Y	700	17	7
111002	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111002	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111002	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111002	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111003	1	1	Y	8	5	5	5	Y	49	17	1	Y	200	17	7
111003	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111003	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111003	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111003	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111004	1	1	Y	6	5	5	5	Y	90	17	1	Y	200	17	7
111004	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111004	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111004	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111004	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111005	1	1	Y	7	5	5	5	Y	63	17	1	Y	.119999997317791	5	7
111005	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111005	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111005	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111005	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111006	1	1	Y	1.75	5	5	5	Y	40	17	1	Y	585	17	7
111006	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111006	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111006	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111006	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111008	1	1	Y	2	5	5	5	Y	80	17	1	Y	166	17	7
111008	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111008	3	1	Y	4	5	5	5	N	 	 	 	N	 	 	 
111008	4	1	Y	2	5	5	5	 	 	 	 	 	 	 	 
111008	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111009	1	1	Y	2	5	5	5	Y	56	17	1	Y	954	17	7
111009	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111009	3	1	Y	8	5	5	5	N	 	 	 	N	 	 	 
111009	4	1	Y	2	5	5	5	 	 	 	 	 	 	 	 
111009	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111010	1	1	Y	6	5	5	5	Y	97	17	1	Y	.5	5	7
111010	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111010	3	1	Y	3	5	5	77	N	 	 	 	N	 	 	 
111010	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111010	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111011	1	1	Y	2.80999994277954	2	5	5	Y	86	17	1	Y	450	17	7
111011	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111011	3	1	Y	1	2	5	5	N	 	 	 	N	 	 	 
111011	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111011	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111012	1	1	Y	6.5	5	5	5	Y	74	17	1	Y	200	17	7
111012	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111012	3	1	Y	3	5	5	5	N	 	 	 	N	 	 	 
111012	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111012	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111013	1	1	Y	7	5	5	5	Y	63	17	1	Y	.119999997317791	5	7
111013	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111013	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111013	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111013	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111015	1	1	Y	6	5	5	5	Y	82	17	1	Y	220	17	7
111015	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111015	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111015	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111015	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111016	1	1	Y	6	5	5	5	Y	83	17	1	Y	250	17	7
111016	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111016	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111016	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111016	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111017	1	1	Y	1	5	5	5	Y	25	17	1	N	 	 	 
111017	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111017	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111017	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111017	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111018	1	1	Y	6	5	5	5	Y	50	17	1	Y	200	17	7
111018	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111018	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111018	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111018	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111019	1	1	Y	4	5	5	5	Y	63	17	1	Y	160	17	7
111019	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111019	3	1	Y	1.5	5	5	5	N	 	 	 	N	 	 	 
111019	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111019	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111020	1	1	Y	8.5	5	5	5	Y	90	17	1	Y	230	17	7
111020	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111020	3	1	Y	4	5	5	5	N	 	 	 	N	 	 	 
111020	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111020	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111021	1	1	Y	9	5	5	5	Y	83	17	1	Y	.5	5	7
111021	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111021	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111021	4	1	Y	2	5	5	5	 	 	 	 	 	 	 	 
111021	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111022	1	1	Y	1.5	5	10	5	Y	80	17	2	N	 	 	 
111022	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111022	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111022	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111022	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111023	1	1	Y	3.25	2	5	5	Y	126	17	1	Y	1000	17	7
111023	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111023	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111023	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111023	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111024	1	1	N	 	 	 	 	Y	70	17	1	N	 	 	 
111024	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111024	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111024	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111024	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111025	1	1	Y	2	2	5	5	Y	90	17	1	Y	410	17	7
111025	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111025	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111025	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111025	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111027	1	1	Y	1	5	10	5	N	 	 	 	Y	35	17	9
111027	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111027	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111027	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111027	5	1	N	 	 	 	 	Y	48	17	1	N	 	 	 
111028	1	1	Y	9	5	5	5	Y	200	17	3	Y	300	17	7
111028	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111028	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111028	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111028	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111029	1	1	Y	2	2	5	5	Y	20	11	1	Y	1000	17	7
111029	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111029	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111029	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111029	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111030	1	1	Y	1	5	5	5	Y	425	17	3	Y	200	5	7
111030	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111030	3	1	Y	2	5	5	5	N	 	 	 	N	 	 	 
111030	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111030	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111031	1	1	Y	6	5	5	5	Y	100	5	3	Y	1000	17	7
111031	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111031	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111031	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111031	5	1	Y	1	2	13	5	N	 	 	 	N	 	 	 
111032	1	1	Y	14.5	5	5	5	Y	100	17	1	Y	268	17	7
111032	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111032	3	1	Y	10	5	5	5	N	 	 	 	N	 	 	 
111032	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111032	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111033	1	1	N	 	 	 	 	Y	900	17	3	Y	100	17	7
111033	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111033	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111033	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111033	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111034	1	1	Y	7	5	5	5	Y	964	17	3	Y	36	17	8
111034	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111034	3	1	Y	5	5	5	5	N	 	 	 	N	 	 	 
111034	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111034	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111035	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111035	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111035	3	1	N	 	 	 	 	Y	18	17	1	N	 	 	 
111035	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111035	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111036	1	1	Y	6	5	5	5	Y	90	17	5	Y	910	17	7
111036	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111036	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111036	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111036	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111037	1	1	Y	10.25	5	5	5	Y	2400	17	5	Y	150	17	9
111037	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111037	3	1	Y	3	5	5	5	N	 	 	 	N	 	 	 
111037	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
111037	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
