CHILDCODE	LANDIDR5	TOTLNDR5	LUPLTAR5	PLTUSAR5	PRIRRR5	TOTINDR5	LUPLTNR5	USEINDR5
160049	5	0	 	 	 	0	 	 
160050	1	1.5	4	5	5	200	17	2
160050	2	0	 	 	 	0	 	 
160050	3	0	 	 	 	0	 	 
160050	4	0	 	 	 	 	 	 
160050	5	0	 	 	 	0	 	 
160051	1	3.5	4	5	5	1	4	2
160051	2	0	 	 	 	0	 	 
160051	3	0	 	 	 	0	 	 
160051	4	1.5	4	5	5	 	 	 
160051	5	0	 	 	 	0	 	 
160053	1	1.75	4	5	5	250	17	3
160053	2	0	 	 	 	0	 	 
160053	3	0	 	 	 	0	 	 
160053	4	0	 	 	 	 	 	 
160053	5	0	 	 	 	0	 	 
160054	1	4	4	5	5	1	4	3
160054	2	0	 	 	 	0	 	 
160054	3	0	 	 	 	0	 	 
160054	4	0	 	 	 	 	 	 
160054	5	0	 	 	 	0	 	 
160055	1	1.5	4	5	5	800	17	2
160055	2	0	 	 	 	0	 	 
160055	3	0	 	 	 	0	 	 
160055	4	2	4	5	5	 	 	 
160055	5	0	 	 	 	0	 	 
160056	1	4	4	5	5	1	4	3
160056	2	0	 	 	 	0	 	 
160056	3	0	 	 	 	0	 	 
160056	4	0	 	 	 	 	 	 
160056	5	0	 	 	 	0	 	 
160057	1	3	4	5	5	450	17	2
160057	2	0	 	 	 	0	 	 
160057	3	0	 	 	 	0	 	 
160057	4	0	 	 	 	 	 	 
160057	5	0	 	 	 	0	 	 
160058	1	5	4	5	5	334	17	2
160058	2	0	 	 	 	0	 	 
160058	3	0	 	 	 	0	 	 
160058	4	0	 	 	 	 	 	 
160058	5	0	 	 	 	0	 	 
160059	1	2	4	5	5	1	4	2
160059	2	0	 	 	 	0	 	 
160059	3	0	 	 	 	0	 	 
160059	4	0	 	 	 	 	 	 
160059	5	0	 	 	 	0	 	 
160060	1	2	4	5	5	700	17	2
160060	2	0	 	 	 	0	 	 
160060	3	0	 	 	 	0	 	 
160060	4	0	 	 	 	 	 	 
160060	5	0	 	 	 	0	 	 
160061	1	2	4	5	5	1	4	3
160061	2	0	 	 	 	0	 	 
160061	3	0	 	 	 	0	 	 
160061	4	4	4	5	5	 	 	 
160061	5	0	 	 	 	0	 	 
160062	1	2	4	5	5	185	17	2
160062	2	0	 	 	 	0	 	 
160062	3	0	 	 	 	0	 	 
160062	4	0	 	 	 	 	 	 
160062	5	0	 	 	 	0	 	 
160063	1	4	4	5	5	250	17	2
160063	2	0	 	 	 	0	 	 
160063	3	0	 	 	 	0	 	 
160063	4	0	 	 	 	 	 	 
160063	5	0	 	 	 	0	 	 
160064	1	2.5	4	5	5	250	17	2
160064	2	0	 	 	 	0	 	 
160064	3	0	 	 	 	0	 	 
160064	4	0	 	 	 	 	 	 
160064	5	0	 	 	 	0	 	 
160065	1	2	4	5	5	1	4	2
160065	2	0	 	 	 	0	 	 
160065	3	0	 	 	 	0	 	 
160065	4	3	4	5	5	 	 	 
160065	5	0	 	 	 	0	 	 
160066	1	4.25	4	5	5	.5	4	2
160066	2	0	 	 	 	0	 	 
160066	3	0	 	 	 	0	 	 
160066	4	0	 	 	 	 	 	 
160066	5	0	 	 	 	0	 	 
160067	1	2	4	5	5	250	17	2
160067	2	0	 	 	 	0	 	 
160067	3	0	 	 	 	0	 	 
160067	4	0	 	 	 	 	 	 
160067	5	0	 	 	 	0	 	 
160068	1	3	4	5	5	350	17	2
160068	2	0	 	 	 	0	 	 
160068	3	0	 	 	 	0	 	 
160068	4	0	 	 	 	 	 	 
160068	5	0	 	 	 	0	 	 
160069	1	4	4	5	5	350	17	2
160069	2	0	 	 	 	0	 	 
160069	3	4	4	5	5	0	 	 
160069	4	0	 	 	 	 	 	 
160069	5	0	 	 	 	0	 	 
160070	1	3.5	4	5	5	340	17	2
160070	2	0	 	 	 	0	 	 
160070	3	0	 	 	 	0	 	 
160070	4	0	 	 	 	 	 	 
160070	5	0	 	 	 	0	 	 
160071	1	4	4	5	5	1	4	2
160071	2	0	 	 	 	0	 	 
160071	3	0	 	 	 	0	 	 
160071	4	0	 	 	 	 	 	 
160071	5	0	 	 	 	0	 	 
160072	1	2	4	5	5	.5	4	2
160072	2	0	 	 	 	0	 	 
160072	3	0	 	 	 	0	 	 
160072	4	0	 	 	 	 	 	 
160072	5	0	 	 	 	0	 	 
160073	1	3	4	5	5	1000	17	2
160073	2	0	 	 	 	0	 	 
160073	3	0	 	 	 	0	 	 
160073	4	0	 	 	 	 	 	 
160073	5	0	 	 	 	0	 	 
160074	1	3	4	5	5	292	17	3
160074	2	0	 	 	 	0	 	 
160074	3	0	 	 	 	0	 	 
160074	4	2	4	5	5	 	 	 
160074	5	0	 	 	 	0	 	 
160075	1	2	4	5	5	1	4	3
160075	2	0	 	 	 	0	 	 
160075	3	0	 	 	 	0	 	 
160075	4	0	 	 	 	 	 	 
160075	5	0	 	 	 	0	 	 
160076	1	1	4	5	5	280	17	3
160076	2	0	 	 	 	0	 	 
160076	3	6	4	5	5	0	 	 
160076	4	0	 	 	 	 	 	 
160076	5	0	 	 	 	0	 	 
160077	1	2	4	5	5	1	4	4
160077	2	0	 	 	 	0	 	 
160077	3	0	 	 	 	0	 	 
160077	4	0	 	 	 	 	 	 
160077	5	0	 	 	 	0	 	 
160078	1	3	4	5	5	300	17	2
160078	2	0	 	 	 	0	 	 
160078	3	0	 	 	 	0	 	 
160078	4	0	 	 	 	 	 	 
160078	5	0	 	 	 	0	 	 
160079	1	2	4	5	5	1000	17	2
160079	2	0	 	 	 	0	 	 
160079	3	0	 	 	 	0	 	 
160079	4	0	 	 	 	 	 	 
160079	5	0	 	 	 	0	 	 
160080	1	2	4	5	5	180	17	2
160080	2	0	 	 	 	0	 	 
160080	3	0	 	 	 	0	 	 
160080	4	0	 	 	 	 	 	 
160080	5	0	 	 	 	0	 	 
160081	1	2	4	5	5	134	17	2
160081	2	0	 	 	 	0	 	 
160081	3	0	 	 	 	0	 	 
160081	4	0	 	 	 	 	 	 
160081	5	0	 	 	 	0	 	 
160082	1	2	4	5	5	350	17	2
160082	2	0	 	 	 	0	 	 
160082	3	0	 	 	 	0	 	 
160082	4	0	 	 	 	 	 	 
160082	5	0	 	 	 	0	 	 
160083	1	3	4	5	5	1	4	2
160083	2	0	 	 	 	0	 	 
160083	3	0	 	 	 	0	 	 
160083	4	2	4	5	5	 	 	 
160083	5	0	 	 	 	0	 	 
160084	1	6	4	5	5	.5	4	2
160084	2	0	 	 	 	0	 	 
160084	3	0	 	 	 	0	 	 
160084	4	0	 	 	 	 	 	 
160084	5	0	 	 	 	0	 	 
160085	1	2	4	5	5	600	17	2
160085	2	0	 	 	 	0	 	 
160085	3	0	 	 	 	0	 	 
160085	4	0	 	 	 	 	 	 
160085	5	0	 	 	 	0	 	 
160086	1	6	4	5	5	500	17	2
160086	2	0	 	 	 	0	 	 
160086	3	0	 	 	 	0	 	 
160086	4	0	 	 	 	 	 	 
160086	5	0	 	 	 	0	 	 
160087	1	3	4	5	5	500	17	2
160087	2	0	 	 	 	0	 	 
160087	3	0	 	 	 	0	 	 
160087	4	0	 	 	 	 	 	 
160087	5	0	 	 	 	0	 	 
160088	1	 	 	 	 	0	 	 
160088	2	 	 	 	 	0	 	 
160088	3	 	 	 	 	12	17	1
160088	4	 	 	 	 	 	 	 
160088	5	 	 	 	 	0	 	 
160089	1	1.5	2	5	5	1	4	3
160089	2	0	 	 	 	0	 	 
160089	3	0	 	 	 	0	 	 
160089	4	0	 	 	 	 	 	 
160089	5	0	 	 	 	0	 	 
160090	1	3	4	5	5	1	4	2
160090	2	0	 	 	 	0	 	 
160090	3	0	 	 	 	0	 	 
160090	4	2	4	5	5	 	 	 
160090	5	0	 	 	 	0	 	 
160091	1	3	4	5	5	1300	17	2
160091	2	0	 	 	 	0	 	 
160091	3	0	 	 	 	0	 	 
160091	4	0	 	 	 	 	 	 
160091	5	0	 	 	 	0	 	 
160092	1	3	4	5	5	330	17	2
160092	2	0	 	 	 	0	 	 
160092	3	0	 	 	 	0	 	 
160092	4	0	 	 	 	 	 	 
160092	5	0	 	 	 	0	 	 
160093	1	5	4	5	5	300	17	2
160093	2	0	 	 	 	0	 	 
160093	3	3	4	5	5	0	 	 
160093	4	2	4	5	5	 	 	 
160093	5	0	 	 	 	0	 	 
160094	1	4	4	5	5	280	17	2
160094	2	0	 	 	 	0	 	 
160094	3	0	 	 	 	0	 	 
160094	4	0	 	 	 	 	 	 
160094	5	0	 	 	 	0	 	 
160095	1	2	4	5	5	133	17	2
160095	2	0	 	 	 	0	 	 
160095	3	0	 	 	 	0	 	 
160095	4	0	 	 	 	 	 	 
160095	5	0	 	 	 	0	 	 
160096	1	4	4	5	5	.25	4	3
160096	2	0	 	 	 	0	 	 
160096	3	0	 	 	 	0	 	 
160096	4	0	 	 	 	 	 	 
160096	5	0	 	 	 	0	 	 
160097	1	4	4	5	5	724	17	2
160097	2	0	 	 	 	0	 	 
160097	3	0	 	 	 	0	 	 
160097	4	0	 	 	 	 	 	 
160097	5	0	 	 	 	0	 	 
160098	1	4	4	5	5	.00999999977648258	4	3
160098	2	0	 	 	 	0	 	 
160098	3	0	 	 	 	0	 	 
160098	4	0	 	 	 	 	 	 
160098	5	0	 	 	 	0	 	 
160099	1	4	4	5	5	400	17	2
160099	2	0	 	 	 	0	 	 
160099	3	0	 	 	 	0	 	 
160099	4	0	 	 	 	 	 	 
160099	5	0	 	 	 	0	 	 
170001	1	6	4	5	5	500	17	1
170001	2	0	 	 	 	0	 	 
170001	3	0	 	 	 	0	 	 
170001	4	0	 	 	 	 	 	 
170001	5	0	 	 	 	0	 	 
170002	1	3.11999988555908	4	5	5	400	17	1
170002	2	0	 	 	 	0	 	 
170002	3	0	 	 	 	0	 	 
170002	4	0	 	 	 	 	 	 
170002	5	0	 	 	 	0	 	 
170003	1	7.25	4	5	1	400	17	1
170003	2	0	 	 	 	0	 	 
170003	3	0	 	 	 	0	 	 
170003	4	2	4	5	5	 	 	 
170003	5	0	 	 	 	0	 	 
170004	1	6.25	4	5	1	400	17	2
170004	2	0	 	 	 	0	 	 
170004	3	0	 	 	 	0	 	 
170004	4	0	 	 	 	 	 	 
170004	5	0	 	 	 	0	 	 
170005	1	4.11999988555908	4	5	1	400	17	1
170005	2	0	 	 	 	0	 	 
170005	3	0	 	 	 	0	 	 
170005	4	0	 	 	 	 	 	 
170005	5	0	 	 	 	0	 	 
170006	1	1	4	5	5	400	17	1
170006	2	0	 	 	 	0	 	 
170006	3	0	 	 	 	0	 	 
170006	4	2	4	5	5	 	 	 
170006	5	0	 	 	 	0	 	 
170007	1	6	4	5	1	400	17	1
170007	2	0	 	 	 	0	 	 
170007	3	0	 	 	 	0	 	 
170007	4	3	4	5	5	 	 	 
170007	5	0	 	 	 	0	 	 
170008	1	7	4	5	5	800	4	1
170008	2	0	 	 	 	0	 	 
170008	3	0	 	 	 	0	 	 
170008	4	0	 	 	 	 	 	 
170008	5	0	 	 	 	0	 	 
170009	1	3	4	5	5	400	17	1
170009	2	0	 	 	 	0	 	 
170009	3	0	 	 	 	0	 	 
170009	4	0	 	 	 	 	 	 
170009	5	0	 	 	 	0	 	 
170010	1	3.11999988555908	4	5	1	400	17	1
170010	2	0	 	 	 	0	 	 
170010	3	0	 	 	 	0	 	 
170010	4	0	 	 	 	 	 	 
170010	5	0	 	 	 	0	 	 
170011	1	7	4	5	5	700	17	1
170011	2	0	 	 	 	0	 	 
170011	3	0	 	 	 	0	 	 
170011	4	3	4	5	5	 	 	 
170011	5	0	 	 	 	0	 	 
170012	1	6	4	5	5	750	17	1
170012	2	0	 	 	 	0	 	 
170012	3	0	 	 	 	0	 	 
170012	4	.5	4	5	5	 	 	 
170012	5	0	 	 	 	0	 	 
170013	1	1.5	4	10	5	600	17	1
170013	2	0	 	 	 	0	 	 
170013	3	0	 	 	 	0	 	 
170013	4	0	 	 	 	 	 	 
170013	5	0	 	 	 	0	 	 
170015	1	4	4	5	5	600	17	1
170015	2	0	 	 	 	0	 	 
170015	3	0	 	 	 	0	 	 
170015	4	0	 	 	 	 	 	 
170015	5	0	 	 	 	0	 	 
170016	1	4	4	10	5	800	17	1
170016	2	0	 	 	 	0	 	 
170016	3	0	 	 	 	0	 	 
170016	4	0	 	 	 	 	 	 
170016	5	0	 	 	 	0	 	 
170017	1	4	4	5	5	400	17	1
170017	2	0	 	 	 	0	 	 
170017	3	0	 	 	 	0	 	 
170017	4	0	 	 	 	 	 	 
170017	5	0	 	 	 	0	 	 
170018	1	8	4	5	5	800	17	1
170018	2	0	 	 	 	0	 	 
170018	3	0	 	 	 	0	 	 
170018	4	8	4	5	5	 	 	 
170018	5	0	 	 	 	0	 	 
170019	1	6	4	5	5	800	17	1
170019	2	0	 	 	 	0	 	 
170019	3	0	 	 	 	0	 	 
170019	4	0	 	 	 	 	 	 
170019	5	0	 	 	 	0	 	 
170020	1	7	4	5	5	750	17	2
170020	2	0	 	 	 	0	 	 
170020	3	0	 	 	 	0	 	 
170020	4	0	 	 	 	 	 	 
170020	5	0	 	 	 	0	 	 
170021	1	5	4	5	5	400	17	1
170021	2	0	 	 	 	0	 	 
170021	3	0	 	 	 	0	 	 
170021	4	0	 	 	 	 	 	 
170021	5	0	 	 	 	0	 	 
170022	1	4.11999988555908	4	5	1	400	17	1
170022	2	0	 	 	 	0	 	 
170022	3	0	 	 	 	0	 	 
170022	4	2	4	5	5	 	 	 
170022	5	0	 	 	 	0	 	 
170023	1	12	4	5	5	400	17	1
170023	2	0	 	 	 	0	 	 
170023	3	0	 	 	 	0	 	 
170023	4	2	4	5	5	 	 	 
170023	5	0	 	 	 	0	 	 
170024	1	2.5	4	5	5	400	17	1
170024	2	0	 	 	 	0	 	 
170024	3	0	 	 	 	0	 	 
170024	4	0	 	 	 	 	 	 
170024	5	0	 	 	 	0	 	 
170025	1	3	4	10	5	400	17	1
170025	2	0	 	 	 	0	 	 
170025	3	0	 	 	 	0	 	 
170025	4	0	 	 	 	 	 	 
170025	5	0	 	 	 	0	 	 
170026	1	6	4	5	5	500	17	1
170026	2	0	 	 	 	0	 	 
170026	3	0	 	 	 	0	 	 
170026	4	6	4	5	5	 	 	 
170026	5	0	 	 	 	0	 	 
170027	1	3.11999988555908	4	5	1	300	17	1
170027	2	0	 	 	 	0	 	 
170027	3	0	 	 	 	0	 	 
170027	4	2	4	5	5	 	 	 
170027	5	0	 	 	 	0	 	 
170028	1	3	4	5	5	400	17	1
170028	2	0	 	 	 	0	 	 
170028	3	0	 	 	 	0	 	 
170028	4	4	4	5	5	 	 	 
170028	5	-77	 	5	4	0	 	 
170029	1	4	4	5	5	1	4	1
170029	2	0	 	 	 	0	 	 
170029	3	0	 	 	 	0	 	 
170029	4	4	4	5	5	 	 	 
170029	5	0	 	 	 	0	 	 
170030	1	6.5	4	5	5	850	17	1
170030	2	0	 	 	 	0	 	 
170030	3	0	 	 	 	0	 	 
170030	4	0	 	 	 	 	 	 
170030	5	0	 	 	 	0	 	 
170031	1	3	4	5	5	400	17	1
170031	2	0	 	 	 	0	 	 
170031	3	0	 	 	 	0	 	 
170031	4	0	 	 	 	 	 	 
170031	5	0	 	 	 	0	 	 
170032	1	5	4	5	5	600	17	1
170032	2	0	 	 	 	0	 	 
170032	3	0	 	 	 	0	 	 
170032	4	1	4	5	5	 	 	 
170032	5	0	 	 	 	0	 	 
170033	1	8	4	5	5	400	17	1
170033	2	0	 	 	 	0	 	 
170033	3	0	 	 	 	0	 	 
170033	4	7	4	5	5	 	 	 
170033	5	0	 	 	 	0	 	 
170034	1	2	4	5	5	800	17	1
170034	2	0	 	 	 	0	 	 
170034	3	0	 	 	 	0	 	 
170034	4	3	4	5	5	 	 	 
170034	5	0	 	 	 	0	 	 
170035	1	3	4	5	5	400	17	1
170035	2	0	 	 	 	0	 	 
170035	3	0	 	 	 	0	 	 
170035	4	3	4	5	5	 	 	 
170035	5	0	 	 	 	0	 	 
170036	1	2.5	4	5	5	450	17	1
170036	2	0	 	 	 	0	 	 
170036	3	0	 	 	 	0	 	 
170036	4	0	 	 	 	 	 	 
170036	5	0	 	 	 	0	 	 
170037	1	5.11999988555908	4	5	1	500	17	1
170037	2	0	 	 	 	0	 	 
170037	3	0	 	 	 	0	 	 
170037	4	0	 	 	 	 	 	 
170037	5	0	 	 	 	0	 	 
170038	1	5	4	5	5	500	4	1
170038	2	0	 	 	 	0	 	 
170038	3	0	 	 	 	0	 	 
170038	4	0	 	 	 	 	 	 
170038	5	0	 	 	 	0	 	 
170039	1	6	4	5	5	1000	17	1
170039	2	0	 	 	 	0	 	 
170039	3	0	 	 	 	0	 	 
170039	4	0	 	 	 	 	 	 
170039	5	0	 	 	 	0	 	 
170042	1	6.5	4	5	1	200	17	2
170042	2	0	 	 	 	0	 	 
170042	3	0	 	 	 	0	 	 
170042	4	0	 	 	 	 	 	 
170042	5	0	 	 	 	0	 	 
170043	1	7	4	5	1	900	17	1
170043	2	0	 	 	 	0	 	 
170043	3	0	 	 	 	0	 	 
170043	4	3	4	5	5	 	 	 
170043	5	0	 	 	 	0	 	 
170044	1	2	4	5	5	0	 	 
170044	2	0	 	 	 	0	 	 
170044	3	0	 	 	 	12	17	1
170044	4	0	 	 	 	 	 	 
170044	5	0	 	 	 	0	 	 
170045	1	4.5	4	5	5	600	17	1
170045	2	0	 	 	 	0	 	 
170045	3	0	 	 	 	0	 	 
170045	4	0	 	 	 	 	 	 
170045	5	0	 	 	 	0	 	 
170046	1	3	4	5	5	400	17	1
170046	2	0	 	 	 	0	 	 
170046	3	0	 	 	 	0	 	 
170046	4	1.5	4	5	5	 	 	 
170046	5	0	 	 	 	0	 	 
170047	1	7	4	5	5	800	17	1
170047	2	0	 	 	 	0	 	 
170047	3	0	 	 	 	0	 	 
170047	4	0	 	 	 	 	 	 
170047	5	0	 	 	 	0	 	 
170048	1	3.5	4	5	5	400	17	1
170048	2	0	 	 	 	0	 	 
170048	3	0	 	 	 	0	 	 
170048	4	0	 	 	 	 	 	 
170048	5	0	 	 	 	0	 	 
170049	1	3	4	5	5	1000	17	1
170049	2	0	 	 	 	0	 	 
170049	3	0	 	 	 	0	 	 
170049	4	2	4	5	5	 	 	 
170049	5	0	 	 	 	0	 	 
170050	1	6	4	5	5	1000	17	1
170050	2	0	 	 	 	0	 	 
170050	3	0	 	 	 	0	 	 
170050	4	2	4	5	5	 	 	 
170050	5	0	 	 	 	0	 	 
170051	1	6.5	4	5	5	1200	17	2
170051	2	0	 	 	 	0	 	 
170051	3	0	 	 	 	0	 	 
170051	4	5	4	5	5	 	 	 
170051	5	0	 	 	 	0	 	 
170052	1	4	4	5	5	500	17	1
170052	2	0	 	 	 	0	 	 
170052	3	0	 	 	 	0	 	 
170052	4	2	4	5	5	 	 	 
170052	5	0	 	 	 	0	 	 
170053	1	3	4	5	5	400	17	1
170053	2	0	 	 	 	0	 	 
170053	3	0	 	 	 	0	 	 
170053	4	1.5	4	5	5	 	 	 
170053	5	0	 	 	 	0	 	 
170054	1	5	4	5	5	400	17	1
170054	2	0	 	 	 	0	 	 
170054	3	0	 	 	 	0	 	 
170054	4	5	4	5	5	 	 	 
170054	5	0	 	 	 	0	 	 
170055	1	7.5	4	5	1	800	17	1
170055	2	0	 	 	 	0	 	 
170055	3	0	 	 	 	0	 	 
170055	4	0	 	 	 	 	 	 
170055	5	0	 	 	 	0	 	 
170056	1	4	4	5	5	400	17	1
170056	2	0	 	 	 	0	 	 
170056	3	0	 	 	 	0	 	 
170056	4	0	 	 	 	 	 	 
170056	5	0	 	 	 	0	 	 
170057	1	6	4	5	1	400	17	1
170057	2	0	 	 	 	0	 	 
170057	3	0	 	 	 	0	 	 
170057	4	0	 	 	 	 	 	 
170057	5	0	 	 	 	0	 	 
170058	1	6	4	5	5	400	17	3
170058	2	0	 	 	 	0	 	 
170058	3	.119999997317791	4	5	4	0	 	 
170058	4	2	4	5	5	 	 	 
170058	5	0	 	 	 	0	 	 
170059	1	6	4	5	5	375	17	1
170059	2	0	 	 	 	0	 	 
170059	3	0	 	 	 	0	 	 
170059	4	0	 	 	 	 	 	 
170059	5	0	 	 	 	0	 	 
170060	1	5	4	5	5	400	17	1
170060	2	0	 	 	 	0	 	 
170060	3	0	 	 	 	0	 	 
170060	4	0	 	 	 	 	 	 
170060	5	0	 	 	 	0	 	 
170061	1	5	4	5	1	800	17	1
170061	2	0	 	 	 	0	 	 
170061	3	0	 	 	 	0	 	 
170061	4	0	 	 	 	 	 	 
170061	5	0	 	 	 	0	 	 
170062	1	6	4	5	5	600	17	1
170062	2	0	 	 	 	0	 	 
170062	3	0	 	 	 	0	 	 
170062	4	1	4	5	5	 	 	 
170062	5	0	 	 	 	0	 	 
170063	1	3	4	10	5	600	17	1
170063	2	0	 	 	 	0	 	 
170063	3	0	 	 	 	0	 	 
170063	4	0	 	 	 	 	 	 
170063	5	0	 	 	 	0	 	 
170064	1	6	4	5	5	500	17	1
170064	2	0	 	 	 	0	 	 
170064	3	0	 	 	 	0	 	 
170064	4	3	4	5	5	 	 	 
170064	5	0	 	 	 	0	 	 
170065	1	6	4	5	5	500	17	3
170065	2	0	 	 	 	0	 	 
170065	3	0	 	 	 	0	 	 
170065	4	0	 	 	 	 	 	 
170065	5	0	 	 	 	0	 	 
170066	1	5	4	5	5	700	17	1
170066	2	0	 	 	 	0	 	 
170066	3	0	 	 	 	0	 	 
170066	4	3	4	5	5	 	 	 
170066	5	0	 	 	 	0	 	 
170067	1	3	4	5	5	400	17	1
170067	2	0	 	 	 	0	 	 
170067	3	0	 	 	 	0	 	 
170067	4	2	4	5	5	 	 	 
170067	5	0	 	 	 	0	 	 
170069	1	7.5	4	5	5	400	17	1
170069	2	0	 	 	 	0	 	 
170069	3	0	 	 	 	0	 	 
170069	4	11	4	5	5	 	 	 
170069	5	0	 	 	 	0	 	 
170070	1	3	4	5	5	800	4	1
170070	2	0	 	 	 	0	 	 
170070	3	0	 	 	 	0	 	 
170070	4	2	4	5	5	 	 	 
170070	5	0	 	 	 	0	 	 
170071	1	5	4	5	5	500	17	1
170071	2	0	 	 	 	0	 	 
170071	3	0	 	 	 	0	 	 
170071	4	2	4	5	5	 	 	 
170071	5	0	 	 	 	0	 	 
170072	1	2	4	5	5	400	17	1
170072	2	0	 	 	 	0	 	 
170072	3	0	 	 	 	0	 	 
170072	4	0	 	 	 	 	 	 
170072	5	0	 	 	 	0	 	 
170073	1	4	4	5	5	400	17	1
170073	2	0	 	 	 	0	 	 
170073	3	0	 	 	 	0	 	 
170073	4	0	 	 	 	 	 	 
170073	5	0	 	 	 	0	 	 
170074	1	5	4	10	1	400	17	1
170074	2	0	 	 	 	0	 	 
170074	3	0	 	 	 	0	 	 
170074	4	0	 	 	 	 	 	 
170074	5	0	 	 	 	0	 	 
170075	1	5	4	5	5	400	17	1
170075	2	0	 	 	 	0	 	 
170075	3	0	 	 	 	0	 	 
170075	4	2	4	5	5	 	 	 
170075	5	0	 	 	 	0	 	 
170076	1	6	4	5	5	900	17	1
170076	2	0	 	 	 	0	 	 
170076	3	0	 	 	 	0	 	 
170076	4	4	4	5	5	 	 	 
170076	5	0	 	 	 	0	 	 
170077	1	6	4	5	5	910	17	1
170077	2	0	 	 	 	0	 	 
170077	3	0	 	 	 	0	 	 
170077	4	2	4	5	5	 	 	 
170077	5	0	 	 	 	0	 	 
170079	1	6.5	4	5	5	400	17	1
170079	2	0	 	 	 	0	 	 
170079	3	0	 	 	 	0	 	 
170079	4	0	 	 	 	 	 	 
170079	5	0	 	 	 	0	 	 
170080	1	4	4	5	5	400	17	1
170080	2	0	 	 	 	0	 	 
170080	3	0	 	 	 	0	 	 
170080	4	5	4	5	5	 	 	 
170080	5	0	 	 	 	0	 	 
170081	1	3	4	5	5	250	17	1
170081	2	0	 	 	 	0	 	 
170081	3	0	 	 	 	0	 	 
170081	4	0	 	 	 	 	 	 
170081	5	0	 	 	 	0	 	 
170082	1	5	4	5	1	1	4	1
170082	2	0	 	 	 	0	 	 
170082	3	0	 	 	 	0	 	 
170082	4	2	4	5	5	 	 	 
170082	5	0	 	 	 	0	 	 
170083	1	3	4	5	5	400	17	1
170083	2	0	 	 	 	0	 	 
170083	3	0	 	 	 	0	 	 
170083	4	0	 	 	 	 	 	 
170083	5	0	 	 	 	0	 	 
170084	1	6	4	5	5	400	17	1
170084	2	0	 	 	 	0	 	 
170084	3	0	 	 	 	0	 	 
170084	4	0	 	 	 	 	 	 
170084	5	0	 	 	 	0	 	 
170085	1	3	4	5	5	250	17	1
170085	2	0	 	 	 	0	 	 
170085	3	0	 	 	 	0	 	 
170085	4	0	 	 	 	 	 	 
170085	5	0	 	 	 	0	 	 
170086	1	2	4	5	5	400	17	1
170086	2	0	 	 	 	0	 	 
170086	3	0	 	 	 	0	 	 
170086	4	0	 	 	 	 	 	 
170086	5	0	 	 	 	0	 	 
170087	1	6	4	5	5	650	17	1
170087	2	0	 	 	 	0	 	 
170087	3	0	 	 	 	0	 	 
170087	4	0	 	 	 	 	 	 
170087	5	0	 	 	 	0	 	 
170088	1	7	4	5	5	500	17	2
170088	2	0	 	 	 	0	 	 
170088	3	0	 	 	 	0	 	 
170088	4	0	 	 	 	 	 	 
170088	5	0	 	 	 	0	 	 
170089	1	4	4	5	5	400	17	1
170089	2	0	 	 	 	0	 	 
170089	3	0	 	 	 	0	 	 
170089	4	2	4	5	5	 	 	 
170089	5	0	 	 	 	0	 	 
170090	1	5	4	5	5	600	17	1
170090	2	0	 	 	 	0	 	 
170090	3	0	 	 	 	0	 	 
170090	4	0	 	 	 	 	 	 
170090	5	0	 	 	 	0	 	 
170091	1	3	4	5	5	400	17	1
170091	2	0	 	 	 	0	 	 
170091	3	0	 	 	 	0	 	 
170091	4	1	4	5	5	 	 	 
170091	5	0	 	 	 	0	 	 
170092	1	8	4	5	5	900	17	2
170092	2	0	 	 	 	0	 	 
170092	3	0	 	 	 	0	 	 
170092	4	0	 	 	 	 	 	 
170092	5	0	 	 	 	0	 	 
170093	1	4	4	5	5	800	17	1
170093	2	0	 	 	 	0	 	 
170093	3	0	 	 	 	0	 	 
170093	4	0	 	 	 	 	 	 
170093	5	0	 	 	 	0	 	 
170094	1	5	4	5	5	400	17	1
170094	2	0	 	 	 	0	 	 
170094	3	0	 	 	 	0	 	 
170094	4	0	 	 	 	 	 	 
170094	5	0	 	 	 	0	 	 
170095	1	2	5	5	5	200	17	1
170095	2	0	 	 	 	0	 	 
170095	3	0	 	 	 	0	 	 
170095	4	0	 	 	 	 	 	 
170095	5	0	 	 	 	0	 	 
170096	1	3	4	5	5	800	17	1
170096	2	0	 	 	 	0	 	 
170096	3	2	4	5	4	0	 	 
170096	4	0	 	 	 	 	 	 
170096	5	0	 	 	 	0	 	 
170097	1	2	4	10	5	0	 	 
170097	2	0	 	 	 	250	17	1
170097	3	0	 	 	 	0	 	 
170097	4	0	 	 	 	 	 	 
170097	5	0	 	 	 	0	 	 
170098	1	8	4	5	1	500	17	1
170098	2	0	 	 	 	0	 	 
170098	3	0	 	 	 	0	 	 
170098	4	0	 	 	 	 	 	 
170098	5	0	 	 	 	0	 	 
170099	1	4.5	4	5	5	400	17	1
170099	2	0	 	 	 	0	 	 
170099	3	0	 	 	 	0	 	 
170099	4	0	 	 	 	 	 	 
170099	5	0	 	 	 	0	 	 
170100	1	3.25	4	5	1	800	17	1
170100	2	0	 	 	 	0	 	 
170100	3	0	 	 	 	0	 	 
170100	4	1	4	5	4	 	 	 
170100	5	0	 	 	 	0	 	 
180001	1	2	4	5	5	600	17	2
180001	2	0	 	 	 	0	 	 
180001	3	0	 	 	 	0	 	 
180001	4	0	 	 	 	 	 	 
180001	5	0	 	 	 	0	 	 
180002	1	1	4	5	5	100	17	1
