CHILDCODE	LANDIDR5	TOTINDR5	USEINDR5	TOTLNDR5	USERANR5	USEDRYR5	PRIRRR5
20062	1	.0299999993294477	1	2	5	11	 
20062	2	0	 	0	 	 	 
20062	3	0	 	0	 	 	 
20062	4	 	 	0	 	 	 
20062	5	0	 	0	 	 	 
20063	1	.0500000007450581	1	1	13	13	2
20063	2	0	 	0	 	 	 
20063	3	0	 	0	 	 	 
20063	4	 	 	0	 	 	 
20063	5	0	 	0	 	 	 
20064	1	.0799999982118607	1	1	5	11	 
20064	2	0	 	0	 	 	 
20064	3	0	 	0	 	 	 
20064	4	 	 	0	 	 	 
20064	5	0	 	0	 	 	 
20065	1	.0599999986588955	1	1	5	11	 
20065	2	0	 	0	 	 	 
20065	3	0	 	0	 	 	 
20065	4	 	 	0	 	 	 
20065	5	0	 	0	 	 	 
20066	1	.0500000007450581	1	0	 	 	 
20066	2	0	 	0	 	 	 
20066	3	0	 	0	 	 	 
20066	4	 	 	0	 	 	 
20066	5	0	 	0	 	 	 
20067	1	.0299999993294477	1	0	 	 	 
20067	2	0	 	0	 	 	 
20067	3	0	 	0	 	 	 
20067	4	 	 	0	 	 	 
20067	5	0	 	0	 	 	 
20068	1	.0500000007450581	1	0	 	 	 
20068	2	0	 	0	 	 	 
20068	3	0	 	0	 	 	 
20068	4	 	 	0	 	 	 
20068	5	0	 	0	 	 	 
20069	1	.0500000007450581	1	1	5	11	 
20069	2	0	 	0	 	 	 
20069	3	0	 	0	 	 	 
20069	4	 	 	0	 	 	 
20069	5	0	 	0	 	 	 
20070	1	.0500000007450581	1	1	5	11	 
20070	2	0	 	0	 	 	 
20070	3	0	 	0	 	 	 
20070	4	 	 	0	 	 	 
20070	5	0	 	0	 	 	 
20071	1	.0399999991059303	1	.5	5	11	 
20071	2	0	 	0	 	 	 
20071	3	0	 	0	 	 	 
20071	4	 	 	0	 	 	 
20071	5	0	 	0	 	 	 
20072	1	.0500000007450581	1	3	5	11	 
20072	2	0	 	0	 	 	 
20072	3	0	 	0	 	 	 
20072	4	 	 	0	 	 	 
20072	5	0	 	0	 	 	 
20073	1	.0500000007450581	1	0	 	 	 
20073	2	0	 	0	 	 	 
20073	3	0	 	3	5	11	 
20073	4	 	 	0	 	 	 
20073	5	0	 	0	 	 	 
20074	1	.0399999991059303	1	2	5	11	 
20074	2	0	 	0	 	 	 
20074	3	0	 	0	 	 	 
20074	4	 	 	0	 	 	 
20074	5	0	 	0	 	 	 
20075	1	.0399999991059303	1	1	5	11	 
20075	2	0	 	0	 	 	 
20075	3	0	 	0	 	 	 
20075	4	 	 	0	 	 	 
20075	5	0	 	0	 	 	 
20076	1	.0500000007450581	1	2	5	11	 
20076	2	0	 	0	 	 	 
20076	3	0	 	0	 	 	 
20076	4	 	 	0	 	 	 
20076	5	0	 	0	 	 	 
20078	1	.0500000007450581	1	2	5	11	 
20078	2	0	 	0	 	 	 
20078	3	0	 	0	 	 	 
20078	4	 	 	0	 	 	 
20078	5	0	 	0	 	 	 
20079	1	.0299999993294477	1	0	 	 	 
20079	2	0	 	0	 	 	 
20079	3	0	 	0	 	 	 
20079	4	 	 	0	 	 	 
20079	5	0	 	0	 	 	 
20080	1	.0299999993294477	1	5	5	11	 
20080	2	0	 	0	 	 	 
20080	3	0	 	0	 	 	 
20080	4	 	 	0	 	 	 
20080	5	0	 	0	 	 	 
20081	1	.0500000007450581	1	2	5	11	 
20081	2	0	 	0	 	 	 
20081	3	0	 	0	 	 	 
20081	4	 	 	0	 	 	 
20081	5	0	 	0	 	 	 
20082	1	.0500000007450581	1	.5	5	11	 
20082	2	0	 	0	 	 	 
20082	3	0	 	0	 	 	 
20082	4	 	 	0	 	 	 
20082	5	0	 	0	 	 	 
20083	1	.0599999986588955	1	1	5	11	 
20083	2	0	 	0	 	 	 
20083	3	0	 	0	 	 	 
20083	4	 	 	0	 	 	 
20083	5	0	 	0	 	 	 
20084	1	.0500000007450581	1	2	5	11	 
20084	2	0	 	0	 	 	 
20084	3	0	 	0	 	 	 
20084	4	 	 	0	 	 	 
20084	5	0	 	0	 	 	 
20085	1	.0299999993294477	1	2	5	11	 
20085	2	0	 	0	 	 	 
20085	3	0	 	0	 	 	 
20085	4	 	 	0	 	 	 
20085	5	0	 	0	 	 	 
20086	1	.0299999993294477	1	2.5	5	5	1
20086	2	0	 	0	 	 	 
20086	3	0	 	0	 	 	 
20086	4	 	 	0	 	 	 
20086	5	0	 	0	 	 	 
20087	1	.0299999993294477	1	1	5	11	 
20087	2	0	 	0	 	 	 
20087	3	0	 	2	5	11	 
20087	4	 	 	0	 	 	 
20087	5	0	 	0	 	 	 
20088	1	.0599999986588955	1	0	 	 	 
20088	2	0	 	0	 	 	 
20088	3	0	 	0	 	 	 
20088	4	 	 	0	 	 	 
20088	5	0	 	0	 	 	 
20089	1	.0299999993294477	1	3	5	11	 
20089	2	0	 	0	 	 	 
20089	3	0	 	0	 	 	 
20089	4	 	 	0	 	 	 
20089	5	0	 	0	 	 	 
20090	1	.0500000007450581	1	0	 	 	 
20090	2	0	 	0	 	 	 
20090	3	0	 	0	 	 	 
20090	4	 	 	0	 	 	 
20090	5	0	 	0	 	 	 
20091	1	.0299999993294477	1	0	 	 	 
20091	2	0	 	0	 	 	 
20091	3	0	 	0	 	 	 
20091	4	 	 	0	 	 	 
20091	5	0	 	0	 	 	 
20092	1	.0399999991059303	1	5	5	11	 
20092	2	0	 	0	 	 	 
20092	3	0	 	0	 	 	 
20092	4	 	 	0	 	 	 
20092	5	0	 	0	 	 	 
20093	1	.0399999991059303	1	0	 	 	 
20093	2	0	 	0	 	 	 
20093	3	0	 	0	 	 	 
20093	4	 	 	0	 	 	 
20093	5	0	 	0	 	 	 
20094	1	.0500000007450581	1	0	 	 	 
20094	2	0	 	0	 	 	 
20094	3	0	 	0	 	 	 
20094	4	 	 	0	 	 	 
20094	5	0	 	0	 	 	 
20095	1	.0299999993294477	1	2	5	11	 
20095	2	0	 	0	 	 	 
20095	3	0	 	0	 	 	 
20095	4	 	 	0	 	 	 
20095	5	0	 	0	 	 	 
20096	1	.0500000007450581	1	2	5	11	 
20096	2	0	 	0	 	 	 
20096	3	0	 	0	 	 	 
20096	4	 	 	0	 	 	 
20096	5	0	 	0	 	 	 
20097	1	.0299999993294477	1	4	5	11	 
20097	2	0	 	0	 	 	 
20097	3	0	 	0	 	 	 
20097	4	 	 	0	 	 	 
20097	5	0	 	0	 	 	 
20098	1	.0299999993294477	1	1	5	11	 
20098	2	0	 	0	 	 	 
20098	3	0	 	0	 	 	 
20098	4	 	 	0	 	 	 
20098	5	0	 	0	 	 	 
20099	1	.0500000007450581	1	0	 	 	 
20099	2	0	 	0	 	 	 
20099	3	0	 	0	 	 	 
20099	4	 	 	0	 	 	 
20099	5	0	 	0	 	 	 
20100	1	0	 	0	 	 	 
20100	2	0	 	0	 	 	 
20100	3	.0199999995529652	1	0	 	 	 
20100	4	 	 	0	 	 	 
20100	5	0	 	0	 	 	 
30001	1	.0399999991059303	1	0	 	 	 
30001	2	0	 	0	 	 	 
30001	3	0	 	0	 	 	 
30001	4	 	 	0	 	 	 
30001	5	0	 	0	 	 	 
30003	1	0	 	 	 	 	 
30003	2	0	 	 	 	 	 
30003	3	0	 	 	 	 	 
30003	4	 	 	 	 	 	 
30003	5	0	 	 	 	 	 
30004	1	0	 	 	 	 	 
30004	2	0	 	 	 	 	 
30004	3	0	 	 	 	 	 
30004	4	 	 	 	 	 	 
30004	5	0	 	 	 	 	 
30005	1	.0199999995529652	1	0	 	 	 
30005	2	0	 	0	 	 	 
30005	3	0	 	0	 	 	 
30005	4	 	 	0	 	 	 
30005	5	0	 	0	 	 	 
30006	1	.00999999977648258	1	0	 	 	 
30006	2	0	 	0	 	 	 
30006	3	0	 	0	 	 	 
30006	4	 	 	0	 	 	 
30006	5	0	 	0	 	 	 
30007	1	0	 	 	 	 	 
30007	2	0	 	 	 	 	 
30007	3	0	 	 	 	 	 
30007	4	 	 	 	 	 	 
30007	5	0	 	 	 	 	 
30008	1	0	 	 	 	 	 
30008	2	0	 	 	 	 	 
30008	3	0	 	 	 	 	 
30008	4	 	 	 	 	 	 
30008	5	0	 	 	 	 	 
30009	1	0	 	 	 	 	 
30009	2	0	 	 	 	 	 
30009	3	0	 	 	 	 	 
30009	4	 	 	 	 	 	 
30009	5	0	 	 	 	 	 
30010	1	.0399999991059303	1	3	5	11	 
30010	2	0	 	0	 	 	 
30010	3	0	 	0	 	 	 
30010	4	 	 	0	 	 	 
30010	5	0	 	0	 	 	 
30011	1	4	1	 	 	 	 
30011	2	0	 	 	 	 	 
30011	3	0	 	 	 	 	 
30011	4	 	 	 	 	 	 
30011	5	0	 	 	 	 	 
30012	1	.00999999977648258	1	0	 	 	 
30012	2	0	 	0	 	 	 
30012	3	0	 	0	 	 	 
30012	4	 	 	0	 	 	 
30012	5	0	 	0	 	 	 
30013	1	.0199999995529652	1	0	 	 	 
30013	2	0	 	0	 	 	 
30013	3	0	 	0	 	 	 
30013	4	 	 	0	 	 	 
30013	5	0	 	0	 	 	 
30014	1	0	 	 	 	 	 
30014	2	0	 	 	 	 	 
30014	3	0	 	 	 	 	 
30014	4	 	 	 	 	 	 
30014	5	0	 	 	 	 	 
30015	1	.0199999995529652	11	2	5	11	 
30015	2	0	 	0	 	 	 
30015	3	0	 	0	 	 	 
30015	4	 	 	0	 	 	 
30015	5	0	 	0	 	 	 
30016	1	0	 	 	 	 	 
30016	2	0	 	 	 	 	 
30016	3	0	 	 	 	 	 
30016	4	 	 	 	 	 	 
30016	5	0	 	 	 	 	 
30017	1	.150000005960464	1	0	 	 	 
30017	2	0	 	0	 	 	 
30017	3	0	 	0	 	 	 
30017	4	 	 	0	 	 	 
30017	5	0	 	0	 	 	 
30018	1	.00999999977648258	1	0	 	 	 
30018	2	0	 	0	 	 	 
30018	3	0	 	0	 	 	 
30018	4	 	 	0	 	 	 
30018	5	0	 	0	 	 	 
30019	1	.0199999995529652	1	0	 	 	 
30019	2	0	 	0	 	 	 
30019	3	0	 	0	 	 	 
30019	4	 	 	0	 	 	 
30019	5	0	 	0	 	 	 
30020	1	.850000023841858	3	.5	5	11	 
30020	2	0	 	0	 	 	 
30020	3	0	 	0	 	 	 
30020	4	 	 	0	 	 	 
30020	5	0	 	0	 	 	 
30021	1	.00999999977648258	1	0	 	 	 
30021	2	0	 	0	 	 	 
30021	3	0	 	0	 	 	 
30021	4	 	 	0	 	 	 
30021	5	0	 	0	 	 	 
30022	1	.00999999977648258	1	0	 	 	 
30022	2	0	 	0	 	 	 
30022	3	0	 	0	 	 	 
30022	4	 	 	0	 	 	 
30022	5	0	 	0	 	 	 
30023	1	0	 	 	 	 	 
30023	2	0	 	 	 	 	 
30023	3	0	 	 	 	 	 
30023	4	 	 	 	 	 	 
30023	5	0	 	 	 	 	 
30024	1	.00999999977648258	1	0	 	 	 
30024	2	0	 	0	 	 	 
30024	3	0	 	0	 	 	 
30024	4	 	 	0	 	 	 
30024	5	0	 	0	 	 	 
30026	1	.0700000002980232	1	0	 	 	 
30026	2	0	 	0	 	 	 
30026	3	0	 	0	 	 	 
30026	4	 	 	0	 	 	 
30026	5	0	 	0	 	 	 
30027	1	.0199999995529652	1	0	 	 	 
30027	2	0	 	0	 	 	 
30027	3	0	 	0	 	 	 
30027	4	 	 	0	 	 	 
30027	5	0	 	0	 	 	 
30028	1	.0299999993294477	11	 	 	 	 
30028	2	0	 	 	 	 	 
30028	3	0	 	 	 	 	 
30028	4	 	 	 	 	 	 
30028	5	0	 	 	 	 	 
30029	1	.0199999995529652	1	0	 	 	 
30029	2	0	 	0	 	 	 
30029	3	0	 	0	 	 	 
30029	4	 	 	0	 	 	 
30029	5	0	 	0	 	 	 
30030	1	0	 	 	 	 	 
30030	2	0	 	 	 	 	 
30030	3	0	 	 	 	 	 
30030	4	 	 	 	 	 	 
30030	5	0	 	 	 	 	 
30031	1	.0500000007450581	1	0	 	 	 
30031	2	0	 	0	 	 	 
30031	3	0	 	0	 	 	 
30031	4	 	 	0	 	 	 
30031	5	0	 	0	 	 	 
30032	1	.00999999977648258	1	0	 	 	 
30032	2	0	 	0	 	 	 
30032	3	0	 	0	 	 	 
30032	4	 	 	0	 	 	 
30032	5	0	 	0	 	 	 
30033	1	.00999999977648258	1	0	 	 	 
30033	2	0	 	0	 	 	 
30033	3	0	 	0	 	 	 
30033	4	 	 	0	 	 	 
30033	5	0	 	0	 	 	 
30034	1	.0399999991059303	1	0	 	 	 
30034	2	0	 	0	 	 	 
30034	3	0	 	0	 	 	 
30034	4	 	 	0	 	 	 
30034	5	0	 	0	 	 	 
30035	1	0	 	 	 	 	 
30035	2	0	 	 	 	 	 
30035	3	0	 	 	 	 	 
30035	4	 	 	 	 	 	 
30035	5	0	 	 	 	 	 
30036	1	0	 	 	 	 	 
30036	2	0	 	 	 	 	 
30036	3	0	 	 	 	 	 
30036	4	 	 	 	 	 	 
30036	5	0	 	 	 	 	 
30037	1	.00999999977648258	1	0	 	 	 
30037	2	0	 	0	 	 	 
30037	3	0	 	0	 	 	 
30037	4	 	 	0	 	 	 
30037	5	0	 	0	 	 	 
30038	1	0	 	 	 	 	 
30038	2	0	 	 	 	 	 
30038	3	0	 	 	 	 	 
30038	4	 	 	 	 	 	 
30038	5	0	 	 	 	 	 
30039	1	0	 	 	 	 	 
30039	2	0	 	 	 	 	 
30039	3	0	 	 	 	 	 
30039	4	 	 	 	 	 	 
30039	5	0	 	 	 	 	 
30040	1	0	 	 	 	 	 
30040	2	0	 	 	 	 	 
30040	3	0	 	 	 	 	 
30040	4	 	 	 	 	 	 
30040	5	0	 	 	 	 	 
30042	1	0	 	 	 	 	 
30042	2	0	 	 	 	 	 
30042	3	0	 	 	 	 	 
30042	4	 	 	 	 	 	 
30042	5	0	 	 	 	 	 
30045	1	.0900000035762787	1	2	5	5	4
30045	2	0	 	0	 	 	 
30045	3	0	 	0	 	 	 
30045	4	 	 	0	 	 	 
30045	5	0	 	0	 	 	 
30047	1	.0700000002980232	1	0	 	 	 
30047	2	0	 	0	 	 	 
30047	3	0	 	0	 	 	 
30047	4	 	 	0	 	 	 
30047	5	0	 	0	 	 	 
30048	1	.0199999995529652	1	0	 	 	 
30048	2	0	 	0	 	 	 
30048	3	0	 	0	 	 	 
30048	4	 	 	0	 	 	 
30048	5	0	 	0	 	 	 
30050	1	.0199999995529652	1	2.5	11	11	 
30050	2	0	 	0	 	 	 
30050	3	0	 	0	 	 	 
30050	4	 	 	0	 	 	 
30050	5	0	 	0	 	 	 
30051	1	.00999999977648258	1	0	 	 	 
30051	2	0	 	0	 	 	 
30051	3	0	 	0	 	 	 
30051	4	 	 	0	 	 	 
30051	5	0	 	0	 	 	 
30052	1	.0199999995529652	1	0	 	 	 
30052	2	0	 	0	 	 	 
30052	3	0	 	0	 	 	 
30052	4	 	 	0	 	 	 
30052	5	0	 	0	 	 	 
30053	1	.0199999995529652	1	 	 	 	 
30053	2	0	 	 	 	 	 
30053	3	0	 	 	 	 	 
30053	4	 	 	 	 	 	 
30053	5	0	 	 	 	 	 
30054	1	.0500000007450581	1	0	 	 	 
30054	2	0	 	0	 	 	 
30054	3	0	 	0	 	 	 
30054	4	 	 	0	 	 	 
30054	5	0	 	0	 	 	 
30055	1	.0199999995529652	1	0	 	 	 
30055	2	0	 	0	 	 	 
30055	3	0	 	0	 	 	 
30055	4	 	 	0	 	 	 
30055	5	0	 	0	 	 	 
30056	1	0	 	 	 	 	 
30056	2	0	 	 	 	 	 
30056	3	0	 	 	 	 	 
30056	4	 	 	 	 	 	 
30056	5	0	 	 	 	 	 
30057	1	0	 	 	 	 	 
30057	2	0	 	 	 	 	 
30057	3	0	 	 	 	 	 
30057	4	 	 	 	 	 	 
30057	5	0	 	 	 	 	 
30058	1	.00999999977648258	1	 	 	 	 
30058	2	0	 	 	 	 	 
30058	3	0	 	 	 	 	 
30058	4	 	 	 	 	 	 
30058	5	0	 	 	 	 	 
30059	1	.00999999977648258	1	0	 	 	 
30059	2	0	 	0	 	 	 
30059	3	0	 	0	 	 	 
30059	4	 	 	0	 	 	 
30059	5	0	 	0	 	 	 
30061	1	0	 	 	 	 	 
30061	2	0	 	 	 	 	 
30061	3	0	 	 	 	 	 
30061	4	 	 	 	 	 	 
30061	5	0	 	 	 	 	 
30063	1	.0500000007450581	1	.400000005960464	5	11	 
30063	2	0	 	0	 	 	 
30063	3	0	 	0	 	 	 
30063	4	 	 	0	 	 	 
30063	5	0	 	0	 	 	 
30064	1	0	 	 	 	 	 
30064	2	0	 	 	 	 	 
30064	3	0	 	 	 	 	 
30064	4	 	 	 	 	 	 
30064	5	0	 	 	 	 	 
30065	1	.00999999977648258	1	0	 	 	 
30065	2	0	 	0	 	 	 
30065	3	0	 	0	 	 	 
30065	4	 	 	0	 	 	 
30065	5	0	 	0	 	 	 
30066	1	0	 	 	 	 	 
30066	2	0	 	 	 	 	 
30066	3	0	 	 	 	 	 
30066	4	 	 	 	 	 	 
30066	5	0	 	 	 	 	 
30067	1	.0199999995529652	1	0	 	 	 
30067	2	0	 	0	 	 	 
30067	3	0	 	0	 	 	 
30067	4	 	 	0	 	 	 
30067	5	0	 	0	 	 	 
30068	1	0	 	 	 	 	 
30068	2	0	 	 	 	 	 
30068	3	0	 	 	 	 	 
30068	4	 	 	 	 	 	 
30068	5	0	 	 	 	 	 
30069	1	.00999999977648258	1	0	 	 	 
30069	2	0	 	0	 	 	 
30069	3	0	 	0	 	 	 
30069	4	 	 	0	 	 	 
30069	5	0	 	0	 	 	 
30070	1	.00999999977648258	1	0	 	 	 
30070	2	0	 	0	 	 	 
30070	3	0	 	0	 	 	 
30070	4	 	 	0	 	 	 
30070	5	0	 	0	 	 	 
30071	1	0	 	 	 	 	 
30071	2	0	 	 	 	 	 
30071	3	0	 	 	 	 	 
30071	4	 	 	 	 	 	 
30071	5	0	 	 	 	 	 
30072	1	.00999999977648258	1	0	 	 	 
30072	2	0	 	0	 	 	 
30072	3	0	 	0	 	 	 
30072	4	 	 	0	 	 	 
30072	5	0	 	0	 	 	 
30073	1	.00999999977648258	1	1	5	11	 
30073	2	0	 	0	 	 	 
30073	3	0	 	0	 	 	 
30073	4	 	 	0	 	 	 
30073	5	0	 	0	 	 	 
30074	1	0	 	 	 	 	 
30074	2	0	 	 	 	 	 
30074	3	0	 	 	 	 	 
30074	4	 	 	 	 	 	 
30074	5	0	 	 	 	 	 
30075	1	.0199999995529652	1	0	 	 	 
30075	2	0	 	0	 	 	 
30075	3	0	 	0	 	 	 
30075	4	 	 	0	 	 	 
30075	5	0	 	0	 	 	 
30076	1	0	 	 	 	 	 
30076	2	0	 	 	 	 	 
30076	3	0	 	 	 	 	 
30076	4	 	 	 	 	 	 
30076	5	0	 	 	 	 	 
30078	1	0	 	 	 	 	 
30078	2	0	 	 	 	 	 
30078	3	0	 	 	 	 	 
30078	4	 	 	 	 	 	 
30078	5	0	 	 	 	 	 
30079	1	.00999999977648258	1	0	 	 	 
30079	2	0	 	0	 	 	 
30079	3	0	 	0	 	 	 
30079	4	 	 	0	 	 	 
30079	5	0	 	0	 	 	 
30080	1	0	 	 	 	 	 
30080	2	0	 	 	 	 	 
30080	3	0	 	 	 	 	 
30080	4	 	 	 	 	 	 
30080	5	0	 	 	 	 	 
30081	1	0	 	 	 	 	 
30081	2	0	 	 	 	 	 
30081	3	0	 	 	 	 	 
30081	4	 	 	 	 	 	 
30081	5	0	 	 	 	 	 
30082	1	.0199999995529652	1	0	 	 	 
30082	2	0	 	0	 	 	 
30082	3	0	 	0	 	 	 
30082	4	 	 	0	 	 	 
30082	5	0	 	0	 	 	 
30083	1	0	 	 	 	 	 
30083	2	0	 	 	 	 	 
30083	3	0	 	 	 	 	 
30083	4	 	 	 	 	 	 
30083	5	0	 	 	 	 	 
30084	1	.00999999977648258	1	0	 	 	 
30084	2	0	 	0	 	 	 
30084	3	0	 	0	 	 	 
30084	4	 	 	0	 	 	 
30084	5	0	 	0	 	 	 
30085	1	.0199999995529652	1	0	 	 	 
30085	2	0	 	0	 	 	 
30085	3	0	 	0	 	 	 
30085	4	 	 	0	 	 	 
30085	5	0	 	0	 	 	 
30086	1	.0199999995529652	1	0	 	 	 
30086	2	0	 	0	 	 	 
30086	3	0	 	0	 	 	 
30086	4	 	 	0	 	 	 
30086	5	0	 	0	 	 	 
30087	1	0	 	 	 	 	 
30087	2	0	 	 	 	 	 
30087	3	0	 	 	 	 	 
30087	4	 	 	 	 	 	 
30087	5	0	 	 	 	 	 
30088	1	.0399999991059303	1	0	 	 	 
30088	2	0	 	0	 	 	 
30088	3	0	 	0	 	 	 
30088	4	 	 	0	 	 	 
30088	5	0	 	0	 	 	 
30089	1	.0299999993294477	1	0	 	 	 
30089	2	0	 	0	 	 	 
30089	3	0	 	0	 	 	 
30089	4	 	 	0	 	 	 
30089	5	0	 	0	 	 	 
30090	1	.0399999991059303	1	0	 	 	 
30090	2	0	 	0	 	 	 
30090	3	0	 	0	 	 	 
30090	4	 	 	0	 	 	 
30090	5	0	 	0	 	 	 
30091	1	0	 	 	 	 	 
30091	2	0	 	 	 	 	 
30091	3	0	 	 	 	 	 
30091	4	 	 	 	 	 	 
30091	5	0	 	 	 	 	 
30092	1	.100000001490116	1	0	 	 	 
30092	2	0	 	0	 	 	 
30092	3	0	 	0	 	 	 
30092	4	 	 	0	 	 	 
30092	5	0	 	0	 	 	 
30093	1	.00999999977648258	1	.5	5	5	4
30093	2	0	 	0	 	 	 
30093	3	0	 	0	 	 	 
30093	4	 	 	0	 	 	 
30093	5	0	 	0	 	 	 
30094	1	.00999999977648258	1	0	 	 	 
30094	2	0	 	0	 	 	 
30094	3	0	 	0	 	 	 
30094	4	 	 	0	 	 	 
30094	5	0	 	0	 	 	 
30095	1	.00999999977648258	1	0	 	 	 
30095	2	0	 	0	 	 	 
30095	3	0	 	0	 	 	 
30095	4	 	 	0	 	 	 
30095	5	0	 	0	 	 	 
30096	1	.5	2	2	5	11	 
30096	2	0	 	0	 	 	 
30096	3	0	 	0	 	 	 
30096	4	 	 	0	 	 	 
30096	5	0	 	0	 	 	 
30097	1	.0199999995529652	1	0	 	 	 
30097	2	0	 	0	 	 	 
30097	3	0	 	0	 	 	 
30097	4	 	 	0	 	 	 
30097	5	0	 	0	 	 	 
30098	1	.0199999995529652	1	0	 	 	 
30098	2	0	 	2	5	11	 
30098	3	0	 	0	 	 	 
30098	4	 	 	0	 	 	 
30098	5	0	 	0	 	 	 
30099	1	0	 	 	 	 	 
30099	2	0	 	 	 	 	 
30099	3	0	 	 	 	 	 
30099	4	 	 	 	 	 	 
30099	5	0	 	 	 	 	 
30100	1	.0199999995529652	1	0	 	 	 
30100	2	0	 	0	 	 	 
30100	3	0	 	0	 	 	 
30100	4	 	 	0	 	 	 
30100	5	0	 	0	 	 	 
40001	1	.0399999991059303	1	1	5	11	 
40001	2	0	 	0	 	 	 
40001	3	0	 	0	 	 	 
40001	4	 	 	0	 	 	 
40001	5	0	 	0	 	 	 
40002	1	.0299999993294477	1	.200000002980232	5	11	 
40002	2	0	 	0	 	 	 
40002	3	0	 	0	 	 	 
40002	4	 	 	0	 	 	 
40002	5	0	 	0	 	 	 
40003	1	.0299999993294477	1	2	5	6	5
40003	2	0	 	0	 	 	 
40003	3	0	 	0	 	 	 
40003	4	 	 	0	 	 	 
40003	5	0	 	0	 	 	 
40004	1	.0700000002980232	2	15	5	11	 
40004	2	0	 	0	 	 	 
40004	3	0	 	0	 	 	 
40004	4	 	 	0	 	 	 
40004	5	0	 	0	 	 	 
40005	1	.0299999993294477	1	6	5	11	 
40005	2	0	 	0	 	 	 
40005	3	0	 	0	 	 	 
40005	4	 	 	0	 	 	 
40005	5	0	 	0	 	 	 
40006	1	.0299999993294477	1	.300000011920929	5	11	 
40006	2	0	 	0	 	 	 
40006	3	0	 	.5	5	11	 
40006	4	 	 	0	 	 	 
40006	5	0	 	0	 	 	 
40007	1	.0199999995529652	1	2	5	11	 
40007	2	0	 	0	 	 	 
40007	3	0	 	0	 	 	 
40007	4	 	 	0	 	 	 
40007	5	0	 	0	 	 	 
40008	1	.0199999995529652	1	3.25	5	11	 
40008	2	0	 	0	 	 	 
40008	3	0	 	0	 	 	 
40008	4	 	 	0	 	 	 
40008	5	0	 	0	 	 	 
40009	1	.0199999995529652	1	.699999988079071	5	11	 
40009	2	0	 	0	 	 	 
40009	3	0	 	0	 	 	 
40009	4	 	 	0	 	 	 
40009	5	0	 	0	 	 	 
40010	1	.0299999993294477	1	.5	5	11	 
40010	2	0	 	0	 	 	 
40010	3	0	 	.5	5	11	 
40010	4	 	 	0	 	 	 
40010	5	0	 	0	 	 	 
40011	1	.0299999993294477	1	5	5	11	 
40011	2	0	 	0	 	 	 
40011	3	0	 	0	 	 	 
40011	4	 	 	0	 	 	 
40011	5	0	 	0	 	 	 
40012	1	.0500000007450581	1	8	5	11	 
40012	2	0	 	0	 	 	 
40012	3	0	 	0	 	 	 
40012	4	 	 	0	 	 	 
40012	5	0	 	0	 	 	 
40013	1	.0199999995529652	1	5	5	11	 
40013	2	0	 	0	 	 	 
40013	3	0	 	0	 	 	 
40013	4	 	 	0	 	 	 
40013	5	0	 	0	 	 	 
40014	1	.0599999986588955	1	7	5	11	 
40014	2	0	 	0	 	 	 
40014	3	0	 	0	 	 	 
40014	4	 	 	0	 	 	 
40014	5	0	 	0	 	 	 
40015	1	.0500000007450581	1	2	5	11	 
40015	2	0	 	0	 	 	 
40015	3	0	 	0	 	 	 
40015	4	 	 	.5	5	11	 
40015	5	0	 	0	 	 	 
40016	1	.0299999993294477	1	3	5	5	3
40016	2	0	 	0	 	 	 
40016	3	0	 	0	 	 	 
40016	4	 	 	0	 	 	 
40016	5	0	 	0	 	 	 
40017	1	.0199999995529652	1	2	5	11	 
40017	2	0	 	0	 	 	 
40017	3	0	 	0	 	 	 
40017	4	 	 	0	 	 	 
40017	5	0	 	0	 	 	 
40018	1	.0199999995529652	1	3	5	11	 
40018	2	0	 	0	 	 	 
40018	3	0	 	0	 	 	 
40018	4	 	 	0	 	 	 
40018	5	0	 	0	 	 	 
40019	1	.0299999993294477	1	1	5	11	 
40019	2	0	 	0	 	 	 
40019	3	0	 	0	 	 	 
40019	4	 	 	0	 	 	 
40019	5	0	 	0	 	 	 
40020	1	.0399999991059303	1	.5	5	11	 
40020	2	0	 	0	 	 	 
40020	3	0	 	0	 	 	 
40020	4	 	 	0	 	 	 
40020	5	0	 	0	 	 	 
40021	1	.0299999993294477	1	7	5	11	 
40021	2	0	 	0	 	 	 
40021	3	0	 	0	 	 	 
40021	4	 	 	0	 	 	 
40021	5	0	 	0	 	 	 
40022	1	.0199999995529652	1	1.5	5	11	 
40022	2	0	 	0	 	 	 
40022	3	0	 	0	 	 	 
40022	4	 	 	0	 	 	 
40022	5	0	 	0	 	 	 
40023	1	.0299999993294477	1	2	5	11	 
40023	2	0	 	0	 	 	 
40023	3	0	 	0	 	 	 
40023	4	 	 	0	 	 	 
40023	5	0	 	0	 	 	 
40024	1	.0299999993294477	1	3	5	11	 
40024	2	0	 	0	 	 	 
40024	3	0	 	0	 	 	 
40024	4	 	 	0	 	 	 
40024	5	0	 	0	 	 	 
40025	1	.0299999993294477	1	1.5	5	11	 
40025	2	0	 	0	 	 	 
40025	3	0	 	0	 	 	 
40025	4	 	 	0	 	 	 
40025	5	0	 	0	 	 	 
40027	1	.0299999993294477	1	2	5	11	 
40027	2	0	 	0	 	 	 
40027	3	0	 	0	 	 	 
40027	4	 	 	0	 	 	 
40027	5	0	 	0	 	 	 
40028	1	.0299999993294477	1	1	5	11	 
40028	2	0	 	0	 	 	 
40028	3	0	 	0	 	 	 
40028	4	 	 	0	 	 	 
