CHILDCODE	EDCHSTR4	EDGRADER4	TYSCR4	SMESCHR4	PROVR4	SITER4	SCHNMER4
171027	6	8	3	1	5	20	108
171027	7	9	3	1	5	20	108
171027	8	10	3	0	5	20	155
171027	9	11	3	1	5	20	155
171027	10	12	3	1	5	20	155
171027	11	29	3	0	5	19	228
171027	12	30	3	1	5	19	228
171030	0	1	3	0	5	98	635
171030	1	2	3	1	5	98	635
171030	2	3	3	1	5	98	635
171030	3	4	3	1	5	98	635
171030	4	5	3	1	5	98	635
171030	5	6	3	0	5	20	478
171030	6	7	3	1	5	20	478
171030	7	8	3	1	5	20	478
171030	8	9	3	1	5	20	478
171030	9	10	3	0	5	18	154
171030	10	11	2	1	5	18	154
171030	11	12	3	1	5	18	154
171030	12	24	3	0	5	20	227
171031	0	1	3	0	5	17	26
171031	1	2	3	1	5	17	26
171031	2	3	3	1	5	17	26
171031	3	4	3	1	5	17	26
171031	4	5	3	1	5	17	26
171031	5	6	3	0	5	20	482
171031	6	7	3	1	5	20	482
171031	7	8	3	1	5	20	482
171031	8	9	3	1	5	20	482
171031	9	10	3	0	5	20	157
171031	10	11	3	1	5	20	157
171031	11	0	 	 	 	 	 
171031	12	0	 	 	 	 	 
171033	0	1	3	0	5	17	26
171033	1	2	3	1	5	17	26
171033	2	3	3	1	5	17	26
171033	3	4	3	1	5	17	26
171033	4	5	3	1	5	17	26
171033	5	6	3	0	5	20	482
171033	6	7	3	1	5	20	482
171033	7	8	3	1	5	20	482
171033	8	9	3	1	5	20	482
171033	9	10	3	0	5	18	154
171033	10	11	3	1	5	18	154
171033	11	12	3	1	5	18	154
171033	12	29	3	0	5	98	228
171034	0	2	3	0	5	17	26
171034	1	3	3	1	5	17	26
171034	2	4	3	1	5	17	26
171034	3	5	3	1	5	17	26
171034	4	6	3	0	5	17	110
171034	5	7	3	1	5	17	110
171034	6	8	3	1	5	17	110
171034	7	10	3	1	5	17	110
171034	8	10	3	0	5	20	157
171034	9	11	3	1	5	20	157
171034	10	12	3	1	5	20	157
171034	11	0	 	 	 	 	 
171034	12	0	 	 	 	 	 
171035	0	1	3	0	5	17	659
171035	1	2	3	1	5	17	659
171035	2	3	3	1	5	17	659
171035	3	4	3	1	5	17	659
171035	4	5	3	1	5	17	659
171035	5	6	3	0	5	18	111
171035	6	7	3	1	5	18	111
171035	7	8	3	1	5	18	111
171035	8	9	3	1	5	18	111
171035	9	10	3	0	5	18	154
171035	10	11	3	1	5	18	154
171035	11	12	3	1	5	18	154
171035	12	0	 	 	 	 	 
171037	0	1	3	0	5	17	26
171037	1	2	3	1	5	17	26
171037	2	3	3	1	5	17	26
171037	3	4	3	1	5	17	26
171037	4	5	3	1	5	17	26
171037	5	6	3	0	5	17	110
171037	6	7	3	1	5	17	110
171037	7	8	3	1	5	17	110
171037	8	9	3	1	5	17	110
171037	9	10	3	0	5	20	157
171037	10	11	3	1	5	20	157
171037	11	12	3	1	5	20	157
171037	12	0	 	 	 	 	 
171038	0	1	3	0	5	17	26
171038	1	2	3	1	5	17	26
171038	2	3	3	1	5	17	26
171038	3	4	3	1	5	17	26
171038	4	5	3	1	5	17	26
171038	5	6	3	0	5	20	108
171038	6	7	3	1	5	20	108
171038	7	8	3	1	5	20	108
171038	8	9	3	1	5	20	108
171038	9	10	3	0	5	18	154
171038	10	11	3	1	5	18	154
171038	11	12	3	1	5	18	154
171038	12	29	3	0	5	98	232
171040	0	50	3	0	5	20	973
171040	1	1	3	0	5	20	22
171040	2	2	3	1	5	20	22
171040	3	3	3	1	5	20	22
171040	4	4	3	1	5	20	22
171040	5	5	3	1	5	20	22
171040	6	6	3	0	5	20	107
171040	7	7	3	1	5	20	107
171040	8	8	3	1	5	20	107
171040	9	9	3	1	5	20	107
171040	10	10	3	0	5	20	158
171040	11	11	3	1	5	20	158
171040	12	12	3	1	5	20	158
171041	0	1	3	0	5	17	26
171041	1	2	3	1	5	17	26
171041	2	3	3	1	5	17	26
171041	3	4	3	1	5	17	26
171041	4	5	3	1	5	17	26
171041	5	6	3	0	5	17	110
171041	6	7	3	1	5	17	110
171041	7	8	3	1	5	17	110
171041	8	0	 	 	 	 	 
171041	9	0	 	 	 	 	 
171041	10	0	 	 	 	 	 
171041	11	0	 	 	 	 	 
171041	12	0	 	 	 	 	 
171042	0	1	3	0	5	20	21
171042	1	2	3	1	5	20	21
171042	2	3	3	1	5	20	21
171042	3	4	3	1	5	20	21
171042	4	5	3	1	5	20	21
171042	5	6	3	0	5	20	108
171042	6	7	3	1	5	20	108
171042	7	8	3	1	5	20	108
171042	8	9	3	1	5	20	108
171042	9	10	3	0	5	20	155
171042	10	11	3	1	5	20	155
171042	11	12	3	1	5	20	155
171042	12	29	3	0	5	98	228
171043	0	50	1	0	5	17	953
171043	1	1	3	0	5	18	27
171043	2	2	3	1	5	18	27
171043	3	3	3	1	5	18	27
171043	4	4	3	1	5	18	27
171043	5	5	3	1	5	18	27
171043	6	6	3	0	5	20	108
171043	7	7	3	1	5	20	108
171043	8	8	3	1	5	20	108
171043	9	9	3	1	5	20	108
171043	10	10	3	0	5	18	154
171043	11	11	3	1	5	18	154
171043	12	12	3	1	5	18	154
171044	0	0	 	 	 	 	 
171044	1	1	3	0	5	17	26
171044	2	2	3	1	5	17	26
171044	3	3	3	1	5	17	26
171044	4	4	3	1	5	17	26
171044	5	5	3	1	5	17	26
171044	6	6	3	0	5	20	482
171044	7	6	3	1	5	20	482
171044	8	7	3	1	5	20	482
171044	9	8	3	1	5	20	482
171044	10	9	3	1	5	20	482
171044	11	10	3	0	5	20	155
171044	12	11	3	1	5	20	155
171045	0	1	3	0	5	17	635
171045	1	2	3	1	5	17	635
171045	2	3	3	1	5	17	635
171045	3	4	3	1	5	17	635
171045	4	5	3	1	5	17	635
171045	5	6	3	0	5	17	487
171045	6	7	3	1	5	17	487
171045	7	8	3	1	5	17	487
171045	8	9	3	1	5	17	487
171045	9	10	3	0	5	18	154
171045	10	11	3	1	5	18	154
171045	11	12	3	1	5	18	154
171045	12	0	 	 	 	 	 
171046	0	1	3	0	5	20	658
171046	1	2	3	1	5	20	658
171046	2	3	3	1	5	20	658
171046	3	4	3	1	5	20	658
171046	4	5	3	1	5	20	658
171046	5	6	3	0	5	20	496
171046	6	7	3	1	5	20	496
171046	7	8	3	1	5	20	496
171046	8	9	3	1	5	20	496
171046	9	10	3	0	5	20	155
171046	10	11	3	1	5	20	155
171046	11	12	3	1	5	20	155
171046	12	29	3	0	5	18	238
171048	0	1	3	0	5	20	21
171048	1	2	3	1	5	20	21
171048	2	3	3	1	5	20	21
171048	3	4	3	1	5	20	21
171048	4	5	3	1	5	20	21
171048	5	6	3	0	5	20	108
171048	6	7	3	1	5	20	108
171048	7	8	3	1	5	20	108
171048	8	9	3	1	5	20	108
171048	9	10	3	0	5	20	157
171048	10	11	3	1	5	20	157
171048	11	0	 	 	 	 	 
171048	12	0	 	 	 	 	 
171049	0	1	3	0	5	17	26
171049	1	2	3	1	5	17	26
171049	2	3	3	1	5	17	26
171049	3	4	3	1	5	17	26
171049	4	5	3	1	5	17	26
171049	5	6	3	0	5	20	108
171049	6	7	3	1	5	20	108
171049	7	8	3	1	5	20	108
171049	8	9	3	1	5	20	108
171049	9	10	3	0	5	18	154
171049	10	11	3	1	5	18	154
171049	11	12	3	1	5	18	154
171049	12	29	3	0	5	98	228
171051	0	1	3	0	5	20	634
171051	1	2	3	1	5	20	634
171051	2	3	2	1	5	20	634
171051	3	4	3	1	5	20	634
171051	4	5	3	1	5	20	634
171051	5	6	3	0	5	20	108
171051	6	7	3	1	5	20	108
171051	7	8	3	1	5	20	108
171051	8	9	3	1	5	20	108
171051	9	10	3	0	5	18	154
171051	10	11	3	1	5	18	154
171051	11	12	3	1	5	18	154
171051	12	29	3	0	98	98	349
171053	0	1	3	0	5	20	26
171053	1	2	3	1	5	20	26
171053	2	3	3	1	5	20	26
171053	3	4	3	1	5	20	26
171053	4	5	3	1	5	20	26
171053	5	6	3	0	5	18	479
171053	6	7	3	1	5	18	479
171053	7	8	3	1	5	18	479
171053	8	9	3	1	5	18	479
171053	9	10	3	0	5	20	157
171053	10	11	3	1	5	20	157
171053	11	12	3	1	5	20	157
171053	12	21	3	0	5	18	221
171057	0	1	3	0	5	18	27
171057	1	2	3	1	5	18	27
171057	2	3	3	1	5	18	27
171057	3	4	3	1	5	18	27
171057	4	5	3	1	5	18	27
171057	5	6	3	0	5	18	111
171057	6	7	3	1	5	18	111
171057	7	8	1	0	98	98	509
171057	8	9	1	1	98	98	509
171057	9	10	3	1	98	98	509
171057	10	11	1	0	98	98	403
171057	11	12	1	0	98	98	403
171057	12	0	 	 	 	 	 
171059	0	1	3	0	5	17	26
171059	1	2	3	1	5	17	26
171059	2	3	3	1	5	17	26
171059	3	4	3	1	5	17	26
171059	4	5	3	1	5	17	26
171059	5	6	3	0	5	20	110
171059	6	7	3	1	5	20	110
171059	7	8	3	1	5	20	110
171059	8	9	3	1	5	20	110
171059	9	10	1	0	5	20	399
171059	10	11	1	1	5	20	399
171059	11	12	1	1	5	20	399
171059	12	0	 	 	 	 	 
171060	0	1	3	0	5	17	26
171060	1	2	3	1	5	17	26
171060	2	3	3	1	5	17	26
171060	3	4	3	1	5	17	26
171060	4	5	3	1	5	17	26
171060	5	6	3	0	5	20	479
171060	6	7	3	1	5	20	479
171060	7	8	3	1	5	20	479
171060	8	9	3	1	5	20	479
171060	9	10	3	0	5	20	155
171060	10	11	3	1	5	20	155
171060	11	12	3	1	5	20	155
171060	12	0	 	 	 	 	 
171063	0	1	3	0	5	20	26
171063	1	2	3	1	5	20	26
171063	2	3	3	1	5	20	26
171063	3	4	3	1	5	20	26
171063	4	5	2	1	5	20	26
171063	5	6	3	0	5	20	110
171063	6	7	3	1	5	20	110
171063	7	8	3	1	5	20	110
171063	8	9	3	1	5	20	110
171063	9	10	1	0	5	20	402
171063	10	11	1	1	5	20	402
171063	11	0	 	 	 	 	 
171063	12	0	 	 	 	 	 
171080	0	1	3	0	5	17	21
171080	1	2	3	1	5	17	21
171080	2	3	3	1	5	17	21
171080	3	4	3	1	5	17	21
171080	4	5	3	1	5	17	21
171080	5	6	3	0	5	20	108
171080	6	7	3	1	5	20	108
171080	7	8	3	1	5	20	108
171080	8	9	3	1	5	20	108
171080	9	0	 	 	 	 	 
171080	10	0	 	 	 	 	 
171080	11	0	 	 	 	 	 
171080	12	0	 	 	 	 	 
181001	0	1	3	0	5	18	27
181001	1	2	3	1	5	18	27
181001	2	3	3	1	5	18	27
181001	3	4	3	1	5	18	27
181001	4	5	3	1	5	18	27
181001	5	6	3	0	5	18	111
181001	6	7	3	1	5	18	111
181001	7	8	3	1	5	18	111
181001	8	9	3	1	5	18	111
181001	9	10	3	0	5	98	392
181001	10	11	3	1	5	98	392
181001	11	12	3	1	5	98	392
181001	12	29	1	0	5	20	231
181002	0	1	6	0	5	18	27
181002	1	2	3	1	5	18	27
181002	2	3	3	1	5	18	27
181002	3	4	3	1	5	18	27
181002	4	5	3	1	5	18	27
181002	5	6	3	0	5	18	111
181002	6	7	3	1	5	18	111
181002	7	8	3	1	5	18	111
181002	8	9	3	1	5	18	111
181002	9	10	7	0	5	18	393
181002	10	11	7	1	5	18	393
181002	11	12	7	1	5	18	393
181002	12	24	3	0	5	20	227
181003	0	0	 	 	 	 	 
181003	1	1	3	0	5	18	27
181003	2	2	3	1	5	18	27
181003	3	3	3	1	5	18	27
181003	4	4	3	1	5	18	27
181003	5	5	3	1	5	18	27
181003	6	6	3	0	5	98	494
181003	7	7	3	1	5	98	494
181003	8	8	3	1	5	98	494
181003	9	9	3	1	5	98	494
181003	10	10	3	0	5	98	391
181003	11	11	3	1	5	98	391
181003	12	12	1	1	5	98	391
181005	0	2	3	1	 	 	 
181005	1	3	3	1	 	 	 
181005	2	4	3	1	 	 	 
181005	3	5	3	1	 	 	 
181005	4	6	3	0	5	18	111
181005	5	7	3	1	5	18	111
181005	6	8	3	1	5	18	111
181005	7	9	3	1	5	18	111
181005	8	10	3	0	5	18	159
181005	9	11	3	1	5	18	159
181005	10	12	3	1	5	18	159
181005	11	29	3	0	5	98	232
181005	12	30	3	1	5	98	232
181006	0	1	3	0	5	18	28
181006	1	2	3	1	5	18	28
181006	2	3	3	1	5	18	28
181006	3	4	3	1	5	18	28
181006	4	5	3	1	5	18	28
181006	5	6	3	0	5	18	111
181006	6	7	3	1	5	18	111
181006	7	7	3	1	5	18	111
181006	8	9	3	1	5	18	111
181006	9	10	3	0	5	18	154
181006	10	11	3	1	5	18	154
181006	11	12	3	1	5	18	154
181006	12	14	7	0	5	98	239
181008	0	0	 	 	 	 	 
181008	1	1	3	0	5	18	27
181008	2	0	 	 	 	 	 
181008	3	0	 	 	 	 	 
181008	4	0	 	 	 	 	 
181008	5	0	 	 	 	 	 
181008	6	0	 	 	 	 	 
181008	7	0	 	 	 	 	 
181008	8	0	 	 	 	 	 
181008	9	0	 	 	 	 	 
181008	10	0	 	 	 	 	 
181008	11	0	 	 	 	 	 
181008	12	0	 	 	 	 	 
181009	0	2	3	1	 	 	 
181009	1	3	3	1	 	 	 
181009	2	4	3	1	 	 	 
181009	3	5	3	1	 	 	 
181009	4	6	3	0	5	18	111
181009	5	7	3	1	5	18	111
181009	6	8	3	1	5	18	111
181009	7	9	3	1	5	18	111
181009	8	10	3	0	5	18	159
181009	9	10	3	1	5	18	159
181009	10	11	3	1	5	18	159
181009	11	12	3	1	5	18	159
181009	12	21	3	0	5	98	223
181011	0	1	3	0	5	18	27
181011	1	2	3	1	5	18	27
181011	2	3	3	1	5	18	27
181011	3	4	3	1	5	18	27
181011	4	5	3	1	5	18	27
181011	5	6	3	0	5	18	27
181011	6	7	3	1	5	18	27
181011	7	8	3	1	5	18	27
181011	8	9	3	1	5	18	27
181011	9	10	3	0	5	18	159
181011	10	11	3	1	5	18	159
181011	11	12	3	1	5	18	159
181011	12	0	 	 	 	 	 
181013	0	1	3	0	5	18	27
181013	1	2	3	1	5	18	27
181013	2	3	3	1	5	18	27
181013	3	4	3	1	5	18	27
181013	4	5	3	1	5	18	27
181013	5	6	3	0	5	18	111
181013	6	7	3	1	5	18	111
181013	7	8	3	1	5	18	111
181013	8	9	3	1	5	18	111
181013	9	10	3	0	5	18	159
181013	10	11	3	1	5	18	159
181013	11	12	3	1	5	18	159
181013	12	29	1	0	5	98	230
181014	0	50	3	0	5	18	995
181014	1	1	3	0	5	18	27
181014	2	2	3	1	5	18	27
181014	3	3	3	1	5	18	27
181014	4	4	3	1	5	18	27
181014	5	5	3	1	5	18	27
181014	6	6	3	0	5	18	111
181014	7	7	3	1	5	18	111
181014	8	8	3	1	5	18	111
181014	9	0	 	 	 	 	 
181014	10	0	 	 	 	 	 
181014	11	0	 	 	 	 	 
181014	12	0	 	 	 	 	 
181016	0	1	3	0	5	18	27
181016	1	2	3	1	5	18	27
181016	2	3	3	1	5	18	27
181016	3	4	3	1	5	18	27
181016	4	5	3	1	5	18	27
181016	5	6	3	0	5	18	111
181016	6	7	3	1	5	18	111
181016	7	8	3	1	5	18	111
181016	8	9	3	1	5	18	111
181016	9	10	1	0	5	18	159
181016	10	11	1	1	5	18	159
181016	11	12	1	1	5	18	159
181016	12	24	3	0	5	20	227
181017	0	1	3	0	5	18	27
181017	1	2	3	1	5	18	27
181017	2	3	3	1	5	18	27
181017	3	4	3	1	5	18	27
181017	4	5	3	1	5	18	27
181017	5	6	3	0	5	18	111
181017	6	7	3	1	5	18	111
181017	7	8	3	1	5	18	111
181017	8	9	3	1	5	18	111
181017	9	10	3	0	5	18	391
181017	10	11	3	1	5	18	391
181017	11	12	3	1	5	18	391
181017	12	29	3	0	98	98	349
181018	0	1	3	0	5	18	27
181018	1	2	3	1	5	18	27
181018	2	3	3	1	5	18	27
181018	3	4	3	1	5	18	27
181018	4	5	3	1	5	18	27
181018	5	6	3	0	5	18	111
181018	6	7	3	1	5	18	111
181018	7	8	3	1	5	18	111
181018	8	9	3	1	5	18	111
181018	9	10	3	0	5	18	154
181018	10	11	3	1	5	18	154
181018	11	12	3	1	5	18	154
181018	12	29	3	0	5	98	228
181019	0	1	3	0	5	18	27
181019	1	2	3	1	5	18	27
181019	2	3	3	1	5	18	27
181019	3	4	3	1	5	18	27
181019	4	5	3	1	5	18	27
181019	5	6	3	0	5	18	111
181019	6	7	3	1	5	18	111
181019	7	8	3	1	5	18	111
181019	8	9	3	1	5	18	111
181019	9	10	3	0	5	18	154
181019	10	11	3	1	5	18	154
181019	11	12	3	1	5	18	154
181019	12	29	3	0	98	98	349
181020	0	2	3	1	 	 	 
181020	1	3	3	1	 	 	 
181020	2	4	3	1	 	 	 
181020	3	5	3	1	 	 	 
181020	4	6	3	0	5	18	111
181020	5	7	3	1	5	18	111
181020	6	8	3	1	5	18	111
181020	7	9	3	1	5	18	111
181020	8	10	3	0	5	18	154
181020	9	11	3	1	5	18	154
181020	10	12	3	1	5	18	154
181020	11	29	3	0	98	98	314
181020	12	30	3	1	98	98	314
181021	0	1	3	0	5	18	27
181021	1	2	3	1	5	18	27
181021	2	3	3	1	5	18	27
181021	3	4	3	1	5	18	27
181021	4	5	3	1	5	18	27
181021	5	6	3	0	5	18	111
181021	6	7	3	1	5	18	111
181021	7	8	3	1	5	18	111
181021	8	9	3	1	5	18	111
181021	9	10	3	0	5	18	159
181021	10	11	3	1	5	18	159
181021	11	12	3	1	5	18	159
181021	12	21	3	0	5	98	225
181023	0	1	3	0	5	18	27
181023	1	2	3	1	5	18	27
181023	2	3	6	1	5	18	27
181023	3	4	3	1	5	18	27
181023	4	5	3	1	5	18	27
181023	5	6	3	0	5	18	111
181023	6	7	3	1	5	18	111
181023	7	8	3	1	5	18	111
181023	8	9	3	1	5	18	111
181023	9	10	3	0	5	18	159
181023	10	11	3	1	5	18	159
181023	11	12	3	1	5	18	159
181023	12	29	3	0	5	18	235
181026	0	1	3	0	5	18	27
181026	1	2	3	1	5	18	27
181026	2	3	3	1	5	18	27
181026	3	4	3	1	5	18	27
181026	4	5	3	1	5	18	27
181026	5	6	3	0	5	18	111
181026	6	7	3	1	5	18	111
181026	7	8	3	1	5	18	111
181026	8	9	3	1	5	18	111
181026	9	10	3	0	5	18	159
181026	10	11	3	1	5	18	159
181026	11	12	3	1	5	18	159
181026	12	29	1	0	5	18	230
181029	0	1	3	0	5	18	27
181029	1	2	3	1	5	18	27
181029	2	3	3	1	5	18	27
181029	3	4	3	1	5	18	27
181029	4	5	3	1	5	18	27
181029	5	6	3	0	5	18	111
181029	6	7	3	1	5	18	111
181029	7	8	3	1	5	18	111
181029	8	9	3	1	5	18	111
181029	9	10	3	0	5	18	159
181029	10	11	3	1	5	18	159
181029	11	12	3	1	5	18	159
181029	12	29	3	0	5	98	235
181030	0	1	3	0	5	18	27
181030	1	2	3	1	5	18	27
181030	2	3	3	1	5	18	27
181030	3	4	3	1	5	18	27
181030	4	5	3	1	5	18	27
181030	5	6	3	0	5	18	494
181030	6	7	3	1	5	18	494
181030	7	8	3	1	5	18	494
181030	8	9	3	1	5	18	494
181030	9	10	3	0	5	18	154
181030	10	11	3	1	5	18	154
181030	11	12	3	1	5	18	154
181030	12	29	5	0	98	98	310
181033	0	1	3	0	5	18	27
181033	1	2	3	1	5	18	27
181033	2	4	3	1	5	18	27
181033	3	5	3	1	5	18	27
181033	4	6	3	0	5	18	111
181033	5	7	3	1	5	18	111
181033	6	7	6	1	5	18	111
181033	7	8	3	1	5	18	111
181033	8	9	3	1	5	18	111
181033	9	10	3	0	5	20	155
181033	10	11	3	1	5	20	155
181033	11	12	3	1	5	20	155
181033	12	29	1	0	5	98	230
181036	0	50	1	1	 	 	 
181036	1	1	3	0	5	18	27
181036	2	2	3	1	5	18	27
181036	3	3	3	1	5	18	27
181036	4	4	3	1	5	18	27
181036	5	5	3	1	5	18	27
181036	6	6	3	0	5	18	111
181036	7	7	3	1	5	18	111
181036	8	8	3	1	5	18	111
181036	9	9	3	1	5	18	111
181036	10	10	3	0	5	18	111
181036	11	11	3	1	5	18	111
181036	12	12	3	1	5	18	111
181037	0	 	 	 	 	 	 
181037	1	 	 	 	 	 	 
181037	2	 	 	 	 	 	 
181037	3	 	 	 	 	 	 
181037	4	 	 	 	 	 	 
181037	5	 	 	 	 	 	 
181037	6	 	 	 	 	 	 
181037	7	 	 	 	 	 	 
181037	8	 	 	 	 	 	 
181037	9	 	 	 	 	 	 
181037	10	0	 	 	 	 	 
181037	11	0	 	 	 	 	 
181037	12	0	 	 	 	 	 
181039	0	0	 	 	 	 	 
181039	1	1	3	0	5	18	27
181039	2	2	3	1	5	18	27
181039	3	3	3	1	5	18	27
181039	4	4	3	1	5	18	27
181039	5	5	3	1	5	18	27
181039	6	6	3	0	5	18	111
181039	7	7	3	1	5	18	111
181039	8	8	3	1	5	18	111
181039	9	9	3	1	5	18	111
181039	10	10	3	0	5	18	393
181039	11	11	3	1	5	18	393
181039	12	12	3	1	5	18	393
181042	0	1	3	0	5	18	27
181042	1	2	3	1	5	18	27
181042	2	3	3	1	5	18	27
181042	3	4	3	1	5	18	27
181042	4	5	3	1	5	18	27
181042	5	6	3	0	5	18	111
181042	6	7	3	1	5	18	111
181042	7	8	3	1	5	18	111
181042	8	9	3	1	5	18	111
181042	9	10	3	0	5	18	154
181042	10	10	3	1	5	18	154
181042	11	12	3	1	5	18	154
181042	12	29	3	0	5	98	228
181043	0	1	3	0	5	18	27
181043	1	2	3	1	5	18	27
181043	2	3	3	1	5	18	27
181043	3	4	3	1	5	18	27
181043	4	5	3	1	5	18	27
181043	5	6	3	0	5	18	111
181043	6	7	3	1	5	18	111
181043	7	8	3	1	5	18	111
181043	8	9	3	1	5	18	111
181043	9	10	1	0	5	98	397
181043	10	11	1	1	5	98	397
181043	11	12	1	1	5	98	397
181043	12	13	3	0	5	18	233
181044	0	1	3	0	5	18	27
181044	1	2	3	1	5	18	27
181044	2	3	3	1	5	18	27
181044	3	4	3	1	5	18	27
181044	4	5	3	1	5	18	27
181044	5	6	3	0	5	18	111
181044	6	7	3	1	5	18	111
181044	7	8	3	1	5	18	111
181044	8	9	3	1	5	18	111
181044	9	10	3	0	5	18	159
181044	10	11	3	1	5	18	159
181044	11	12	3	1	5	18	159
181044	12	21	3	0	5	98	222
181045	0	50	3	1	 	 	 
181045	1	1	3	0	5	18	27
181045	2	2	3	1	5	18	27
181045	3	3	3	1	5	18	27
181045	4	4	3	1	5	18	27
181045	5	5	3	1	5	18	27
181045	6	6	3	0	5	18	111
181045	7	7	3	1	5	18	111
181045	8	8	3	0	98	98	547
181045	9	9	3	1	98	98	547
181045	10	10	3	0	5	20	155
181045	11	11	3	1	5	20	155
181045	12	12	3	1	5	20	155
181046	0	1	3	0	5	18	27
181046	1	2	3	1	5	18	27
181046	2	3	3	1	5	18	27
181046	3	4	3	1	5	18	27
181046	4	5	3	1	5	18	27
181046	5	6	3	0	5	18	111
181046	6	7	3	1	5	18	111
181046	7	8	3	1	5	18	111
181046	8	9	3	1	5	18	111
181046	9	10	1	0	5	98	399
181046	10	11	1	1	5	98	399
181046	11	12	1	1	5	98	399
181046	12	14	3	0	5	18	221
181047	0	1	3	0	5	18	27
181047	1	2	3	1	5	18	27
181047	2	3	3	1	5	18	27
181047	3	4	3	1	5	18	27
181047	4	5	3	1	5	18	27
181047	5	6	3	0	5	18	111
181047	6	7	3	1	5	18	111
181047	7	8	3	1	5	18	111
181047	8	9	3	1	5	18	111
181047	9	10	3	0	5	18	159
181047	10	11	3	1	5	18	159
181047	11	12	3	1	5	18	159
181047	12	29	1	0	5	98	230
181049	0	1	3	0	5	18	27
181049	1	2	3	1	5	18	27
181049	2	3	3	1	5	18	27
181049	3	4	3	1	5	18	27
181049	4	5	3	1	5	18	27
181049	5	6	3	0	5	18	111
181049	6	7	3	1	5	18	111
181049	7	8	3	1	5	18	111
181049	8	9	3	1	5	18	111
181049	9	10	3	0	5	98	400
181049	10	11	3	1	5	98	400
181049	11	12	3	1	5	98	400
181049	12	21	3	0	5	98	221
181050	0	1	3	0	5	18	27
181050	1	2	6	1	5	18	27
181050	2	3	3	1	5	18	27
181050	3	4	3	1	5	18	27
181050	4	5	3	1	5	18	27
181050	5	6	3	0	5	18	111
181050	6	7	3	1	5	18	111
181050	7	8	3	1	5	18	111
181050	8	9	3	1	5	18	111
181050	9	10	3	0	5	18	159
181050	10	11	3	1	5	18	159
181050	11	12	3	1	5	18	159
181050	12	24	1	0	5	98	223
181056	0	1	3	0	5	18	28
181056	1	3	3	1	5	18	28
181056	2	3	3	1	5	18	28
181056	3	4	3	1	5	18	28
181056	4	5	3	1	5	18	28
181056	5	6	3	0	5	18	111
181056	6	7	3	1	5	18	111
181056	7	8	3	1	5	18	111
181056	8	9	3	1	5	18	111
181056	9	10	3	0	5	18	159
181056	10	11	3	1	5	18	159
181056	11	12	3	1	5	18	159
181056	12	29	3	0	5	98	236
181058	0	1	3	0	5	18	27
181058	1	2	3	1	5	18	27
181058	2	3	3	1	5	18	27
181058	3	4	3	1	5	18	27
181058	4	5	3	1	5	18	27
181058	5	6	3	0	5	18	111
181058	6	7	3	1	5	18	111
181058	7	8	3	1	5	18	111
181058	8	9	3	1	5	18	111
181058	9	10	3	0	5	18	154
181058	10	11	3	1	5	18	154
181058	11	12	3	1	5	18	154
181058	12	29	3	0	5	98	228
181059	0	1	3	0	5	18	635
181059	1	2	3	1	5	18	635
181059	2	3	3	1	5	18	635
181059	3	4	3	1	5	18	635
181059	4	5	3	1	5	18	635
181059	5	6	3	0	5	18	111
181059	6	7	3	1	5	18	111
181059	7	8	3	1	5	18	111
181059	8	9	3	1	5	18	111
181059	9	10	3	0	5	18	159
181059	10	11	3	1	5	18	159
181059	11	12	3	1	5	18	159
181059	12	29	3	0	5	18	229
181069	0	1	3	0	5	18	27
181069	1	2	3	1	5	18	27
181069	2	3	3	1	5	18	27
181069	3	4	3	1	5	18	27
181069	4	5	3	1	5	18	27
181069	5	6	3	0	5	18	111
181069	6	7	3	1	5	18	111
181069	7	8	3	1	5	18	111
181069	8	9	3	1	5	18	111
181069	9	10	3	0	5	18	159
181069	10	11	3	1	5	18	159
181069	11	12	3	1	5	18	159
181069	12	21	3	0	5	20	227
181073	0	1	3	0	5	18	27
181073	1	2	3	1	5	18	27
181073	2	3	3	1	5	18	27
181073	3	4	3	1	5	18	27
181073	4	5	3	1	5	18	27
181073	5	6	3	0	5	18	111
181073	6	7	3	1	5	18	111
181073	7	8	3	1	5	18	111
181073	8	9	3	1	5	18	111
181073	9	10	3	0	5	18	154
181073	10	11	3	1	5	18	154
181073	11	12	3	1	5	18	154
181073	12	29	3	0	5	98	232
181078	0	1	3	0	5	18	27
181078	1	2	3	1	5	18	27
181078	2	3	3	1	5	18	27
181078	3	4	3	1	5	18	27
181078	4	5	3	1	5	18	27
181078	5	6	3	0	5	18	111
181078	6	7	3	1	5	18	111
181078	7	8	3	1	5	18	111
181078	8	9	3	1	5	18	111
181078	9	10	3	0	5	19	393
181078	10	11	3	1	5	19	393
181078	11	12	3	1	5	19	393
181078	12	24	1	0	5	98	226
191001	0	1	3	0	5	19	15
191001	1	2	3	1	5	19	15
191001	2	3	3	1	5	19	15
191001	3	4	3	1	5	19	15
191001	4	5	6	1	5	19	15
191001	5	6	3	0	5	19	112
191001	6	7	3	1	5	19	112
191001	7	8	3	1	5	19	112
191001	8	9	3	1	5	19	112
191001	9	37	8	0	5	98	401
191001	10	0	 	 	 	 	 
191001	11	0	 	 	 	 	 
191001	12	0	 	 	 	 	 
191003	0	50	1	1	 	 	 
191003	1	1	3	0	5	19	15
191003	2	2	3	1	5	19	15
191003	3	3	3	1	5	19	15
191003	4	4	3	1	5	19	15
191003	5	5	3	1	5	19	15
191003	6	6	3	0	5	19	112
