CHILDCODE	ASSTIDR4	ASSETR4	NMTOTR4	ASACTR4	NMOWNR4	VLASTR4
160080	2	2	1	11	1	170
160080	3	1	6	11	6	30
160080	4	88	 	 	 	 
160080	5	88	 	 	 	 
160080	6	88	 	 	 	 
160081	1	5	1	11	0	 
160081	2	4	1	11	0	 
160081	3	6	1	11	0	 
160081	4	7	1	11	0	 
160081	5	3	1	11	1	800
160081	6	1	4	11	4	100
160082	1	1	8	11	8	-77
160082	2	3	1	11	1	300
160082	3	88	 	 	 	 
160082	4	88	 	 	 	 
160082	5	88	 	 	 	 
160082	6	88	 	 	 	 
160083	1	1	5	11	5	100
160083	2	3	1	11	1	100
160083	3	88	 	 	 	 
160083	4	88	 	 	 	 
160083	5	88	 	 	 	 
160083	6	88	 	 	 	 
160084	1	7	1	11	0	 
160084	2	4	1	11	0	 
160084	3	6	1	11	0	 
160084	4	2	1	11	0	 
160084	5	3	1	11	1	800
160084	6	1	7	11	7	100
160085	1	40	1	26	1	4000
160085	2	40	1	26	1	2000
160085	3	1	3	11	3	50
160085	4	88	 	 	 	 
160085	5	88	 	 	 	 
160085	6	88	 	 	 	 
160086	1	1	3	11	3	50
160086	2	88	 	 	 	 
160086	3	88	 	 	 	 
160086	4	88	 	 	 	 
160086	5	88	 	 	 	 
160086	6	88	 	 	 	 
160088	1	21	2	21	2	3000
160088	2	3	1	11	1	100
160088	3	1	4	11	4	10
160088	4	88	 	 	 	 
160088	5	88	 	 	 	 
160088	6	88	 	 	 	 
160089	1	 	 	 	 	 
160089	2	 	 	 	 	 
160089	3	 	 	 	 	 
160089	4	 	 	 	 	 
160089	5	 	 	 	 	 
160089	6	 	 	 	 	 
160091	1	 	 	 	 	 
160091	2	 	 	 	 	 
160091	3	 	 	 	 	 
160091	4	 	 	 	 	 
160091	5	 	 	 	 	 
160091	6	 	 	 	 	 
160092	1	1	3	11	3	50
160092	2	88	 	 	 	 
160092	3	88	 	 	 	 
160092	4	88	 	 	 	 
160092	5	88	 	 	 	 
160092	6	88	 	 	 	 
160093	1	3	1	11	1	200
160093	2	1	5	11	5	30
160093	3	88	 	 	 	 
160093	4	88	 	 	 	 
160093	5	88	 	 	 	 
160093	6	88	 	 	 	 
160094	1	1	7	11	7	50
160094	2	3	1	11	1	50
160094	3	88	 	 	 	 
160094	4	88	 	 	 	 
160094	5	88	 	 	 	 
160094	6	88	 	 	 	 
160095	1	23	5	23	5	4000
160095	2	24	3	23	3	5000
160095	3	88	 	 	 	 
160095	4	88	 	 	 	 
160095	5	88	 	 	 	 
160095	6	88	 	 	 	 
160096	1	1	4	11	4	-77
160096	2	3	1	11	1	-77
160096	3	88	 	 	 	 
160096	4	88	 	 	 	 
160096	5	88	 	 	 	 
160096	6	88	 	 	 	 
160097	1	3	1	11	1	100
160097	2	1	4	11	4	20
160097	3	88	 	 	 	 
160097	4	88	 	 	 	 
160097	5	88	 	 	 	 
160097	6	88	 	 	 	 
160099	1	88	 	 	 	 
160099	2	88	 	 	 	 
160099	3	88	 	 	 	 
160099	4	2	1	11	1	1000
160099	5	3	1	11	1	800
160099	6	1	3	11	3	100
160100	1	3	1	11	1	50
160100	2	1	5	11	5	20
160100	3	88	 	 	 	 
160100	4	88	 	 	 	 
160100	5	88	 	 	 	 
160100	6	88	 	 	 	 
160102	1	12	5	8	0	 
160102	2	88	 	 	 	 
160102	3	88	 	 	 	 
160102	4	88	 	 	 	 
160102	5	88	 	 	 	 
160102	6	88	 	 	 	 
160104	1	23	94	23	94	9600
160104	2	25	1	23	1	10000
160104	3	88	 	 	 	 
160104	4	88	 	 	 	 
160104	5	88	 	 	 	 
160104	6	88	 	 	 	 
160107	1	1	3	11	3	60
160107	2	3	1	11	1	100
160107	3	25	1	23	1	6000
160107	4	23	1	23	1	1000
160107	5	88	 	 	 	 
160107	6	88	 	 	 	 
160114	1	7	1	11	0	 
160114	2	4	1	11	0	 
160114	3	2	1	11	0	 
160114	4	6	1	11	0	 
160114	5	3	1	11	1	1000
160114	6	1	5	11	5	100
170001	1	25	1	28	1	22000
170001	2	25	1	28	1	1500
170001	3	88	 	 	 	 
170001	4	88	 	 	 	 
170001	5	88	 	 	 	 
170001	6	88	 	 	 	 
170002	1	25	1	24	1	200000
170002	2	23	1	23	1	5000
170002	3	88	 	 	 	 
170002	4	88	 	 	 	 
170002	5	88	 	 	 	 
170002	6	88	 	 	 	 
170003	1	25	1	7	1	35000
170003	2	15	1	23	1	3000
170003	3	24	1	23	1	0
170003	4	88	 	 	 	 
170003	5	88	 	 	 	 
170003	6	88	 	 	 	 
170004	1	15	5	12	5	2000
170004	2	25	1	12	1	15000
170004	3	40	5	12	5	3000
170004	4	88	 	 	 	 
170004	5	88	 	 	 	 
170004	6	88	 	 	 	 
170005	1	25	1	23	1	1000
170005	2	23	1	23	1	200
170005	3	13	1	5	1	1000
170005	4	25	1	5	1	7000
170005	5	88	 	 	 	 
170005	6	88	 	 	 	 
170006	1	25	1	29	1	6000
170006	2	88	 	 	 	 
170006	3	88	 	 	 	 
170006	4	88	 	 	 	 
170006	5	88	 	 	 	 
170006	6	88	 	 	 	 
170007	1	40	1	23	1	2500
170007	2	40	6	23	6	8000
170007	3	40	1	23	1	1000
170007	4	40	15	23	15	500
170007	5	88	 	 	 	 
170007	6	88	 	 	 	 
170008	1	23	30	12	30	-77
170008	2	40	2	26	2	100
170008	3	23	5	23	5	-77
170008	4	88	 	 	 	 
170008	5	88	 	 	 	 
170008	6	88	 	 	 	 
170009	1	25	1	29	1	5000
170009	2	25	1	24	1	7000
170009	3	88	 	 	 	 
170009	4	88	 	 	 	 
170009	5	88	 	 	 	 
170009	6	88	 	 	 	 
170010	1	9	1	2	1	8000
170010	2	25	1	20	1	3000
170010	3	88	 	 	 	 
170010	4	88	 	 	 	 
170010	5	88	 	 	 	 
170010	6	88	 	 	 	 
170012	1	25	1	24	0	 
170012	2	88	 	 	 	 
170012	3	88	 	 	 	 
170012	4	88	 	 	 	 
170012	5	88	 	 	 	 
170012	6	88	 	 	 	 
170013	1	2	1	23	1	2000
170013	2	25	1	24	1	15000
170013	3	25	1	29	1	3000
170013	4	88	 	 	 	 
170013	5	88	 	 	 	 
170013	6	88	 	 	 	 
170015	1	25	1	28	1	15000
170015	2	15	1	12	1	1000
170015	3	23	1	12	1	2000
170015	4	88	 	 	 	 
170015	5	88	 	 	 	 
170015	6	88	 	 	 	 
170016	1	25	1	5	1	200
170016	2	23	10	23	10	300
170016	3	88	 	 	 	 
170016	4	88	 	 	 	 
170016	5	88	 	 	 	 
170016	6	88	 	 	 	 
170017	1	23	3	23	3	300
170017	2	25	1	23	1	200
170017	3	88	 	 	 	 
170017	4	88	 	 	 	 
170017	5	88	 	 	 	 
170017	6	88	 	 	 	 
170018	1	25	20	24	20	-77
170018	2	88	 	 	 	 
170018	3	88	 	 	 	 
170018	4	88	 	 	 	 
170018	5	88	 	 	 	 
170018	6	88	 	 	 	 
170019	1	24	1	12	1	-77
170019	2	15	5	12	1	5000
170019	3	23	3	12	3	6000
170019	4	25	1	12	1	30000
170019	5	88	 	 	 	 
170019	6	88	 	 	 	 
170020	1	25	1	28	1	7000
170020	2	25	1	26	1	25000
170020	3	88	 	 	 	 
170020	4	88	 	 	 	 
170020	5	88	 	 	 	 
170020	6	88	 	 	 	 
170021	1	25	1	28	1	13000
170021	2	25	1	28	1	30000
170021	3	88	 	 	 	 
170021	4	88	 	 	 	 
170021	5	88	 	 	 	 
170021	6	88	 	 	 	 
170022	1	25	1	28	1	30000
170022	2	25	1	3	1	10000
170022	3	10	10	3	10	1000
170022	4	88	 	 	 	 
170022	5	88	 	 	 	 
170022	6	88	 	 	 	 
170024	1	25	2	7	2	21000
170024	2	17	1	16	1	15000
170024	3	88	 	 	 	 
170024	4	88	 	 	 	 
170024	5	88	 	 	 	 
170024	6	88	 	 	 	 
170025	1	25	1	28	1	45000
170025	2	25	1	28	1	25000
170025	3	88	 	 	 	 
170025	4	88	 	 	 	 
170025	5	88	 	 	 	 
170025	6	88	 	 	 	 
170026	1	25	1	23	1	7000
170026	2	23	1	23	1	500
170026	3	88	 	 	 	 
170026	4	88	 	 	 	 
170026	5	88	 	 	 	 
170026	6	88	 	 	 	 
170027	1	 	 	 	 	 
170027	2	 	 	 	 	 
170027	3	 	 	 	 	 
170027	4	 	 	 	 	 
170027	5	 	 	 	 	 
170027	6	 	 	 	 	 
170028	1	25	1	12	1	5000
170028	2	25	1	23	1	5000
170028	3	88	 	 	 	 
170028	4	88	 	 	 	 
170028	5	88	 	 	 	 
170028	6	88	 	 	 	 
170029	1	25	1	23	1	12000
170029	2	24	1	23	1	30000
170029	3	23	1	23	1	300
170029	4	25	1	24	1	5000
170029	5	88	 	 	 	 
170029	6	88	 	 	 	 
170030	1	25	1	28	1	15000
170030	2	23	1	23	1	3000
170030	3	40	1	31	1	10000
170030	4	25	1	29	1	13000
170030	5	88	 	 	 	 
170030	6	88	 	 	 	 
170032	1	25	1	28	1	200000
170032	2	25	1	28	1	15000
170032	3	88	 	 	 	 
170032	4	88	 	 	 	 
170032	5	88	 	 	 	 
170032	6	88	 	 	 	 
170033	1	25	2	28	2	35000
170033	2	88	 	 	 	 
170033	3	88	 	 	 	 
170033	4	88	 	 	 	 
170033	5	88	 	 	 	 
170033	6	88	 	 	 	 
170034	1	25	1	24	1	20000
170034	2	25	1	21	1	20000
170034	3	88	 	 	 	 
170034	4	88	 	 	 	 
170034	5	88	 	 	 	 
170034	6	88	 	 	 	 
170035	1	25	1	28	1	170000
170035	2	88	 	 	 	 
170035	3	88	 	 	 	 
170035	4	88	 	 	 	 
170035	5	88	 	 	 	 
170035	6	88	 	 	 	 
170037	1	25	1	28	1	15000
170037	2	25	1	26	1	15000
170037	3	88	 	 	 	 
170037	4	88	 	 	 	 
170037	5	88	 	 	 	 
170037	6	88	 	 	 	 
170039	1	25	1	23	1	20000
170039	2	23	2	23	2	500
170039	3	40	1	23	1	4000
170039	4	88	 	 	 	 
170039	5	88	 	 	 	 
170039	6	88	 	 	 	 
170040	1	25	1	22	1	30000
170040	2	25	1	28	1	20000
170040	3	88	 	 	 	 
170040	4	88	 	 	 	 
170040	5	88	 	 	 	 
170040	6	88	 	 	 	 
170041	1	13	1	5	1	1000
170041	2	25	1	5	1	8000
170041	3	25	1	24	1	1500
170041	4	88	 	 	 	 
170041	5	88	 	 	 	 
170041	6	88	 	 	 	 
170043	1	25	1	23	1	3000
170043	2	25	1	24	1	3000
170043	3	88	 	 	 	 
170043	4	88	 	 	 	 
170043	5	88	 	 	 	 
170043	6	88	 	 	 	 
170044	1	25	1	10	1	15000
170044	2	25	1	12	1	14000
170044	3	24	1	12	1	-77
170044	4	15	10	12	10	3000
170044	5	88	 	 	 	 
170044	6	88	 	 	 	 
170045	1	25	1	7	1	10000
170045	2	25	1	29	1	25000
170045	3	24	1	23	1	12000
170045	4	40	3	5	3	300
170045	5	88	 	 	 	 
170045	6	88	 	 	 	 
170046	1	25	2	7	2	15000
170046	2	25	1	21	1	7000
170046	3	88	 	 	 	 
170046	4	88	 	 	 	 
170046	5	88	 	 	 	 
170046	6	88	 	 	 	 
170047	1	24	1	23	1	-77
170047	2	25	1	24	1	4000
170047	3	88	 	 	 	 
170047	4	88	 	 	 	 
170047	5	88	 	 	 	 
170047	6	88	 	 	 	 
170048	1	25	1	20	1	15000
170048	2	25	1	29	1	20000
170048	3	25	1	23	1	10000
170048	4	24	1	23	1	-77
170048	5	23	3	23	3	500
170048	6	88	 	 	 	 
170050	1	13	1	7	1	200
170050	2	25	1	7	1	15000
170050	3	88	 	 	 	 
170050	4	88	 	 	 	 
170050	5	88	 	 	 	 
170050	6	88	 	 	 	 
170052	1	25	1	6	1	30000
170052	2	25	1	29	1	16000
170052	3	25	1	26	1	12000
170052	4	40	4	6	4	3000
170052	5	88	 	 	 	 
170052	6	88	 	 	 	 
170053	1	24	1	3	1	-77
170053	2	40	20	3	20	35000
170053	3	25	1	3	1	15000
170053	4	88	 	 	 	 
170053	5	88	 	 	 	 
170053	6	88	 	 	 	 
170054	1	25	1	29	1	5000
170054	2	25	1	29	1	2000
170054	3	88	 	 	 	 
170054	4	88	 	 	 	 
170054	5	88	 	 	 	 
170054	6	88	 	 	 	 
170055	1	25	1	24	1	1500
170055	2	88	 	 	 	 
170055	3	88	 	 	 	 
170055	4	88	 	 	 	 
170055	5	88	 	 	 	 
170055	6	88	 	 	 	 
170056	1	26	1	21	1	10000
170056	2	24	1	21	1	10000
170056	3	9	1	2	1	20000
170056	4	88	 	 	 	 
170056	5	88	 	 	 	 
170056	6	88	 	 	 	 
170057	1	25	1	23	1	25000
170057	2	25	1	29	1	5000
170057	3	25	2	29	2	25000
170057	4	88	 	 	 	 
170057	5	88	 	 	 	 
170057	6	88	 	 	 	 
170058	1	9	1	2	1	1500
170058	2	13	1	7	1	200
170058	3	25	2	12	2	18000
170058	4	88	 	 	 	 
170058	5	88	 	 	 	 
170058	6	88	 	 	 	 
170059	1	25	1	12	1	12000
170059	2	25	1	5	1	3000
170059	3	88	 	 	 	 
170059	4	88	 	 	 	 
170059	5	88	 	 	 	 
170059	6	88	 	 	 	 
170061	1	25	1	23	1	2000
170061	2	88	 	 	 	 
170061	3	88	 	 	 	 
170061	4	88	 	 	 	 
170061	5	88	 	 	 	 
170061	6	88	 	 	 	 
170062	1	25	1	24	1	700000
170062	2	25	1	24	1	250000
170062	3	88	 	 	 	 
170062	4	88	 	 	 	 
170062	5	88	 	 	 	 
170062	6	88	 	 	 	 
170063	1	25	1	24	1	90000
170063	2	15	1	23	1	50
170063	3	23	1	23	1	500
170063	4	88	 	 	 	 
170063	5	88	 	 	 	 
170063	6	88	 	 	 	 
170064	1	25	1	28	1	15000
170064	2	25	1	24	1	15000
170064	3	88	 	 	 	 
170064	4	88	 	 	 	 
170064	5	88	 	 	 	 
170064	6	88	 	 	 	 
170066	1	25	1	29	1	20000
170066	2	25	1	24	1	12000
170066	3	25	1	29	1	10000
170066	4	88	 	 	 	 
170066	5	88	 	 	 	 
170066	6	88	 	 	 	 
170068	1	25	1	28	1	30000
170068	2	25	1	29	1	18000
170068	3	88	 	 	 	 
170068	4	88	 	 	 	 
170068	5	88	 	 	 	 
170068	6	88	 	 	 	 
170069	1	23	4	23	4	200
170069	2	25	1	24	1	7000
170069	3	88	 	 	 	 
170069	4	88	 	 	 	 
170069	5	88	 	 	 	 
170069	6	88	 	 	 	 
170070	1	25	1	28	1	25000
170070	2	25	1	28	1	10000
170070	3	88	 	 	 	 
170070	4	88	 	 	 	 
170070	5	88	 	 	 	 
170070	6	88	 	 	 	 
170071	1	25	2	23	2	800000
170071	2	24	2	23	2	1000000
170071	3	88	 	 	 	 
170071	4	88	 	 	 	 
170071	5	88	 	 	 	 
170071	6	88	 	 	 	 
170072	1	25	1	23	1	7000
170072	2	88	 	 	 	 
170072	3	88	 	 	 	 
170072	4	88	 	 	 	 
170072	5	88	 	 	 	 
170072	6	88	 	 	 	 
170073	1	25	1	24	1	60000
170073	2	23	1	23	0	 
170073	3	88	 	 	 	 
170073	4	88	 	 	 	 
170073	5	88	 	 	 	 
170073	6	88	 	 	 	 
170074	1	13	1	5	1	200
170074	2	40	1	23	1	300
170074	3	88	 	 	 	 
170074	4	88	 	 	 	 
170074	5	88	 	 	 	 
170074	6	88	 	 	 	 
170076	1	25	1	23	1	10000
170076	2	23	5	23	5	500
170076	3	24	1	23	0	 
170076	4	40	3	23	3	1000
170076	5	40	4	26	4	300
170076	6	24	1	26	1	-77
170077	1	25	1	23	1	150
170077	2	88	 	 	 	 
170077	3	88	 	 	 	 
170077	4	88	 	 	 	 
170077	5	88	 	 	 	 
170077	6	88	 	 	 	 
170080	1	25	1	17	1	7000
170080	2	88	 	 	 	 
170080	3	88	 	 	 	 
170080	4	88	 	 	 	 
170080	5	88	 	 	 	 
170080	6	88	 	 	 	 
170082	1	25	1	23	1	3000
170082	2	88	 	 	 	 
170082	3	88	 	 	 	 
170082	4	88	 	 	 	 
170082	5	88	 	 	 	 
170082	6	88	 	 	 	 
170084	1	24	1	23	1	300000
170084	2	15	1	12	1	2000
170084	3	23	20	23	20	20000
170084	4	88	 	 	 	 
170084	5	88	 	 	 	 
170084	6	88	 	 	 	 
170086	1	10	1	2	1	5000
170086	2	25	1	2	1	30000
170086	3	40	1	23	1	500000
170086	4	88	 	 	 	 
170086	5	88	 	 	 	 
170086	6	88	 	 	 	 
170088	1	25	1	28	1	20000
170088	2	25	1	12	1	18000
170088	3	24	1	12	1	-77
170088	4	15	10	12	10	3000
170088	5	88	 	 	 	 
170088	6	88	 	 	 	 
170089	1	17	6	16	6	30000
170089	2	24	1	16	0	 
170089	3	25	1	16	1	10000
170089	4	88	 	 	 	 
170089	5	88	 	 	 	 
170089	6	88	 	 	 	 
170090	1	40	1	12	1	1200000
170090	2	15	2	12	2	30000
170090	3	40	4	12	4	40000
170090	4	88	 	 	 	 
170090	5	88	 	 	 	 
170090	6	88	 	 	 	 
170091	1	24	1	23	1	-77
170091	2	25	1	23	1	200000
170091	3	25	2	23	1	30000
170091	4	23	5	23	5	10000
170091	5	88	 	 	 	 
170091	6	88	 	 	 	 
170092	1	24	1	23	1	-77
170092	2	25	1	26	1	8000
170092	3	88	 	 	 	 
170092	4	88	 	 	 	 
170092	5	88	 	 	 	 
170092	6	88	 	 	 	 
170093	1	25	1	21	1	15000
170093	2	25	1	16	1	15000
170093	3	88	 	 	 	 
170093	4	88	 	 	 	 
170093	5	88	 	 	 	 
170093	6	88	 	 	 	 
170094	1	15	1	12	1	3000
170094	2	23	1	12	1	8000
170094	3	88	 	 	 	 
170094	4	88	 	 	 	 
170094	5	88	 	 	 	 
170094	6	88	 	 	 	 
170095	1	25	1	28	1	20000
170095	2	25	1	28	1	5000
170095	3	88	 	 	 	 
170095	4	88	 	 	 	 
170095	5	88	 	 	 	 
170095	6	88	 	 	 	 
170096	1	25	1	29	1	2000
170096	2	88	 	 	 	 
170096	3	88	 	 	 	 
170096	4	88	 	 	 	 
170096	5	88	 	 	 	 
170096	6	88	 	 	 	 
170097	1	25	1	23	1	3000
170097	2	88	 	 	 	 
170097	3	88	 	 	 	 
170097	4	88	 	 	 	 
170097	5	88	 	 	 	 
170097	6	88	 	 	 	 
170099	1	15	1	23	1	3000
170099	2	25	1	23	1	0
170099	3	25	1	29	1	20000
170099	4	88	 	 	 	 
170099	5	88	 	 	 	 
170099	6	88	 	 	 	 
170100	1	25	2	28	2	30000
170100	2	88	 	 	 	 
170100	3	88	 	 	 	 
170100	4	88	 	 	 	 
170100	5	88	 	 	 	 
170100	6	88	 	 	 	 
170103	1	25	1	21	1	10000
170103	2	40	2	24	2	200
170103	3	25	1	5	1	200
170103	4	88	 	 	 	 
170103	5	88	 	 	 	 
170103	6	88	 	 	 	 
170104	1	24	1	23	1	-77
170104	2	25	1	23	1	20000
170104	3	23	3	23	3	4000
170104	4	25	1	28	1	25000
170104	5	20	1	26	1	3000
170104	6	40	3	26	3	400
170109	1	11	2	23	2	3000
170109	2	25	1	24	1	15000
170109	3	88	 	 	 	 
170109	4	88	 	 	 	 
170109	5	88	 	 	 	 
170109	6	88	 	 	 	 
170112	1	25	1	26	1	30000
170112	2	25	1	26	1	25000
170112	3	88	 	 	 	 
170112	4	88	 	 	 	 
170112	5	88	 	 	 	 
170112	6	88	 	 	 	 
170114	1	23	2	23	2	-77
170114	2	25	4	29	4	55000
170114	3	88	 	 	 	 
170114	4	88	 	 	 	 
170114	5	88	 	 	 	 
170114	6	88	 	 	 	 
170118	1	25	2	28	2	400000
170118	2	88	 	 	 	 
170118	3	88	 	 	 	 
170118	4	88	 	 	 	 
170118	5	88	 	 	 	 
170118	6	88	 	 	 	 
170119	1	25	1	23	1	15000
170119	2	25	1	7	1	12000
170119	3	24	1	23	1	-77
170119	4	15	4	12	4	300
170119	5	40	3	7	3	200
170119	6	88	 	 	 	 
170126	1	24	1	23	1	5000
170126	2	25	1	20	1	2000
170126	3	88	 	 	 	 
170126	4	88	 	 	 	 
170126	5	88	 	 	 	 
170126	6	88	 	 	 	 
170132	1	15	1	23	1	2000
170132	2	2	1	23	1	5500
170132	3	25	1	29	1	1100
170132	4	25	1	16	1	500
170132	5	88	 	 	 	 
170132	6	88	 	 	 	 
170141	1	25	1	23	1	100
170141	2	25	1	5	1	4000
170141	3	88	 	 	 	 
170141	4	88	 	 	 	 
170141	5	88	 	 	 	 
170141	6	88	 	 	 	 
170144	1	17	1	16	1	70000
170144	2	24	1	23	1	10000
170144	3	88	 	 	 	 
170144	4	88	 	 	 	 
170144	5	88	 	 	 	 
170144	6	88	 	 	 	 
180001	1	25	1	23	1	6000
180001	2	25	1	26	1	6000
180001	3	88	 	 	 	 
180001	4	88	 	 	 	 
180001	5	88	 	 	 	 
180001	6	88	 	 	 	 
180002	1	15	100	12	100	1000
180002	2	40	3	12	3	300
180002	3	40	1	12	1	200
180002	4	88	 	 	 	 
180002	5	88	 	 	 	 
180002	6	88	 	 	 	 
180003	1	25	2	28	2	15000
180003	2	24	3	23	3	500
180003	3	23	2	23	2	200
180003	4	88	 	 	 	 
180003	5	88	 	 	 	 
180003	6	88	 	 	 	 
180004	1	23	1	23	1	600
180004	2	40	15	26	15	15
180004	3	88	 	 	 	 
180004	4	88	 	 	 	 
180004	5	88	 	 	 	 
180004	6	88	 	 	 	 
180005	1	 	 	 	 	 
180005	2	 	 	 	 	 
180005	3	 	 	 	 	 
180005	4	 	 	 	 	 
180005	5	 	 	 	 	 
180005	6	 	 	 	 	 
180006	1	25	1	12	1	10000
180006	2	25	1	23	1	10000
180006	3	88	 	 	 	 
180006	4	88	 	 	 	 
180006	5	88	 	 	 	 
180006	6	88	 	 	 	 
180007	1	17	20	26	20	5000
180007	2	88	 	 	 	 
180007	3	88	 	 	 	 
180007	4	88	 	 	 	 
180007	5	88	 	 	 	 
180007	6	88	 	 	 	 
180008	1	25	1	21	1	10000
180008	2	21	2	21	2	600
180008	3	40	1	21	1	600
180008	4	40	10	21	10	500
180008	5	40	1	21	1	200
180008	6	88	 	 	 	 
180015	1	25	1	21	1	2000
180015	2	40	5	26	5	50
180015	3	25	1	26	1	50
180015	4	88	 	 	 	 
180015	5	88	 	 	 	 
180015	6	88	 	 	 	 
180016	1	24	1	23	0	 
180016	2	25	1	23	1	10000
180016	3	88	 	 	 	 
180016	4	88	 	 	 	 
180016	5	88	 	 	 	 
180016	6	88	 	 	 	 
180017	1	14	2	9	2	17000
180017	2	40	1	12	1	3000
180017	3	23	7	23	7	800
180017	4	40	1	26	1	67000
180017	5	40	1	26	1	25000
180017	6	24	1	23	1	500
180018	1	25	2	23	2	10000
180018	2	23	50	23	50	2000
180018	3	15	7	23	7	200
180018	4	40	1	28	1	5500
180018	5	88	 	 	 	 
180018	6	88	 	 	 	 
180019	1	40	1	28	1	11000
180019	2	40	2	28	2	6800
180019	3	88	 	 	 	 
180019	4	88	 	 	 	 
180019	5	88	 	 	 	 
180019	6	88	 	 	 	 
180020	1	25	2	28	2	10000
180020	2	88	 	 	 	 
180020	3	88	 	 	 	 
180020	4	88	 	 	 	 
180020	5	88	 	 	 	 
180020	6	88	 	 	 	 
180021	1	25	1	28	1	20000
180021	2	88	 	 	 	 
180021	3	88	 	 	 	 
180021	4	88	 	 	 	 
180021	5	88	 	 	 	 
180021	6	88	 	 	 	 
180023	1	40	4	26	4	10000
180023	2	40	2	26	2	1500
180023	3	40	50	26	50	70000
180023	4	88	 	 	 	 
180023	5	88	 	 	 	 
180023	6	88	 	 	 	 
180024	1	40	20	23	20	15000
180024	2	40	1	23	1	5000
180024	3	40	25	23	25	5000
180024	4	40	2	23	2	4000
180024	5	88	 	 	 	 
180024	6	88	 	 	 	 
180025	1	25	1	20	1	5000
180025	2	88	 	 	 	 
180025	3	88	 	 	 	 
180025	4	88	 	 	 	 
180025	5	88	 	 	 	 
180025	6	88	 	 	 	 
180026	1	25	2	28	2	250000
180026	2	88	 	 	 	 
180026	3	88	 	 	 	 
180026	4	88	 	 	 	 
180026	5	88	 	 	 	 
180026	6	88	 	 	 	 
180027	1	25	2	28	2	10000
180027	2	40	2	28	2	5000
180027	3	88	 	 	 	 
180027	4	88	 	 	 	 
180027	5	88	 	 	 	 
180027	6	88	 	 	 	 
180028	1	25	1	10	1	5000
180028	2	88	 	 	 	 
180028	3	88	 	 	 	 
180028	4	88	 	 	 	 
180028	5	88	 	 	 	 
180028	6	88	 	 	 	 
180029	1	25	2	28	2	15000
180029	2	88	 	 	 	 
180029	3	88	 	 	 	 
180029	4	88	 	 	 	 
180029	5	88	 	 	 	 
180029	6	88	 	 	 	 
180030	1	40	1	12	1	4000
180030	2	40	6	12	6	1000
180030	3	15	50	12	50	1000
180030	4	40	1	12	1	500
180030	5	88	 	 	 	 
180030	6	88	 	 	 	 
180031	1	25	2	29	2	15000
180031	2	88	 	 	 	 
180031	3	88	 	 	 	 
180031	4	88	 	 	 	 
180031	5	88	 	 	 	 
180031	6	88	 	 	 	 
180032	1	17	6	13	6	4000
180032	2	25	1	28	1	60000
180032	3	88	 	 	 	 
180032	4	88	 	 	 	 
180032	5	88	 	 	 	 
180032	6	88	 	 	 	 
180033	1	25	2	26	2	23000
180033	2	25	1	23	1	10000
180033	3	40	2	26	2	2200
180033	4	40	1	23	1	2000
180033	5	88	 	 	 	 
180033	6	88	 	 	 	 
180034	1	24	1	23	0	 
180034	2	88	 	 	 	 
180034	3	88	 	 	 	 
180034	4	88	 	 	 	 
180034	5	88	 	 	 	 
180034	6	88	 	 	 	 
180035	1	24	2	23	2	1500
180035	2	23	4	23	4	2000
180035	3	15	8	23	8	3200
180035	4	88	 	 	 	 
180035	5	88	 	 	 	 
180035	6	88	 	 	 	 
180036	1	25	2	28	2	20000
180036	2	40	2	28	2	2000
180036	3	88	 	 	 	 
180036	4	88	 	 	 	 
180036	5	88	 	 	 	 
180036	6	88	 	 	 	 
180037	1	24	1	23	1	-77
180037	2	40	4	23	4	20000
180037	3	12	5	23	5	1000
180037	4	88	 	 	 	 
180037	5	88	 	 	 	 
180037	6	88	 	 	 	 
180039	1	40	3	23	3	3000
180039	2	40	5	26	5	1350
180039	3	88	 	 	 	 
180039	4	88	 	 	 	 
180039	5	88	 	 	 	 
180039	6	88	 	 	 	 
180040	1	23	170	23	170	43600
180040	2	40	2	23	2	300
180040	3	88	 	 	 	 
180040	4	88	 	 	 	 
180040	5	88	 	 	 	 
180040	6	88	 	 	 	 
180042	1	40	2	12	2	2000
180042	2	40	10	12	10	1000
180042	3	15	160	12	160	1000
180042	4	40	2	12	2	800
180042	5	88	 	 	 	 
180042	6	88	 	 	 	 
180043	1	25	2	28	2	20000
180043	2	88	 	 	 	 
180043	3	88	 	 	 	 
180043	4	88	 	 	 	 
180043	5	88	 	 	 	 
180043	6	88	 	 	 	 
180044	1	88	 	 	 	 
180044	2	88	 	 	 	 
180044	3	88	 	 	 	 
180044	4	88	 	 	 	 
180044	5	88	 	 	 	 
180044	6	88	 	 	 	 
180045	1	40	7	26	1	-77
180045	2	40	1	26	1	50
180045	3	88	 	 	 	 
180045	4	88	 	 	 	 
180045	5	88	 	 	 	 
180045	6	88	 	 	 	 
180046	1	25	2	28	2	100000
180046	2	88	 	 	 	 
180046	3	88	 	 	 	 
180046	4	88	 	 	 	 
180046	5	88	 	 	 	 
180046	6	88	 	 	 	 
180047	1	25	1	26	1	35000
180047	2	25	1	26	1	35000
180047	3	40	1	26	1	5000
180047	4	40	1	26	1	5000
180047	5	88	 	 	 	 
180047	6	88	 	 	 	 
180048	1	25	2	28	2	20000
180048	2	88	 	 	 	 
180048	3	88	 	 	 	 
180048	4	88	 	 	 	 
180048	5	88	 	 	 	 
180048	6	79	 	 	 	 
