CHILDCODE	NONFODR4	SPYRR4	SPNMR4
160010	14	720	4
160010	15	700	3
160010	16	0	 
160010	17	0	 
160010	18	1000	1
160010	19	0	 
160010	20	0	 
160010	21	0	 
160010	22	0	 
160010	23	0	 
160010	24	0	 
160010	25	0	 
160010	26	0	 
160010	27	0	 
160010	28	0	 
160010	29	0	 
160010	30	0	 
160010	31	0	 
160010	32	730	2
160010	33	0	 
160011	1	200	 
160011	2	800	 
160011	3	320	0
160011	4	450	4
160011	5	100	 
160011	6	150	 
160011	7	120	0
160011	8	200	4
160011	9	400	4
160011	10	650	0
160011	11	0	 
160011	12	0	 
160011	13	1550	77
160011	14	1800	0
160011	15	1050	1
160011	16	0	 
160011	17	0	 
160011	18	650	1
160011	19	0	 
160011	20	0	 
160011	21	0	 
160011	22	0	 
160011	23	0	 
160011	24	0	 
160011	25	0	 
160011	26	0	 
160011	27	0	 
160011	28	0	 
160011	29	0	 
160011	30	0	 
160011	31	0	 
160011	32	1130	1
160011	33	0	 
160012	1	200	 
160012	2	1000	 
160012	3	0	 
160012	4	500	4
160012	5	60	 
160012	6	260	 
160012	7	0	 
160012	8	100	4
160012	9	90	4
160012	10	0	 
160012	11	315	4
160012	12	0	 
160012	13	2000	4
160012	14	0	 
160012	15	500	4
160012	16	0	 
160012	17	40000	1
160012	18	12000	1
160012	19	0	 
160012	20	4000	1
160012	21	0	 
160012	22	0	 
160012	23	0	 
160012	24	0	 
160012	25	0	 
160012	26	0	 
160012	27	0	 
160012	28	0	 
160012	29	0	 
160012	30	0	 
160012	31	0	 
160012	32	0	 
160012	33	0	 
160013	1	2000	 
160013	2	0	 
160013	3	2000	4
160013	4	0	 
160013	5	300	 
160013	6	50	 
160013	7	200	4
160013	8	0	 
160013	9	0	 
160013	10	200	4
160013	11	0	 
160013	12	0	 
160013	13	0	 
160013	14	1600	4
160013	15	300	4
160013	16	0	 
160013	17	0	 
160013	18	0	 
160013	19	0	 
160013	20	0	 
160013	21	0	 
160013	22	0	 
160013	23	0	 
160013	24	0	 
160013	25	0	 
160013	26	0	 
160013	27	0	 
160013	28	0	 
160013	29	0	 
160013	30	0	 
160013	31	0	 
160013	32	390	4
160013	33	0	 
160014	1	400	 
160014	2	400	 
160014	3	0	 
160014	4	400	4
160014	5	100	 
160014	6	100	 
160014	7	0	 
160014	8	100	4
160014	9	200	4
160014	10	0	 
160014	11	0	 
160014	12	0	 
160014	13	1500	4
160014	14	0	 
160014	15	500	4
160014	16	0	 
160014	17	0	 
160014	18	500	1
160014	19	0	 
160014	20	0	 
160014	21	0	 
160014	22	0	 
160014	23	0	 
160014	24	0	 
160014	25	0	 
160014	26	0	 
160014	27	0	 
160014	28	0	 
160014	29	0	 
160014	30	0	 
160014	31	0	 
160014	32	290	4
160014	33	0	 
160015	1	500	 
160015	2	2000	 
160015	3	500	4
160015	4	500	4
160015	5	100	 
160015	6	100	 
160015	7	50	4
160015	8	50	4
160015	9	210	4
160015	10	100	4
160015	11	0	 
160015	12	0	 
160015	13	3000	4
160015	14	3000	4
160015	15	600	4
160015	16	0	 
160015	17	16000	4
160015	18	0	 
160015	19	0	 
160015	20	0	 
160015	21	0	 
160015	22	0	 
160015	23	0	 
160015	24	0	 
160015	25	0	 
160015	26	0	 
160015	27	0	 
160015	28	0	 
160015	29	0	 
160015	30	0	 
160015	31	0	 
160015	32	580	4
160015	33	0	 
160016	1	500	 
160016	2	500	 
160016	3	0	 
160016	4	800	2
160016	5	300	 
160016	6	200	 
160016	7	0	 
160016	8	400	2
160016	9	340	2
160016	10	0	 
160016	11	0	 
160016	12	0	 
160016	13	720	4
160016	14	0	 
160016	15	1000	2
160016	16	0	 
160016	17	0	 
160016	18	300	1
160016	19	0	 
160016	20	0	 
160016	21	0	 
160016	22	0	 
160016	23	0	 
160016	24	0	 
160016	25	0	 
160016	26	0	 
160016	27	0	 
160016	28	0	 
160016	29	0	 
160016	30	0	 
160016	31	0	 
160016	32	530	2
160016	33	0	 
160017	1	2850	 
160017	2	1220	 
160017	3	680	4
160017	4	750	0
160017	5	35	 
160017	6	45	 
160017	7	300	4
160017	8	330	0
160017	9	0	 
160017	10	0	 
160017	11	400	0
160017	12	0	 
160017	13	0	 
160017	14	450	4
160017	15	2100	1
160017	16	0	 
160017	17	26000	77
160017	18	200	77
160017	19	4000	0
160017	20	0	 
160017	21	0	 
160017	22	0	 
160017	23	0	 
160017	24	0	 
160017	25	0	 
160017	26	4000	0
160017	27	0	 
160017	28	300	4
160017	29	0	 
160017	30	0	 
160017	31	0	 
160017	32	430	2
160017	33	0	 
160018	1	500	 
160018	2	500	 
160018	3	0	 
160018	4	1000	4
160018	5	40	 
160018	6	50	 
160018	7	0	 
160018	8	200	4
160018	9	500	4
160018	10	0	 
160018	11	0	 
160018	12	0	 
160018	13	2500	4
160018	14	0	 
160018	15	500	4
160018	16	0	 
160018	17	0	 
160018	18	0	 
160018	19	0	 
160018	20	0	 
160018	21	0	 
160018	22	0	 
160018	23	0	 
160018	24	0	 
160018	25	0	 
160018	26	0	 
160018	27	0	 
160018	28	0	 
160018	29	0	 
160018	30	0	 
160018	31	0	 
160018	32	290	4
160018	33	0	 
160019	1	500	 
160019	2	500	 
160019	3	0	 
160019	4	500	4
160019	5	30	 
160019	6	60	 
160019	7	0	 
160019	8	100	4
160019	9	240	4
160019	10	0	 
160019	11	315	4
160019	12	0	 
160019	13	1080	4
160019	14	0	 
160019	15	300	4
160019	16	0	 
160019	17	200	1
160019	18	2400	1
160019	19	0	 
160019	20	0	 
160019	21	0	 
160019	22	0	 
160019	23	0	 
160019	24	0	 
160019	25	0	 
160019	26	0	 
160019	27	0	 
160019	28	0	 
160019	29	0	 
160019	30	0	 
160019	31	0	 
160019	32	0	 
160019	33	0	 
160020	1	400	 
160020	2	400	 
160020	3	500	4
160020	4	500	4
160020	5	20	 
160020	6	15	 
160020	7	200	4
160020	8	300	4
160020	9	200	4
160020	10	200	4
160020	11	0	 
160020	12	0	 
160020	13	0	 
160020	14	0	 
160020	15	0	 
160020	16	0	 
160020	17	0	 
160020	18	0	 
160020	19	0	 
160020	20	0	 
160020	21	0	 
160020	22	0	 
160020	23	0	 
160020	24	0	 
160020	25	0	 
160020	26	0	 
160020	27	0	 
160020	28	0	 
160020	29	0	 
160020	30	0	 
160020	31	0	 
160020	32	0	 
160020	33	0	 
160021	1	100	 
160021	2	100	 
160021	3	400	2
160021	4	0	 
160021	5	50	 
160021	6	50	 
160021	7	300	2
160021	8	0	 
160021	9	0	 
160021	10	0	 
160021	11	0	 
160021	12	0	 
160021	13	0	 
160021	14	1300	3
160021	15	500	3
160021	16	0	 
160021	17	0	 
160021	18	200	1
160021	19	0	 
160021	20	0	 
160021	21	0	 
160021	22	0	 
160021	23	0	 
160021	24	0	 
160021	25	0	 
160021	26	0	 
160021	27	0	 
160021	28	0	 
160021	29	0	 
160021	30	0	 
160021	31	0	 
160021	32	1200	1
160021	33	0	 
160022	1	200	 
160022	2	300	 
160022	3	400	2
160022	4	300	0
160022	5	150	 
160022	6	200	 
160022	7	300	2
160022	8	150	0
160022	9	0	 
160022	10	300	2
160022	11	0	 
160022	12	0	 
160022	13	0	 
160022	14	0	 
160022	15	600	2
160022	16	0	 
160022	17	0	 
160022	18	0	 
160022	19	0	 
160022	20	0	 
160022	21	0	 
160022	22	0	 
160022	23	0	 
160022	24	0	 
160022	25	0	 
160022	26	0	 
160022	27	0	 
160022	28	0	 
160022	29	0	 
160022	30	0	 
160022	31	0	 
160022	32	0	 
160022	33	0	 
160023	1	1000	 
160023	2	600	 
160023	3	0	 
160023	4	400	4
160023	5	300	 
160023	6	400	 
160023	7	0	 
160023	8	250	4
160023	9	170	4
160023	10	0	 
160023	11	25	4
160023	12	0	 
160023	13	720	4
160023	14	0	 
160023	15	500	4
160023	16	0	 
160023	17	0	 
160023	18	4000	1
160023	19	0	 
160023	20	0	 
160023	21	0	 
160023	22	0	 
160023	23	0	 
160023	24	0	 
160023	25	0	 
160023	26	0	 
160023	27	0	 
160023	28	0	 
160023	29	0	 
160023	30	0	 
160023	31	0	 
160023	32	1000	1
160023	33	0	 
160024	1	500	 
160024	2	400	 
160024	3	600	2
160024	4	0	 
160024	5	400	 
160024	6	200	 
160024	7	500	2
160024	8	0	 
160024	9	0	 
160024	10	350	2
160024	11	0	 
160024	12	30	4
160024	13	0	 
160024	14	2500	2
160024	15	1100	2
160024	16	0	 
160024	17	0	 
160024	18	2000	0
160024	19	0	 
160024	20	0	 
160024	21	0	 
160024	22	0	 
160024	23	0	 
160024	24	0	 
160024	25	0	 
160024	26	0	 
160024	27	0	 
160024	28	0	 
160024	29	0	 
160024	30	0	 
160024	31	0	 
160024	32	1000	1
160024	33	0	 
160025	1	250	 
160025	2	470	 
160025	3	1000	0
160025	4	630	4
160025	5	120	 
160025	6	215	 
160025	7	260	0
160025	8	85	4
160025	9	120	4
160025	10	290	0
160025	11	0	 
160025	12	0	 
160025	13	1670	4
160025	14	1200	0
160025	15	1250	1
160025	16	0	 
160025	17	0	 
160025	18	750	1
160025	19	0	 
160025	20	0	 
160025	21	0	 
160025	22	0	 
160025	23	0	 
160025	24	0	 
160025	25	0	 
160025	26	0	 
160025	27	0	 
160025	28	0	 
160025	29	0	 
160025	30	0	 
160025	31	0	 
160025	32	528	2
160025	33	0	 
160026	1	0	 
160026	2	0	 
160026	3	100	4
160026	4	0	 
160026	5	50	 
160026	6	0	 
160026	7	50	4
160026	8	0	 
160026	9	0	 
160026	10	0	 
160026	11	0	 
160026	12	0	 
160026	13	0	 
160026	14	720	4
160026	15	300	4
160026	16	0	 
160026	17	0	 
160026	18	200	1
160026	19	0	 
160026	20	0	 
160026	21	0	 
160026	22	0	 
160026	23	0	 
160026	24	0	 
160026	25	0	 
160026	26	0	 
160026	27	0	 
160026	28	0	 
160026	29	0	 
160026	30	0	 
160026	31	0	 
160026	32	290	4
160026	33	0	 
160028	1	2000	 
160028	2	1200	 
160028	3	500	0
160028	4	800	4
160028	5	160	 
160028	6	100	 
160028	7	70	0
160028	8	300	4
160028	9	500	4
160028	10	0	 
160028	11	0	 
160028	12	0	 
160028	13	1800	4
160028	14	0	 
160028	15	350	4
160028	16	0	 
160028	17	500	0
160028	18	700	0
160028	19	0	 
160028	20	0	 
160028	21	0	 
160028	22	0	 
160028	23	0	 
160028	24	0	 
160028	25	0	 
160028	26	0	 
160028	27	0	 
160028	28	150	4
160028	29	0	 
160028	30	0	 
160028	31	0	 
160028	32	275	4
160028	33	0	 
160029	1	300	 
160029	2	700	 
160029	3	700	4
160029	4	0	 
160029	5	150300	 
160029	6	300	 
160029	7	300	4
160029	8	0	 
160029	9	0	 
160029	10	300	4
160029	11	0	 
160029	12	0	 
160029	13	0	 
160029	14	4000	4
160029	15	3000	4
160029	16	0	 
160029	17	1000	4
160029	18	3000	4
160029	19	0	 
160029	20	0	 
160029	21	0	 
160029	22	0	 
160029	23	0	 
160029	24	0	 
160029	25	0	 
160029	26	0	 
160029	27	0	 
160029	28	0	 
160029	29	0	 
160029	30	0	 
160029	31	0	 
160029	32	780	4
160029	33	0	 
160030	1	200	 
160030	2	200	 
160030	3	600	0
160030	4	300	4
160030	5	150	 
160030	6	50	 
160030	7	400	0
160030	8	150	4
160030	9	170	4
160030	10	370	0
160030	11	0	 
160030	12	50	0
160030	13	700	4
160030	14	1750	0
160030	15	2000	1
160030	16	0	 
160030	17	0	 
160030	18	2000	0
160030	19	0	 
160030	20	0	 
160030	21	0	 
160030	22	0	 
160030	23	0	 
160030	24	0	 
160030	25	0	 
160030	26	0	 
160030	27	0	 
160030	28	0	 
160030	29	0	 
160030	30	0	 
160030	31	0	 
160030	32	1050	1
160030	33	0	 
160032	1	150	 
160032	2	150	 
160032	3	0	 
160032	4	0	 
160032	5	50	 
160032	6	50	 
160032	7	0	 
160032	8	100	2
160032	9	230	4
160032	10	0	 
160032	11	0	 
160032	12	0	 
160032	13	0	 
160032	14	0	 
160032	15	0	 
160032	16	0	 
160032	17	200	1
160032	18	300	1
160032	19	0	 
160032	20	0	 
160032	21	0	 
160032	22	0	 
160032	23	0	 
160032	24	0	 
160032	25	0	 
160032	26	0	 
160032	27	0	 
160032	28	0	 
160032	29	0	 
160032	30	0	 
160032	31	0	 
160032	32	290	4
160032	33	0	 
160033	1	0	 
160033	2	0	 
160033	3	0	 
160033	4	0	 
160033	5	0	 
160033	6	0	 
160033	7	0	 
160033	8	0	 
160033	9	0	 
160033	10	0	 
160033	11	0	 
160033	12	0	 
160033	13	1500	4
160033	14	1000	4
160033	15	500	4
160033	16	0	 
160033	17	5000	4
160033	18	0	 
160033	19	0	 
160033	20	0	 
160033	21	0	 
160033	22	0	 
160033	23	0	 
160033	24	0	 
160033	25	0	 
160033	26	0	 
160033	27	0	 
160033	28	0	 
160033	29	0	 
160033	30	0	 
160033	31	0	 
160033	32	580	4
160033	33	0	 
160034	1	500	 
160034	2	500	 
160034	3	1000	0
160034	4	1000	4
160034	5	200	 
160034	6	200	 
160034	7	250	0
160034	8	250	4
160034	9	190	4
160034	10	190	0
160034	11	315	4
160034	12	315	0
160034	13	1300	4
160034	14	1100	0
160034	15	500	2
160034	16	0	 
160034	17	0	 
160034	18	1500	1
160034	19	0	 
160034	20	0	 
160034	21	0	 
160034	22	0	 
160034	23	0	 
160034	24	0	 
160034	25	0	 
160034	26	0	 
160034	27	0	 
160034	28	0	 
160034	29	0	 
160034	30	0	 
160034	31	0	 
160034	32	0	 
160034	33	0	 
160035	1	500	 
160035	2	200	 
160035	3	500	1
160035	4	0	 
160035	5	200	 
160035	6	100	 
160035	7	200	2
160035	8	0	 
160035	9	0	 
160035	10	500	2
160035	11	0	 
160035	12	315	4
160035	13	0	 
160035	14	2100	3
160035	15	500	2
160035	16	0	 
160035	17	500	2
160035	18	2000	2
160035	19	0	 
160035	20	0	 
160035	21	0	 
160035	22	0	 
160035	23	0	 
160035	24	0	 
160035	25	0	 
160035	26	0	 
160035	27	0	 
160035	28	0	 
160035	29	0	 
160035	30	0	 
160035	31	0	 
160035	32	0	 
160035	33	0	 
160036	1	400	 
160036	2	350	 
160036	3	600	2
160036	4	0	 
160036	5	80	 
160036	6	45	 
160036	7	90	2
160036	8	0	 
160036	9	0	 
160036	10	300	2
160036	11	0	 
160036	12	0	 
160036	13	0	 
160036	14	360	4
160036	15	850	2
160036	16	0	 
160036	17	650	1
160036	18	2500	1
160036	19	0	 
160036	20	0	 
160036	21	0	 
160036	22	0	 
160036	23	0	 
160036	24	0	 
160036	25	0	 
160036	26	0	 
160036	27	0	 
160036	28	0	 
160036	29	0	 
160036	30	0	 
160036	31	0	 
160036	32	528	2
160036	33	0	 
160037	1	2000	 
160037	2	1000	 
160037	3	1000	4
160037	4	0	 
160037	5	200	 
160037	6	100	 
160037	7	100	4
160037	8	0	 
160037	9	0	 
160037	10	350	4
160037	11	0	 
160037	12	100	4
160037	13	0	 
160037	14	4000	4
160037	15	1500	4
160037	16	0	 
160037	17	0	 
160037	18	500	1
160037	19	0	 
160037	20	0	 
160037	21	0	 
160037	22	0	 
160037	23	0	 
160037	24	0	 
160037	25	0	 
160037	26	0	 
160037	27	0	 
160037	28	0	 
160037	29	0	 
160037	30	0	 
160037	31	0	 
160037	32	290	4
160037	33	0	 
160038	1	200	 
160038	2	300	 
160038	3	600	2
160038	4	350	0
160038	5	100	 
160038	6	75	 
160038	7	200	2
160038	8	150	2
160038	9	0	 
160038	10	170	4
160038	11	0	 
160038	12	0	 
160038	13	0	 
160038	14	720	4
160038	15	500	4
160038	16	0	 
160038	17	4200	4
160038	18	0	 
160038	19	0	 
160038	20	0	 
160038	21	0	 
160038	22	0	 
160038	23	0	 
160038	24	0	 
160038	25	0	 
160038	26	300	4
160038	27	0	 
160038	28	0	 
160038	29	0	 
160038	30	0	 
160038	31	0	 
160038	32	364	4
160038	33	0	 
160039	1	2000	 
160039	2	2000	 
160039	3	1000	4
160039	4	3000	4
160039	5	200	 
160039	6	200	 
160039	7	100	4
160039	8	500	4
160039	9	250	4
160039	10	100	4
160039	11	0	 
160039	12	0	 
160039	13	2000	4
160039	14	1000	4
160039	15	2000	4
160039	16	0	 
160039	17	0	 
160039	18	0	 
160039	19	0	 
160039	20	0	 
160039	21	0	 
160039	22	0	 
160039	23	0	 
160039	24	0	 
160039	25	0	 
160039	26	0	 
160039	27	0	 
160039	28	0	 
160039	29	0	 
160039	30	0	 
160039	31	0	 
160039	32	580	4
160039	33	0	 
160040	1	500	 
160040	2	500	 
160040	3	300	0
160040	4	200	4
160040	5	140	 
160040	6	150	 
160040	7	420	0
160040	8	420	4
160040	9	675	4
160040	10	750	0
160040	11	180	4
160040	12	800	0
160040	13	0	 
160040	14	1900	0
160040	15	1700	1
160040	16	0	 
160040	17	16156	0
160040	18	960	1
160040	19	0	 
160040	20	0	 
160040	21	0	 
160040	22	0	 
160040	23	0	 
160040	24	0	 
160040	25	0	 
160040	26	0	 
160040	27	0	 
160040	28	15	4
160040	29	15	0
160040	30	0	 
160040	31	0	 
160040	32	0	 
160040	33	0	 
160041	1	0	 
160041	2	0	 
160041	3	0	 
160041	4	0	 
160041	5	0	 
160041	6	30	 
160041	7	0	 
160041	8	50	4
160041	9	0	 
160041	10	0	 
160041	11	245	4
160041	12	0	 
160041	13	1080	4
160041	14	0	 
160041	15	200	4
160041	16	0	 
160041	17	500	1
160041	18	2000	1
160041	19	0	 
160041	20	0	 
160041	21	0	 
160041	22	0	 
160041	23	0	 
160041	24	0	 
160041	25	0	 
160041	26	0	 
160041	27	0	 
160041	28	0	 
160041	29	0	 
160041	30	0	 
160041	31	0	 
160041	32	0	 
160041	33	0	 
160042	1	500	 
160042	2	200	 
160042	3	900	1
160042	4	0	 
160042	5	100	 
160042	6	50	 
160042	7	500	1
160042	8	0	 
160042	9	0	 
160042	10	500	3
160042	11	0	 
160042	12	0	 
160042	13	0	 
160042	14	800	4
160042	15	600	3
160042	16	0	 
160042	17	1000	0
160042	18	2000	1
160042	19	0	 
160042	20	0	 
160042	21	0	 
160042	22	0	 
160042	23	0	 
160042	24	0	 
160042	25	0	 
160042	26	0	 
160042	27	0	 
160042	28	0	 
160042	29	0	 
160042	30	0	 
160042	31	0	 
160042	32	380	2
160042	33	0	 
160043	1	0	 
160043	2	600	 
160043	3	400	3
160043	4	0	 
160043	5	0	 
160043	6	100	 
160043	7	100	3
160043	8	0	 
160043	9	0	 
160043	10	550	2
160043	11	0	 
160043	12	0	 
160043	13	0	 
160043	14	1500	3
160043	15	3000	3
160043	16	0	 
160043	17	0	 
160043	18	300	1
160043	19	0	 
160043	20	0	 
160043	21	0	 
160043	22	0	 
160043	23	0	 
160043	24	0	 
160043	25	0	 
160043	26	0	 
160043	27	0	 
160043	28	0	 
160043	29	0	 
160043	30	0	 
160043	31	0	 
160043	32	580	1
160043	33	0	 
160044	1	600	 
160044	2	500	 
160044	3	500	4
160044	4	500	0
160044	5	200	 
160044	6	100	 
160044	7	100	4
160044	8	100	0
160044	9	200	0
160044	10	200	4
160044	11	0	 
160044	12	0	 
160044	13	1000	3
160044	14	2000	3
160044	15	250	3
160044	16	0	 
160044	17	200	1
160044	18	500	1
160044	19	0	 
160044	20	0	 
160044	21	0	 
160044	22	0	 
160044	23	0	 
160044	24	0	 
160044	25	0	 
160044	26	0	 
160044	27	0	 
160044	28	0	 
160044	29	0	 
160044	30	0	 
160044	31	0	 
160044	32	900	1
160044	33	0	 
160045	1	0	 
160045	2	0	 
160045	3	600	1
160045	4	200	0
160045	5	100	 
160045	6	50	 
160045	7	300	1
160045	8	100	0
160045	9	0	 
160045	10	640	1
160045	11	0	 
160045	12	630	4
160045	13	0	 
160045	14	1880	3
160045	15	1000	2
160045	16	0	 
160045	17	0	 
160045	18	500	1
160045	19	0	 
160045	20	0	 
160045	21	0	 
160045	22	0	 
160045	23	0	 
160045	24	0	 
160045	25	0	 
160045	26	0	 
160045	27	0	 
160045	28	0	 
160045	29	0	 
160045	30	0	 
160045	31	0	 
160045	32	0	 
160045	33	0	 
160046	1	0	 
160046	2	300	 
160046	3	0	 
160046	4	1200	4
160046	5	0	 
160046	6	0	 
160046	7	0	 
160046	8	150	4
160046	9	264	4
160046	10	0	 
160046	11	2280	4
160046	12	0	 
160046	13	609	4
160046	14	0	 
160046	15	1000	4
160046	16	0	 
160046	17	1000	4
160046	18	500	4
160046	19	0	 
160046	20	0	 
160046	21	0	 
160046	22	0	 
160046	23	0	 
160046	24	0	 
160046	25	0	 
160046	26	500	2
160046	27	0	 
160046	28	0	 
160046	29	0	 
160046	30	0	 
160046	31	0	 
160046	32	314	4
160046	33	0	 
160047	1	500	 
160047	2	300	 
160047	3	0	 
160047	4	1000	4
160047	5	50	 
160047	6	100	 
160047	7	0	 
160047	8	150	4
160047	9	200	4
160047	10	0	 
160047	11	315	4
160047	12	0	 
160047	13	1000	4
160047	14	0	 
160047	15	500	4
160047	16	0	 
160047	17	0	 
160047	18	0	 
160047	19	0	 
160047	20	0	 
160047	21	0	 
160047	22	0	 
160047	23	0	 
160047	24	0	 
160047	25	0	 
160047	26	0	 
160047	27	0	 
160047	28	0	 
160047	29	0	 
160047	30	0	 
160047	31	0	 
160047	32	580	4
160047	33	0	 
160048	1	2000	 
160048	2	5000	 
160048	3	1500	4
160048	4	1000	0
160048	5	500	 
160048	6	700	 
160048	7	300	4
160048	8	500	0
160048	9	300	0
160048	10	250	4
160048	11	0	 
160048	12	0	 
160048	13	3000	0
160048	14	2000	4
160048	15	3000	1
160048	16	0	 
160048	17	1500	1
160048	18	3000	1
160048	19	0	 
160048	20	0	 
160048	21	0	 
160048	22	0	 
160048	23	20000	1
160048	24	0	 
160048	25	0	 
160048	26	0	 
160048	27	0	 
160048	28	0	 
160048	29	0	 
160048	30	0	 
160048	31	0	 
160048	32	1200	1
160048	33	4000	1
160049	1	450	 
160049	2	1000	 
160049	3	1800	0
160049	4	1100	4
160049	5	350	 
160049	6	400	 
160049	7	300	0
160049	8	270	4
160049	9	400	4
160049	10	400	0
160049	11	1870	4
160049	12	2200	0
160049	13	0	 
160049	14	0	 
160049	15	0	 
160049	16	0	 
160049	17	17000	0
160049	18	3500	0
160049	19	0	 
160049	20	0	 
160049	21	0	 
160049	22	500	2
160049	23	1500	0
160049	24	0	 
160049	25	0	 
160049	26	0	 
160049	27	0	 
160049	28	-77	 
160049	29	-77	 
160049	30	0	 
160049	31	0	 
160049	32	-77	 
160049	33	0	 
160050	1	300	 
160050	2	800	 
160050	3	0	 
160050	4	350	4
160050	5	200	 
160050	6	500	 
160050	7	0	 
160050	8	150	4
160050	9	170	4
160050	10	0	 
160050	11	0	 
160050	12	0	 
160050	13	750	4
160050	14	0	 
160050	15	500	4
160050	16	0	 
160050	17	0	 
160050	18	1000	1
160050	19	0	 
160050	20	0	 
160050	21	0	 
160050	22	0	 
160050	23	0	 
160050	24	0	 
160050	25	0	 
160050	26	0	 
160050	27	0	 
160050	28	0	 
160050	29	0	 
160050	30	0	 
160050	31	0	 
160050	32	364	4
160050	33	0	 
160051	1	0	 
160051	2	150	 
160051	3	400	0
160051	4	300	4
160051	5	0	 
160051	6	30	 
160051	7	350	0
160051	8	75	4
160051	9	170	4
160051	10	220	0
160051	11	0	 
160051	12	0	 
160051	13	720	4
160051	14	1100	0
160051	15	1700	1
160051	16	0	 
160051	17	5500	0
160051	18	200	1
160051	19	0	 
160051	20	0	 
160051	21	0	 
160051	22	0	 
160051	23	0	 
160051	24	0	 
160051	25	0	 
160051	26	0	 
160051	27	0	 
160051	28	0	 
160051	29	0	 
160051	30	0	 
160051	31	0	 
160051	32	730	2
160051	33	0	 
160052	1	0	 
160052	2	0	 
160052	3	500	4
160052	4	500	4
160052	5	0	 
160052	6	100	 
160052	7	100	4
160052	8	100	4
160052	9	200	4
160052	10	180	4
160052	11	0	 
160052	12	0	 
160052	13	1600	4
160052	14	0	 
160052	15	0	 
160052	16	0	 
160052	17	0	 
160052	18	0	 
160052	19	0	 
160052	20	0	 
160052	21	0	 
160052	22	0	 
160052	23	0	 
160052	24	0	 
160052	25	0	 
160052	26	0	 
160052	27	0	 
160052	28	0	 
160052	29	0	 
160052	30	0	 
160052	31	0	 
160052	32	580	4
160052	33	0	 
160053	1	800	 
160053	2	1000	 
160053	3	2000	4
160053	4	0	 
160053	5	300	 
160053	6	300	 
160053	7	600	4
160053	8	0	 
160053	9	0	 
160053	10	250	4
160053	11	0	 
160053	12	0	 
160053	13	0	 
160053	14	720	4
160053	15	1000	4
160053	16	0	 
160053	17	0	 
160053	18	200	1
160053	19	0	 
160053	20	0	 
160053	21	0	 
160053	22	0	 
160053	23	0	 
160053	24	0	 
160053	25	0	 
160053	26	0	 
160053	27	0	 
160053	28	0	 
160053	29	0	 
160053	30	0	 
160053	31	0	 
160053	32	364	4
160053	33	0	 
160054	1	100	 
160054	2	100	 
160054	3	0	 
160054	4	200	2
160054	5	50	 
160054	6	50	 
160054	7	0	 
160054	8	200	1
160054	9	400	4
160054	10	0	 
160054	11	0	 
160054	12	0	 
160054	13	980	4
160054	14	0	 
160054	15	700	4
160054	16	0	 
160054	17	0	 
160054	18	200	1
160054	19	0	 
160054	20	0	 
160054	21	0	 
160054	22	0	 
160054	23	0	 
160054	24	0	 
160054	25	0	 
160054	26	0	 
160054	27	0	 
160054	28	0	 
160054	29	0	 
160054	30	0	 
160054	31	0	 
160054	32	1510	1
160054	33	0	 
160055	1	0	 
160055	2	0	 
160055	3	0	 
160055	4	300	4
160055	5	0	 
160055	6	30	 
160055	7	0	 
160055	8	100	4
160055	9	150	4
160055	10	0	 
160055	11	0	 
160055	12	0	 
160055	13	900	4
160055	14	0	 
160055	15	0	 
160055	16	0	 
160055	17	0	 
160055	18	0	 
160055	19	0	 
160055	20	0	 
160055	21	0	 
160055	22	0	 
160055	23	0	 
160055	24	0	 
160055	25	158	 
160055	26	0	 
160055	27	0	 
160055	28	0	 
160055	29	0	 
160055	30	0	 
160055	31	0	 
160055	32	0	 
160055	33	0	 
160056	1	200	 
160056	2	0	 
160056	3	300	0
160056	4	300	4
160056	5	100	 
160056	6	0	 
160056	7	250	0
160056	8	200	4
160056	9	222	4
160056	10	250	0
160056	11	0	 
160056	12	0	 
160056	13	720	4
160056	14	750	0
160056	15	1000	2
160056	16	0	 
160056	17	300	1
160056	18	1000	1
160056	19	0	 
160056	20	0	 
160056	21	0	 
160056	22	0	 
160056	23	0	 
160056	24	0	 
160056	25	0	 
160056	26	0	 
160056	27	0	 
160056	28	0	 
160056	29	0	 
160056	30	0	 
160056	31	0	 
160056	32	730	2
160056	33	0	 
160057	1	200	 
160057	2	400	 
160057	3	500	1
160057	4	200	0
160057	5	100	 
160057	6	100	 
160057	7	250	2
160057	8	70	0
160057	9	170	0
160057	10	450	2
160057	11	0	 
160057	12	0	 
160057	13	600	0
160057	14	1500	2
160057	15	550	2
160057	16	0	 
160057	17	0	 
160057	18	2000	1
160057	19	0	 
160057	20	0	 
160057	21	0	 
160057	22	0	 
160057	23	0	 
160057	24	0	 
160057	25	0	 
160057	26	0	 
160057	27	0	 
160057	28	0	 
160057	29	0	 
160057	30	0	 
160057	31	0	 
160057	32	528	2
160057	33	0	 
160058	1	500	 
160058	2	500	 
160058	3	180	0
160058	4	350	2
160058	5	60	 
160058	6	60	 
160058	7	100	0
160058	8	100	2
160058	9	0	 
160058	10	0	 
160058	11	-77	 
160058	12	0	 
160058	13	500	4
160058	14	0	 
160058	15	300	4
160058	16	0	 
160058	17	0	 
160058	18	400	1
160058	19	0	 
160058	20	0	 
160058	21	0	 
160058	22	0	 
160058	23	0	 
160058	24	0	 
160058	25	0	 
160058	26	0	 
160058	27	0	 
160058	28	0	 
160058	29	0	 
160058	30	0	 
160058	31	0	 
160058	32	0	 
